Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	diversification	extinction_rate	fossil[1]	fossil[2]	fossil[3]	fossil[4]	fossil[5]	fossil[6]	fossil[7]	fossil[8]	fossil[9]	fossil[10]	fossil[11]	fossil[12]	fossil[13]	fossil[14]	fossil[15]	fossil[16]	fossil[17]	fossil[18]	fossil[19]	fossil[20]	fossil[21]	fossil[22]	fossil[23]	fossil[24]	fossil[25]	fossil[26]	fossil[27]	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
100	-635.266	-537.7849	-97.48106	227324.3	0.034646	0.0980382	0.00947848	0.0444309	0.0120998	0.0214627	0.0284413	0.023855	0.0375038	0.0445632	0.0566955	0.0237278	0.0478901	0.0332409	0.0214029	0.0444083	0.0281664	0.0423269	0.0325633	0.0343118	0.0329317	0.0582905	0.0219802	0.0349205	0.0407055	0.0470827	0.0218581	0.0294184	0.0799644	0.0302038	0.0311273	0.0304039	0.076012	0.0417426	0.0137106	0.0153732	0.0386292	0.0559468	0.0791448	0.0516191	0.102844	0.0333834	0.0331543	0.0212197	0.0214404	0.0578593	0.226374	0.0283162	0.0377776	0.0673904	0.0223463	0.0621592	-0.002862498	0.19682	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	8	15.19995	0.16339	0.997335	0.999318	1.00068	1.00267	0.1939575	13.7454	14.6116	3.41276	7.55326	6.59004	1.26933	5.72927	13.8851	3.66301	8.23759	3.25843	2.18717	5.18371	0.410085	0	3.95091	4.53569	9.67865	7.13777	6.06745	3.85207	3.56108	8.61896	10.8895	13.7297	3.61286	15.1831	1.014758	0.04192914	-3.305396	0.5169567	0.2672442
110	-635.2298	-534.9468	-100.283	189163.7	0.0156441	0.0625701	0.00788355	0.0660356	0.0149881	0.0545143	0.0234925	0.0177825	0.0176709	0.028817	0.0791816	0.0297368	0.048169	0.0141631	0.028212	0.0183444	0.0357197	0.0842021	0.0678563	0.0116116	0.0205264	0.023916	0.0386657	0.0240824	0.0777283	0.0362481	0.120294	0.0166688	0.0350852	0.0348791	0.0261453	0.0299228	0.130911	0.0726263	0.0155527	0.0204494	0.0167294	0.0431723	0.0795024	0.0335591	0.183445	0.0448141	0.102767	0.0537248	0.0239757	0.126368	0.110662	0.0329998	0.0839908	0.0664444	0.0869059	0.0379978	-0.02746204	0.1990933	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	8	15.19191	0.1464589	0.997079	0.999252	1.00074	1.00292	0.1716313	9.20037	12.3545	0.266137	1.04371	2.72967	2.67723	7.37375	14.6882	3.20267	9.37966	5.69721	2.18717	3.16998	0.410085	0	5.00432	5.82771	11.5804	7.13777	4.42048	3.85207	2.13454	9.22524	11.5421	8.02212	3.22358	15.1779	1.160006	0.05406371	-3.189548	0.7375043	0.5439126
120	-647.3103	-531.4971	-115.8132	178695.8	0.0408704	0.0589798	0.017288	0.0854527	0.0228273	0.034197	0.00866536	0.0227949	0.00798105	0.0376031	0.0568666	0.199544	0.0192242	0.0456795	0.0248966	0.0124856	0.0324103	0.0678264	0.115029	0.0349198	0.0251422	0.031309	0.0556268	0.0283436	0.0742656	0.0281318	0.0600572	0.0318016	0.0326464	0.0483914	0.0593946	0.0269314	0.0334049	0.100743	0.0300464	0.0627098	0.0256511	0.0316279	0.0848094	0.134225	0.250164	0.0508858	0.202717	0.027934	0.018205	0.0777668	0.0738724	0.086698	0.0427869	0.0755309	0.0207976	0.0761427	-0.008160628	0.3060599	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	8	15.19679	0.1193563	0.996995	0.99923	1.00077	1.00301	0.2978993	13.403	13.1255	3.36343	1.04371	5.46187	2.67723	7.37375	14.858	2.55056	9.37966	6.65476	1.25997	3.16998	1.69408	0	5.33212	5.01983	5.18893	7.4798	4.42048	3.85207	4.11697	9.22524	8.06284	11.1171	3.22358	15.1941	1.027394	0.05536761	-3.087451	0.6223987	0.3873802
130	-653.9114	-533.0587	-120.8527	691434.5	0.0507601	0.0522859	0.0429315	0.14018	0.0578663	0.0204324	0.0450116	0.00745102	0.0225936	0.0706476	0.135993	0.0262934	0.0348872	0.0453359	0.0278018	0.00668338	0.0475081	0.0147959	0.126363	0.0309383	0.192331	0.0484589	0.0133613	0.0166937	0.044415	0.025138	0.215742	0.0373897	0.0538312	0.0979002	0.0491052	0.120073	0.0461269	0.0186902	0.0351254	0.126482	0.0127416	0.034029	0.0970416	0.0512196	0.0500333	0.0204831	0.337777	0.0334162	0.0283568	0.0458926	0.243629	0.156901	0.0234416	0.0943226	0.0911811	0.0187673	-0.02457859	0.297957	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	8	15.19985	0.1099225	0.998472	0.999609	1.00039	1.00153	0.2733784	12.7804	10.1375	3.76825	1.25612	1.22046	2.67723	6.23026	15.1812	2.55056	10.3296	6.28195	2.7843	3.16998	3.32486	0	5.60177	6.00122	6.76504	10.0886	6.3454	7.23671	4.78447	10.0777	8.06284	8.92149	3.22358	15.1902	1.089907	0.06059379	-3.221316	0.9140601	0.8355058
140	-648.223	-526.0841	-122.1389	265108.9	0.0464341	0.0672912	0.0347861	0.0627918	0.0542977	0.0156906	0.0585887	0.0487538	0.0456472	0.0445922	0.0462553	0.0318495	0.0202839	0.0591419	0.00765462	0.0415459	0.0556035	0.0667346	0.166488	0.00938599	0.105058	0.0583335	0.107299	0.0164931	0.0299783	0.032013	0.126637	0.0217456	0.0600271	0.240886	0.0424025	0.0498989	0.0265601	0.0490944	0.0323097	0.300677	0.0362896	0.096964	0.0436288	0.150339	0.0153688	0.0750145	0.409291	0.100343	0.0102036	0.0597986	0.157782	0.0378536	0.0734634	0.0430846	0.0155206	0.0313261	0.006109971	0.2016266	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	9	15.19094	0.1265928	0.997532	0.999368	1.00063	1.00247	0.2077366	13.7831	12.9984	1.61315	1.25612	2.15385	2.75283	10.0798	15.1774	1.41433	9.35543	6.49429	2.7843	3.16998	3.32486	0	5.60177	5.15231	6.76504	10.0886	4.47982	6.30203	3.43146	11.9442	8.99666	8.92149	0.669471	15.1752	0.9705879	0.05911238	-3.090983	0.7248009	0.5253364
150	-677.7692	-541.7418	-136.0273	216966.3	0.152262	0.04308	0.0552358	0.047306	0.0363839	0.0205909	0.0320045	0.0381807	0.141416	0.0672161	0.00900224	0.113177	0.0321425	0.0432969	0.0344224	0.0298358	0.119233	0.0262726	0.051578	0.0462889	0.0712432	0.0305035	0.0311128	0.019943	0.0644838	0.0743701	0.192603	0.101333	0.0213175	0.0744996	0.0684367	0.128884	0.023458	0.132958	0.0102502	0.264056	0.402812	0.156311	0.0966211	0.042476	0.0119627	0.0876658	0.25189	0.0270954	0.00912489	0.0495542	0.0986753	0.136639	0.197139	0.0374	0.0257878	0.0296046	0.06623042	0.2312982	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	10	15.19607	0.1053125	0.997272	0.999302	1.0007	1.00273	0.2975286	10.6112	13.6064	0.828388	1.79901	2.31616	2.75283	12.0752	14.7651	1.29571	9.1848	7.33977	3.63377	1.15739	2.25607	0	6.3712	5.27448	6.90549	11.1768	6.33033	1.88237	5.23526	12.3824	8.99666	10.401	7.3385	15.1872	0.7773981	0.08537864	-2.912793	0.9509299	0.9042678
160	-670.2231	-540.9672	-129.2559	216966.3	0.121241	0.0255954	0.0333525	0.047306	0.0533734	0.0363711	0.0293168	0.0122168	0.221573	0.102786	0.0185048	0.0568232	0.0316817	0.0220264	0.0342589	0.0124429	0.0175739	0.0603077	0.161941	0.0324696	0.0326437	0.0145991	0.0557445	0.0544828	0.0288634	0.0574352	0.140422	0.130811	0.0695562	0.0287015	0.138923	0.105972	0.0122562	0.0779495	0.0154244	0.134483	0.119766	0.0758288	0.147113	0.0319495	0.0895839	0.147318	0.154446	0.0556348	0.00844698	0.0963726	0.214605	0.0398746	0.0614851	0.0356338	0.025974	0.0433703	-0.05335452	0.2594739	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	8	15.19873	0.1563394	0.997272	0.999302	1.0007	1.00273	0.2061194	10.0422	13.9659	0.68773	1.79901	2.66215	2.75283	12.696	15.1915	4.13878	7.32874	5.53725	0.996259	5.25329	1.91947	0	7.35594	3.4582	6.11864	12.3262	6.33033	6.44182	5.23526	12.4096	9.51734	8.65435	7.3385	15.1926	1.258852	0.06469267	-3.160891	0.9195478	0.8455681
170	-668.264	-537.7417	-130.5223	375962.3	0.077519	0.271849	0.0405204	0.130701	0.0293438	0.0735881	0.0129773	0.0127344	0.0480293	0.113968	0.0112944	0.0430147	0.0339813	0.268499	0.0713176	0.0299112	0.0364928	0.02642	0.0981545	0.0329668	0.0548931	0.0158909	0.0577877	0.0344644	0.0170473	0.0323957	0.107066	0.0277609	0.0735189	0.0342945	0.0505403	0.0257063	0.0350483	0.200706	0.026526	0.0677859	0.017483	0.117858	0.0768277	0.0375326	0.184561	0.286553	0.149538	0.0616762	0.00855359	0.0243201	0.0926379	0.0764571	0.0347841	0.0297598	0.0710568	0.0500596	0.02449855	0.2729454	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	8	15.19985	0.1031671	0.997928	0.99947	1.00053	1.00207	0.2974439	9.21809	14.2976	1.54203	1.79901	2.66215	4.0519	13.4503	14.984	7.32517	7.32874	5.83369	0.207476	6.68796	1.5197	0	7.37638	2.27138	7.11088	12.3262	6.33033	6.44182	6.19425	10.1546	9.51734	8.65435	7.3385	15.1998	0.9176364	0.06594252	-3.071583	0.8397747	0.7052216
180	-696.698	-525.0902	-171.6078	375962.3	0.0803668	0.205808	0.0261421	0.0787594	0.0192194	0.174616	0.0173006	0.0272873	0.386214	0.109811	0.0139454	0.0176053	0.0250216	0.0983288	0.0713176	0.377613	0.0204956	0.111252	0.12766	0.0655523	0.114868	0.268349	0.244695	0.0155504	0.0730521	0.167213	0.252656	0.034636	0.033767	0.0532418	0.15242	0.150264	0.0839795	0.121532	0.0409403	0.151616	0.0240036	0.235548	0.0487898	0.0459854	0.331369	0.149434	0.278594	0.0692237	0.0246669	0.0415301	0.0580164	0.0913948	0.0655042	0.0590681	0.059838	0.255589	-0.007363278	0.324579	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	10	15.19995	0.1217723	0.997928	0.99947	1.00053	1.00207	0.3172157	11.945	11.0707	1.23725	1.23078	3.35839	6.36248	14.2431	15.036	7.68715	9.72822	5.83369	0.207476	4.607	0.957725	0	9.23781	2.95035	8.35819	13.4608	6.33033	5.98569	5.94377	12.4114	9.51734	8.65435	7.90575	15.1996	1.023212	0.1829981	-2.366736	1.156249	1.336913
190	-704.4485	-520.2253	-184.2232	375962.3	0.0357982	0.239302	0.0235362	0.0424279	0.197893	0.0541649	0.0547935	0.0570698	0.210365	0.0707173	0.018011	0.100006	0.0146382	0.0214854	0.0713176	0.674529	0.0129566	0.0857514	0.0813207	0.0917199	0.102402	0.150591	0.116301	0.0321645	0.121963	0.259867	0.144383	0.0202588	0.0363044	0.0469065	0.184251	0.111621	0.0777548	0.187002	0.0360331	0.236135	0.0126732	0.0421338	0.154295	0.0515284	1.27857	0.0821979	0.0596235	0.0296048	0.00552469	0.0538597	0.0863132	0.107002	0.0716298	0.0258873	0.16153	0.641906	0.01809329	0.3686513	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	10	15.19995	0.1401156	0.997928	0.99947	1.00053	1.00207	0.3867446	11.5079	12.2414	1.19629	0.885961	0.812345	5.71488	14.3631	15.129	8.1899	9.72822	3.37259	4.59722	4.607	2.92902	0	9.42355	3.97978	3.64753	14.2512	6.33033	8.81359	5.94377	14.3428	7.074	8.65435	7.90575	15.1528	0.9532164	0.1981818	-2.360327	1.217995	1.483513
200	-697.5919	-515.1667	-182.4252	375962.3	0.0188156	0.259213	0.0712676	0.149303	0.117354	0.185063	0.0722865	0.329797	0.100518	0.0873219	0.0149982	0.0572812	0.0336575	0.0423954	0.2	0.11776	0.0213358	0.0720747	0.0785857	0.0506804	0.0564504	0.166076	0.0353845	0.0159296	0.121963	0.0494926	0.679371	0.0436497	0.0311641	0.0689914	0.204877	0.00873051	0.109382	0.0987201	0.0375062	0.316226	0.176409	0.0126379	0.0844104	0.0532511	4.26247	0.167612	0.0161288	0.0543917	0.00906734	0.0215471	0.11161	0.0907066	0.0907503	0.0118278	0.101778	0.069403	0.07547921	0.2422018	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	11	15.19883	0.1413362	0.997928	0.99947	1.00053	1.00207	0.317681	9.68259	12.4707	1.19629	0.871674	4.00546	5.80816	14.3252	15.1492	8.44436	5.82304	3.21406	6.20943	7.46418	2.30826	0	8.6596	3.97978	3.64753	15.0288	5.96219	8.36589	3.0189	14.4816	7.074	7.75729	7.09118	15.1973	0.7624057	0.1567588	-2.700841	1.302147	1.695588
210	-698.3277	-509.7301	-188.5977	375962.3	0.0367301	0.249623	0.0562383	0.167719	0.110461	0.801337	0.0220482	0.0525538	0.127396	0.0334647	0.0111415	0.0381643	0.0234919	0.0253863	0.050808	1.19137	0.00680102	0.219926	0.0785857	0.0364789	0.369371	0.166076	0.0254188	0.0141489	0.121963	0.0140717	0.45037	0.0288974	0.0292425	0.082371	0.279198	0.0538537	0.132234	0.172937	0.0260362	0.377999	0.0606158	0.104612	0.100549	0.046787	6.8086	0.0828466	0.012552	0.0443017	0.00306691	0.0917159	0.138673	0.272519	0.076282	0.0221353	0.11484	0.0652156	0.00927834	0.1550598	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	11	15.19875	0.14784	0.997928	0.99947	1.00053	1.00207	0.1643381	9.68259	13.2312	1.42344	0.871674	3.73136	4.00603	14.6905	15.156	8.44436	5.82304	3.21406	6.20951	7.46418	2.80076	0	10.941	3.82798	7.36505	9.84061	5.96219	8.01376	5.55953	14.7073	7.074	7.75729	7.09118	15.1952	0.9435412	0.2148425	-2.37381	1.293028	1.67192
220	-709.3277	-516.67	-192.6578	375962.3	0.0091967	0.256913	0.0307798	0.0740201	0.110461	0.78174	0.0141635	0.0743724	0.671127	0.0396577	0.00772235	0.0525928	0.0384482	0.0111998	0.00982876	0.167024	0.00586691	0.135549	0.0785857	0.00898077	0.271444	0.166076	0.027653	0.0105478	0.0133556	0.101038	0.186245	0.0267885	0.0159366	0.0627865	0.565081	0.0837345	0.0306703	0.817239	0.0204359	0.112126	0.123653	0.488278	0.0823836	0.102878	6.59476	0.0854585	0.213414	0.0771893	0.0034915	0.0685692	0.21571	0.568394	0.109234	0.0456718	0.0850941	0.0300201	0.03102138	0.1830047	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	11	15.19921	0.1205619	0.997928	0.99947	1.00053	1.00207	0.2140261	9.68259	13.8734	0.274938	0.799023	1.71496	4.06869	14.7713	15.1783	8.44436	5.82304	4.34672	6.37187	7.46418	1.65682	0	11.1248	3.82798	5.3939	9.84061	6.16254	9.64252	2.97063	13.0022	7.074	7.72683	1.61792	15.1977	0.855058	0.2063564	-2.871788	1.608501	2.587274
230	-730.5647	-517.7343	-212.8304	375962.3	0.00889033	0.444724	0.0177363	0.0387488	0.110461	0.619686	0.0206143	0.047435	0.980554	0.0384998	0.00649423	0.0809241	0.0520754	0.0185808	0.0121145	0.357623	0.0585534	0.0150753	0.0785857	0.00833522	0.120306	0.0543199	0.0347874	0.0177413	0.0122029	0.084562	0.360895	0.0573044	0.022076	0.408309	0.780993	0.0602615	0.119069	4.28191	0.0372033	0.201369	0.0445225	0.431218	0.0703827	0.0743018	15.6734	0.109634	0.0609613	0.0553885	0.00576925	0.0440909	0.234071	0.951734	0.923531	0.0125178	0.214252	0.06624	0.06385292	0.1512512	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	10	15.19872	0.1497156	0.997928	0.99947	1.00053	1.00207	0.2151041	8.66765	14.2669	1.46109	1.49493	0.778222	0.831354	14.832	15.1799	8.44436	8.93588	6.48124	7.1747	7.46418	1.7229	0	11.1627	5.16579	8.97747	6.04187	6.37999	10.7154	2.96864	14.1662	7.074	7.72683	5.6451	15.1968	0.7031535	0.1936969	-2.704306	1.457975	2.125692
240	-746.773	-527.8375	-218.9355	375962.3	0.033121	0.181052	0.00829278	0.0385036	0.110461	0.134708	0.0462897	0.00969577	0.313315	0.0604821	0.00276843	0.0556587	0.207297	0.0356175	0.0275038	1.48319	0.0428058	0.0244766	0.0785857	0.00542308	0.129493	0.178015	0.0260944	0.0198916	0.0557834	0.140003	1.02302	0.157522	0.0389492	0.615835	3.21987	0.141824	0.210039	1.83835	0.0203107	0.0504634	0.0435865	1.01545	0.0900154	0.103987	17.877	0.335263	0.0359693	0.0911058	0.00527002	0.0435968	0.695821	1.0597	0.606948	0.0294308	0.410066	0.0429159	0.04460922	0.1193102	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	12	15.19986	0.1556064	0.997928	0.99947	1.00053	1.00207	0.1639195	8.66765	14.2786	1.07697	1.49493	0.131003	1.06187	15.0636	15.1605	8.44436	9.2043	3.36285	7.25164	7.46418	1.43386	0	11.1895	7.54376	4.61594	7.82898	6.37999	11.6089	4.43972	8.00461	7.074	7.72683	4.44544	15.1983	0.7278589	0.2772517	-2.630304	1.64163	2.694949
250	-739.525	-517.776	-221.749	375962.3	0.0295603	0.115436	0.00243854	0.0513198	0.110461	0.0322379	0.0380553	0.0260101	0.311768	0.0205699	0.0960284	0.0643682	0.124879	0.133776	0.00791853	1.75	0.0158202	0.025956	0.0785857	0.00231816	0.0334502	0.0114228	0.183284	0.0155951	0.0175675	0.0949503	0.751245	0.0521348	0.0218744	0.220522	5.0809	0.112111	0.0839441	0.704606	0.022918	0.0510886	0.0161338	3.30434	0.110439	0.175291	32.0525	0.250837	0.127181	0.0455315	0.00621608	0.0152978	1.93014	0.161802	0.268943	0.00799771	0.389961	0.0240339	0.1207165	0.1226268	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	11	15.1999	0.139133	0.997928	0.99947	1.00053	1.00207	0.2433433	8.66765	14.8909	0.456609	1.49493	0.131003	5.30298	15.1407	15.1896	8.44436	9.95976	0.120391	7.3111	7.46418	1.43386	0	11.4286	5.2813	6.7928	7.82898	7.61765	12.2225	4.26133	8.00461	7.074	7.97119	2.31008	15.1996	0.503925	0.4450387	-2.187969	1.660346	2.756749
260	-766.3865	-518.2589	-248.1276	375962.3	0.0186216	0.373592	0.0307342	0.0565476	0.110461	0.0942341	0.0100306	0.00370455	2.79105	0.0301033	0.157695	0.0392025	0.270269	0.192034	0.00790598	4.80109	0.0549543	0.01084	0.0679731	0.00980377	0.0721327	0.00941964	0.204829	0.0299495	0.00757611	0.0157572	0.287036	0.0359458	0.0673923	0.107495	15.6801	0.127756	0.0333983	0.288962	0.0267852	0.00891659	0.00643186	3.37827	0.216974	0.973408	48.8404	0.189252	2.02379	0.013049	0.00382283	0.0564794	1.38071	0.0624957	0.0418545	0.00133363	0.360092	0.099814	-0.05898916	0.2399988	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	10	15.19999	0.1313806	0.997928	0.99947	1.00053	1.00207	0.1810097	8.66765	15.0119	2.02363	1.49493	5.6306	6.32277	15.1632	15.1906	8.67465	10.7281	7.66987	8.03855	5.51834	1.43386	0	11.5704	9.50062	6.7928	8.25431	8.12485	12.0433	3.17905	8.00461	7.074	7.35822	0.92073	15.2	1.32589	0.5048335	-3.018599	2.161052	4.670145
270	-753.2476	-521.6492	-231.5984	375962.3	0.0034009	1.23091	0.0302987	0.068148	0.110461	0.0142025	0.0161794	0.00352037	1.26649	0.0238657	0.179318	0.0971874	0.590843	0.992236	0.00390463	0.832551	0.0242017	0.0141704	0.104841	0.0134254	0.0501989	0.0115423	0.167205	0.0128764	0.0269189	0.00608468	0.144751	0.0189159	0.0342946	0.119143	18.0485	0.130833	0.0612122	0.280156	0.0037753	0.00638438	0.00265049	2.20333	0.244893	4.19643	55.1622	0.141753	0.123512	0.0976192	0.00584758	0.0821893	2.16832	0.0292554	0.0221368	0.00032959	0.673352	0.083422	0.02114726	0.1799836	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	11	15.19999	0.1233844	0.997928	0.99947	1.00053	1.00207	0.2011308	8.67742	14.06	1.9513	1.72093	0.965164	5.71883	15.1796	15.1973	9.12723	10.8697	6.00166	0.816016	6.96193	0.142323	0	12.0622	6.69625	8.76368	8.06149	8.12485	11.9348	3.92595	8.00461	7.074	7.00008	0.92073	15.1939	0.8948582	0.612128	-2.94613	2.215995	4.910633
280	-741.0648	-512.2083	-228.8565	311485.8	0.00782648	6.66117	0.00509819	0.0678731	0.0650179	0.0236663	0.00900738	0.0045504	0.219225	0.0263803	0.0147728	0.04847	0.223871	0.632651	0.00110202	1.48658	0.0042064	0.0172972	0.147788	0.0064659	0.0467969	0.0504344	0.0739303	0.0128721	0.0196727	0.012073	0.102056	0.00672663	0.0329263	0.0208993	34.9794	0.0377353	0.10096	0.189105	0.0115998	0.030543	0.000938933	0.551225	0.160539	2.10564	207.665	0.0191256	0.184862	0.0391941	0.00348403	0.313994	3.35639	0.631284	0.00944204	0.00171209	0.590473	0.0458052	0.03392965	0.2246309	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	12	15.2	0.0673372	0.997723	0.999417	1.00058	1.00228	0.2585606	9.42127	15.1094	3.60474	4.65119	0.814004	0.830466	15.1822	15.1989	9.7649	10.9957	3.86769	5.16596	6.96193	1.53272	0	12.6884	6.8956	6.58705	5.01628	5.77535	12.0566	3.92595	12.4189	8.20548	7.66279	5.15444	15.2	0.8687749	0.8948987	-2.915637	2.368372	5.609185
