Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	diversification	extinction_rate	fossil[1]	fossil[2]	fossil[3]	fossil[4]	fossil[5]	fossil[6]	fossil[7]	fossil[8]	fossil[9]	fossil[10]	fossil[11]	fossil[12]	fossil[13]	fossil[14]	fossil[15]	fossil[16]	fossil[17]	fossil[18]	fossil[19]	fossil[20]	fossil[21]	fossil[22]	fossil[23]	fossil[24]	fossil[25]	fossil[26]	fossil[27]	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
290	-763.1721	-521.9113	-241.2608	311485.8	0.00949947	2.72788	0.16735	0.0333217	0.0650179	0.0144273	0.0448089	0.0262929	0.23265	0.0314831	0.00966137	0.0386657	0.260826	0.66141	0.0202687	0.585608	0.00416733	0.0715579	0.147711	0.0091339	0.03889	0.0270971	0.106326	0.0105846	0.0312543	0.00300276	0.228745	0.00888698	0.023733	0.0612436	18.8105	0.0642815	0.0323544	0.243105	0.0322659	0.0592494	0.00192322	0.531779	0.514125	7.78904	218.773	0.0570903	0.81818	0.00895395	0.0155863	0.145283	6.59554	0.0848786	0.00555265	0.0113594	0.322414	0.0341191	0.008011575	0.1382293	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	12	15.19984	0.1155918	0.997723	0.999417	1.00058	1.00228	0.1462409	9.52509	15.171	3.1912	5.46853	1.87885	4.09297	15.1914	15.1995	9.24882	11.0093	3.86769	6.15112	6.96193	1.53272	0	14.1169	6.99411	7.84247	4.83421	10.6277	12.3488	3.50454	12.6529	8.20548	8.18896	1.96809	15.1997	0.9452166	0.8395898	-2.06549	1.944555	3.781295
300	-788.1943	-516.9605	-271.2338	327144.7	0.0238759	10.9444	0.257459	0.0475004	0.1231	0.0074316	0.0232774	0.0890022	0.192182	0.0356029	0.0231954	0.0230578	0.0782608	0.94864	0.143625	0.404051	0.00696517	0.147556	0.0924636	0.00667286	0.038559	0.0325057	0.114036	0.0183438	0.0248673	0.00684391	0.720898	0.1393	0.101844	0.0457774	68.3339	0.024114	0.186269	0.531332	0.0660192	0.322053	0.00401825	0.509416	0.42992	3.37006	439.582	0.0334036	1.63792	0.0018553	0.00590804	0.0306554	9.68881	0.0215221	0.0103729	0.0125176	1.30397	0.0623281	0.09998226	0.1572911	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	13	15.19993	0.101746	0.997779	0.999432	1.00057	1.00222	0.2572733	8.7818	9.97879	4.1786	6.79614	3.60607	5.14618	15.1982	15.1996	10.497	11.019	5.0197	7.34461	4.68412	1.89045	0	14.4521	8.21349	2.7453	12.2814	8.84903	12.999	3.50454	13.8223	7.05336	3.85871	2.11362	15.1998	0.6113773	2.093346	-1.910249	2.301744	5.298025
310	-804.8123	-526.2587	-278.5536	109977.8	0.0477836	1.86156	1.05987	0.0400127	0.0883642	0.00368881	0.0488001	0.0432633	0.184975	0.0127794	0.0946316	0.0446471	0.0954546	0.406473	0.0473954	0.190072	0.00749259	0.305365	0.0468777	0.00510004	0.0911222	0.0271763	0.835644	0.00762544	0.014576	0.0858168	0.224875	0.183754	0.182952	0.014621	195.347	0.013194	0.438808	2.53694	0.0519923	0.890715	0.0108274	1.56759	1.62853	2.50323	1442.44	0.0696396	0.713754	0.00471432	0.0176046	0.00876279	4.01306	0.0156107	0.0126197	0.0299584	0.196989	0.0133016	0.0238229	0.09322197	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.19997	0.1914123	0.99617	0.999018	1.00098	1.00384	0.1170449	8.7818	10.8051	4.88107	5.32549	1.61605	5.47237	15.1995	15.1997	10.6887	11.019	5.0197	7.49111	4.68412	3.42254	0	14.811	8.86994	8.35997	12.671	8.84903	12.9882	3.50454	14.2616	7.05336	7.31371	2.11362	15.1998	0.7964635	0.5723348	-2.438753	1.939444	3.761443
320	-810.3343	-511.78	-298.5542	81948.43	0.0480568	0.894344	0.449121	0.0644669	0.100166	0.00739068	0.0454501	0.22379	0.249678	0.0143263	0.0181087	0.0228121	0.0541726	0.358421	0.153653	1.6062	0.00128082	0.0753962	0.0447899	0.00346246	0.393915	0.0410411	1.8741	0.0130186	0.0363911	0.0187043	0.183054	0.295766	0.279969	0.0368137	205.954	0.0134254	0.925816	1.66732	0.0171923	13.1186	0.00262152	0.313488	1.50637	17.6336	2987.1	0.0820853	0.158408	0.0137782	0.00899816	0.00646823	9.65827	0.00681531	0.0124798	0.0107244	0.374521	0.0984879	0.04809365	0.0892053	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19997	0.1865195	0.995563	0.998862	1.00113	1.00444	0.137299	9.86962	14.9204	1.98696	5.32549	0.788777	5.8759	15.1995	15.1998	10.9214	11.019	7.46554	7.56651	8.88776	3.05741	0	14.9497	9.85902	9.87603	14.3666	8.67487	13.1398	3.35069	14.3427	7.05336	7.31371	1.62356	15.1999	0.6497158	2.480042	-2.191716	2.489977	6.199983
330	-829.3032	-527.2068	-302.0964	81948.43	0.076004	0.164777	1.54441	0.0291896	0.274443	0.0132117	0.449159	0.199753	0.0493519	0.00518424	0.011374	0.0827708	0.241026	0.373758	0.0876344	0.657146	0.000873067	0.0183894	0.0310743	0.0193696	0.393915	0.153781	5.10483	0.00985328	0.0889683	0.0387085	0.197887	0.230421	0.037	0.023976	577.248	0.126413	1.09988	1.93247	0.0434426	20.3858	0.0757403	1.59175	2.64389	17.1911	4017.04	0.0102549	0.0357133	0.000617883	0.0031843	0.00252313	15.2976	0.0107639	0.00778682	0.00489324	0.363002	0.0798222	0.01835621	0.08466928	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19997	0.1225482	0.995563	0.998862	1.00113	1.00444	0.1030255	9.86962	14.3334	1.85994	5.32549	1.82795	4.5023	15.1996	15.1999	10.9214	11.019	7.46554	8.26715	4.30146	1.45617	0	15.0097	6.04248	10.5308	14.6424	8.67487	13.3092	3.65608	14.3554	9.52311	10.1611	1.62356	15.2	0.8218284	1.273635	-2.422418	2.308373	5.328585
340	-861.5021	-523.5158	-337.9864	81948.43	0.164129	0.427688	7.93978	0.0319619	0.140297	0.0586189	0.532962	0.226592	0.0945773	0.0364851	0.334653	0.0821803	0.262439	0.526163	0.117521	2.3086	0.00932846	0.021201	0.065185	0.00749272	0.206082	0.497218	0.757037	0.0141481	0.0317915	0.724742	0.0571695	0.186139	0.0228335	0.0648834	557.953	0.107193	2.37604	3.61783	0.0251532	20.01	0.805871	1.43633	18.2593	3.17202	4876.07	0.0101938	0.0346254	0.00142552	0.00861876	0.0164319	10.2076	0.0995687	0.0186149	0.12364	0.187056	0.089801	0.01737984	0.1339102	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.19997	0.1944736	0.995563	0.998862	1.00113	1.00444	0.15129	10.0289	15.1864	3.03461	5.32549	0.515612	4.5023	15.1994	15.1999	10.9999	11.0452	2.17091	5.0799	5.77533	3.43214	0	15.1252	4.34694	14.054	15.1594	13.46	13.5063	3.65608	14.3673	7.31079	9.77466	1.62356	15.2	0.8851224	3.958148	-1.396237	2.354576	5.544027
350	-848.836	-518.9019	-329.9341	81948.43	0.127732	1.96303	6.28516	0.0373462	0.113835	0.00891393	0.307241	0.794564	0.141688	0.00756309	1.73763	0.0390341	0.0606618	0.957626	0.0329462	2.77697	0.000982046	0.0343317	0.043178	0.00363021	0.206082	0.174078	0.428285	0.0130918	0.0132878	1.07338	0.0715236	0.713938	0.0710081	0.0183746	2029.43	0.0628492	3.92592	4.11904	0.0209249	59.9638	0.0961842	1.20954	12.3993	0.464414	4748.92	0.018678	0.0170699	0.00165891	0.0116765	0.0247558	18.5141	1.04165	0.00613211	0.17873	0.219008	0.196176	0.08259594	0.09756573	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19997	0.1271829	0.995563	0.998862	1.00113	1.00444	0.1801617	10.0289	15.1913	1.72912	5.32549	1.47886	4.39006	15.1995	15.1999	11.0295	11.0147	2.17091	8.22735	5.77533	2.20883	0	15.1689	6.11677	13.4577	10.6624	7.36641	14.1262	2.12621	14.3824	6.68759	5.23752	2.68008	15.2	0.5415454	3.354331	-2.205046	2.613541	6.830596
360	-875.3264	-526.4917	-348.8347	81948.43	0.547215	6.21438	1.85103	0.0360637	0.19488	0.00690872	3.33659	1.41135	0.486616	0.0223214	1.73985	0.0109945	0.0244293	0.138031	0.107256	1.59109	0.0208786	0.0373555	0.0458732	0.00592508	0.206082	0.319087	0.0947541	0.00534999	0.0954131	21.6495	0.274088	0.652865	0.19944	0.0125277	2268.38	0.109423	29.4636	7.69911	0.0271414	54.1939	0.0226268	0.539308	25.0732	0.984146	4708.5	0.00318509	0.0414237	0.00185545	0.00827802	0.0544588	31.8102	0.618441	0.00256237	0.0727151	0.785654	0.0271937	0.01299412	0.1347198	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19997	0.1866506	0.995563	0.998862	1.00113	1.00444	0.1477139	10.0289	12.9652	2.78432	5.32549	0.850234	6.52772	15.1996	15.1999	11.042	11.0451	5.07418	5.48885	5.06832	3.46039	0	15.1841	6.63269	14.9742	9.57279	7.36641	14.7233	2.7135	14.386	7.0373	5.23752	4.82427	15.2	0.9120319	3.340528	-2.329515	2.659189	7.071288
370	-865.184	-522.1317	-343.0523	81948.43	0.75114	5.4933	1.54952	0.0283102	0.0397032	0.00794396	0.419445	0.316446	1.00652	0.0108879	0.482176	0.00532404	0.0341886	0.398696	0.668908	4.17491	0.00486485	0.0236098	0.0649959	0.00985522	0.206082	0.250201	0.0503939	0.00899701	0.167489	57.7794	0.24234	0.219045	0.842321	0.010472	1356.01	0.0926873	173.554	12.8683	0.0494684	52.5638	0.0106101	0.38491	128.033	1.0353	8947.03	0.00828446	0.0581488	0.00527928	0.0160042	0.212451	29.8806	0.83811	0.00718608	0.0248069	1.63629	0.0205569	0.05765817	0.09181334	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1741122	0.995563	0.998862	1.00113	1.00444	0.1494715	9.87381	10.6004	2.37968	5.32549	0.872656	2.2691	15.1996	15.1999	11.0444	11.0452	4.74606	5.48885	5.06832	1.93804	0	15.1902	8.78204	7.62317	8.75479	7.36641	15.1136	2.7135	14.3872	7.0373	6.41381	3.27529	15.0886	0.6142531	1.887207	-2.020771	2.304721	5.311737
380	-872.4009	-522.7043	-349.6966	96194.22	0.307439	4.95262	4.81242	0.0213375	0.0419572	0.00594426	0.181619	0.143313	0.435216	0.0215919	0.241627	0.00414786	0.0374761	0.219765	0.579844	1.26885	0.00755863	0.0091951	0.0805335	0.00304509	0.158699	0.175576	0.157935	0.00731036	0.0671606	46.5787	0.341454	0.00702586	0.739753	0.0278351	1932.8	0.128893	79.1207	9.40817	0.0358112	46.2675	0.0038116	0.991373	389.291	9.00695	11348.3	0.028614	0.072399	0.00386999	0.0122783	0.362642	50.575	0.226695	0.00809753	0.0429008	2.09304	0.0770762	0.09917524	0.0581352	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1176845	0.995905	0.99895	1.00104	1.0041	0.1573104	8.02147	11.6307	1.85713	2.46816	1.54233	4.48674	15.1998	15.1999	11.0491	11.0507	4.44317	5.49652	6.13734	1.93804	0	15.1961	9.26829	7.92451	13.7547	7.36641	15.1267	1.0445	14.3922	7.30234	6.41381	2.00488	15.1958	0.3695572	3.160005	-2.275547	2.617678	6.85224
390	-884.1085	-525.4909	-358.6176	195069.9	1.04465	0.933341	3.41331	0.0234838	0.0290767	0.00097225	0.733493	0.0392382	0.974541	0.0174614	0.921052	0.00848067	0.0222333	0.0814132	2.46394	2.8702	0.00191929	0.00739917	0.0591555	0.00141729	0.187446	0.0391261	0.0385221	0.00833777	0.0520571	21.2971	0.147907	0.00631022	0.402628	0.0241796	7398.12	0.0810729	12.6655	1.03908	0.0105833	48.7815	0.0155693	2.07617	104.759	42.4327	31260.7	0.0307694	0.00449012	0.00534836	0.0068598	0.432364	19.1824	1.4266	0.0349379	0.0543628	4.5687	0.602281	0.02437194	0.06756506	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1345485	0.997123	0.999263	1.00073	1.00288	0.09193701	10.3949	11.6744	1.85713	2.46816	3.21514	4.57735	15.1999	15.2	11.0622	11.0682	4.44317	5.96908	6.93097	1.93804	0	15.1976	9.84505	10.5999	15.1167	7.36641	15.1579	5.77637	14.3979	4.96728	5.82554	2.00488	15.1423	0.7349061	6.209566	-1.799837	2.692927	7.251856
400	-902.6138	-542.4566	-360.1572	90229.55	0.533166	0.0409116	0.304147	0.0186203	0.0220081	0.00172316	1.56227	0.00864359	0.402715	0.0197818	0.799473	0.0123939	0.0021728	0.00914781	2.89538	5.49303	0.0372174	0.021973	0.10844	0.000810356	0.252256	0.0128766	0.404843	0.00896975	0.035681	152.47	0.107597	0.0191829	0.424875	0.0168617	11961.6	0.0229419	50.4539	0.679848	0.013424	65.6131	0.00896865	0.769264	388.904	55.0853	12390.6	0.0248046	0.00481839	0.000950728	0.00961141	0.283136	26.456	1.65182	0.0186149	0.0256307	10.4917	0.676255	0.03048589	0.07874185	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1682442	0.995772	0.998916	1.00108	1.00423	0.1092277	8.33222	12.7408	1.94065	2.56296	3.21514	3.79381	15.1999	15.2	11.0672	11.0698	1.83613	5.72503	7.00665	1.93804	0	15.198	10.6645	9.86908	15.1065	11.4326	15.1664	5.77637	14.3992	8.43057	5.82554	3.92886	15.1792	0.7208961	3.460693	-2.043597	2.563227	6.570132
410	-909.0092	-527.9801	-381.0291	90229.55	0.110691	0.268082	0.848491	0.0186203	0.012819	0.00102316	1.39122	0.0306334	0.149392	0.0346289	2.31547	0.0653962	0.00471515	0.00907858	6.32722	0.754849	0.0613268	0.0772484	0.074196	0.00484662	0.116945	0.0272352	0.213963	0.00836578	0.0269262	50.927	0.116526	0.0741662	0.856161	0.0523367	21567	0.0654161	213.391	0.173095	0.0271167	78.7185	0.00353283	1.97768	814.545	26.7665	26245.4	0.0305848	0.00139019	0.000110357	0.00615617	0.256297	11.093	1.1711	0.00816246	0.0355306	7.80622	7.57584	-0.005280882	0.1347735	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.19999	0.1552909	0.995772	0.998916	1.00108	1.00423	0.1294926	8.33222	14.4114	1.77576	2.56296	3.21514	3.93438	15.2	15.2	11.0687	11.0696	4.87869	8.00735	7.24286	1.93804	0	15.1987	10.7394	11.7396	15.1954	11.4326	15.1664	5.28498	14.6557	8.43057	5.82554	1.8509	15.1987	1.040781	3.855559	-2.434368	2.750958	7.567768
420	-906.3061	-532.2406	-374.0654	90229.55	0.0524805	0.392616	1.46075	0.0186203	0.00246939	0.00113006	0.445449	0.0161111	0.0219681	0.032812	0.203717	0.0453766	0.0025214	0.00223244	17.6909	3.53534	0.136521	0.041992	0.121803	0.0022579	0.056664	0.0111389	0.620751	0.00926626	0.0378704	128.814	0.573008	0.934665	0.904083	0.185231	17992.5	0.0120342	364.661	0.0386978	0.0195809	28.5647	0.00317315	5.89753	682.167	552.702	51274.4	0.260287	0.00328979	0.000423374	0.00542231	0.123155	25.6033	0.256419	0.0197509	0.0207326	6.06176	12.8053	0.05455168	0.03474144	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1742181	0.995772	0.998916	1.00108	1.00423	0.08929313	10.4463	13.1618	1.77576	2.6174	2.84618	4.12926	15.2	15.2	11.0694	11.0697	3.39077	5.60872	5.80809	2.48136	0	13.0175	10.9102	11.7859	14.9336	11.2055	15.1664	3.51772	9.7822	4.93277	5.83179	1.8509	15.1996	0.3890719	4.193254	-3.203728	3.045392	9.27441
430	-910.1396	-537.6684	-372.4712	137139.4	0.00886053	0.964175	0.670976	0.0268763	0.00134351	0.0029465	4.87302	0.00557832	0.163237	0.0212642	0.820736	0.0388374	0.00814689	0.00135099	15.6601	0.311425	0.0559486	0.0417368	0.0583489	0.00586943	0.0488177	0.00362691	0.196208	0.0183372	0.0264126	13.752	0.281279	0.0850841	4.33056	0.124997	40060	0.0366635	205.864	0.0391405	0.0155885	19.5064	0.00533686	16.6156	1221.85	124.246	138661	0.265894	0.0110448	0.000148296	0.0140707	0.111725	65.4316	0.212173	0.0160101	0.0334938	17.269	3.82274	0.0507841	0.04217464	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1075312	0.99657	0.999121	1.00087	1.00343	0.09295874	7.12567	14.0161	0.0268995	2.98117	2.84618	4.12926	15.2	15.2	11.0697	11.07	1.07365	5.98906	6.73704	2.48136	0	12.0459	11.0416	10.4178	15.1519	4.70793	15.1857	5.87411	11.5073	5.84644	7.97415	0.71292	15.2	0.4536921	3.239755	-2.459654	2.69635	7.270303
440	-903.5656	-530.8615	-372.7041	256377	0.0131591	2.59347	0.353139	0.0298414	0.000756486	0.0023899	4.51902	0.00474238	1.63311	0.00959717	0.239772	0.0113083	0.00897293	0.00390391	12.843	0.141777	0.000811933	0.0102812	0.0833268	0.00181205	0.0269222	0.00142276	0.0395135	0.0154042	0.0352012	35.7694	0.0923647	0.118708	14.3463	0.0668056	97116.7	0.0374318	3728.91	0.0342499	0.0402533	2.05044	0.0109521	4.8715	1561.16	313.56	133017	0.245248	0.00221271	9.78783e-05	0.0161857	0.0560741	145.915	0.0717695	0.0126524	0.0116608	68.7162	10.1875	0.03746557	0.03967905	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1861455	0.997491	0.999358	1.00064	1.00251	0.07714462	7.12567	9.65538	0.935853	6.92578	0.129389	5.10867	15.2	15.2	11.0699	11.0699	3.96411	6.00439	6.73704	2.48136	0	13.1822	11.0509	6.64632	15.1894	4.70793	15.1945	3.20549	11.8054	6.28434	9.25113	5.22493	15.2	0.5143463	5.999592	-2.943678	3.077457	9.470739
450	-924.2643	-536.5692	-387.6952	335597.5	0.0213861	6.51063	0.313163	0.0257471	0.00019802	0.00228785	2.52456	0.00541061	0.273114	0.00725575	0.0421378	0.0178287	0.0100602	0.0100244	3.62117	0.399735	0.0137878	0.0142893	0.0471554	0.0102307	0.013949	0.00686217	0.0838173	0.0562791	0.047112	21.9058	0.658805	0.0219679	19.7219	0.42427	61226.2	0.0532345	3902.97	0.139738	0.0274766	0.720899	0.0208984	1.75384	1068.35	551.815	290630	10.3478	0.00376085	0.000369806	0.0399975	0.0168162	2.928	0.0693414	0.0064583	0.0601933	111.811	9.315	0.03581097	0.06707454	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1174205	0.997807	0.999439	1.00056	1.0022	0.1028855	7.12567	12.5046	3.66709	8.3598	2.07917	6.21796	15.2	15.2	11.07	11.07	1.01204	5.05453	6.73704	4.22616	0	13.6195	11.0605	9.66783	15.2	4.39663	15.1978	3.20549	12.514	3.94201	7.12944	5.92482	15.2	0.6519338	3.956642	-2.351065	2.730004	7.452921
460	-968.6754	-551.2058	-417.4695	22968.5	0.0677322	14.1968	0.153289	0.0873874	0.000875737	0.00725499	5.72355	0.0345829	0.316235	0.0161645	0.0290926	0.00869106	0.0927237	0.0348159	5.18099	0.126086	0.0306299	0.0175028	0.106715	0.0041696	0.034329	0.000594951	0.176871	0.0392157	0.0654646	14.111	1.13789	0.00938032	20.4816	0.609093	368191	0.0394406	21713.1	0.0626184	0.0403074	5.53785	0.00418698	0.568914	234.309	250.044	426430	0.971586	1.7689	6.52461e-05	0.0203475	0.136478	3.01773	0.141226	0.0150855	0.0860566	577.41	25.6814	0.03881936	0.07357845	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1512665	0.991625	0.997845	1.00213	1.0084	0.1123978	7.12567	13.8338	3.66709	8.68278	1.69312	6.45056	15.2	15.2	11.07	11.07	2.2171	5.14791	6.73704	3.88576	0	13.801	11.0667	13.4728	15.2	9.18325	15.1987	7.62409	9.92882	7.00453	6.24407	2.73483	15.2	0.6546253	5.450965	-2.765334	2.987014	8.922254
470	-985.2805	-536.1576	-449.1229	19656.21	0.0603904	3.06918	0.139633	0.0188715	0.00321149	0.013913	1.62846	0.16592	2.26755	0.00607038	0.0460546	0.0280554	3.33156	0.062823	4.33077	0.109135	0.00700335	0.0489797	0.113132	0.00254619	0.0286964	0.00126979	1.69313	0.0257671	0.0156516	6.14601	7.94819	0.00855736	63.5967	7.98032	590887	0.0466807	20900.7	0.155191	0.0299958	9.21155	0.0356415	0.447139	118.32	8269.6	1.80583e+06	0.0518109	0.403748	3.41169e-05	0.0186271	0.732768	4.00465	1.15043	0.0380885	0.0437804	909.733	30.2467	0.08410306	0.02441202	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.144626	0.990948	0.99767	1.0023	1.00908	0.1085151	7.43539	14.9691	1.4247	4.9587	3.55986	8.07361	15.2	15.2	11.07	11.07	3.10176	5.20377	8.82557	3.88576	0	13.8776	11.0691	11.6012	15.2	9.4196	15.1988	7.20918	13.7527	8.66586	4.70761	1.15685	15.2	0.2249643	4.867849	-2.836646	2.972978	8.838597
