Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	Root_age	tree_length	ucln_mean	ucln_mu	ucln_sigma	ucln_var
300	-343.5805	-438.615	95.03449	758683.8	0.0113936	0.0585608	0.0948492	0.01196	0.148697	0.0610825	0.0981279	0.0225572	0.0162496	0.0105745	0.0620468	0.0458499	0.0193316	0.0782404	0.01093	0.0529534	0.00866867	0.0366128	0.0147493	0.142555	0.0101074	0.0344297	0.0106858	0.109989	0.0358217	0.0257626	0.00778801	0.0179631	0.119399	0.0841215	0.00540066	0.0285463	0.105397	0.0135678	0.0949258	0.0148325	0.0208942	0.00649322	0.0243466	0.122003	0.0328854	0.0217486	0.0648014	0.00984581	0.0101053	0.0370753	0.0102685	0.0531018	0.0104659	0.0146478	0.0403054	0.0299307	11.10813	0.998541	0.999627	1.00037	1.00146	11.10813	159.5034	0.05627844	-3.444545	1.064989	1.134202
310	-347.0057	-433.6441	86.63835	952912.8	0.0405255	0.0353774	0.529637	0.0226002	0.185471	0.0366549	0.144054	0.0726605	0.0064964	0.00843394	0.0278272	0.0090034	0.016289	0.0578014	0.0148854	0.153829	0.0524199	0.027808	0.00495543	0.192425	0.0120896	0.00804708	0.0461327	0.165655	0.0351645	0.0234562	0.0301376	0.00959094	0.154546	0.0529243	0.0051133	0.0550014	0.0233565	0.0186312	0.0134446	0.0060545	0.0294227	0.00779525	0.00733736	0.0219946	0.0662143	0.0318303	0.0828306	0.00644372	0.0281221	0.105198	0.0280521	0.00921916	0.02079	0.0067551	0.00803281	0.110599	11.09947	0.998698	0.999667	1.00033	1.0013	11.09947	160.9523	0.05087981	-3.586163	1.102609	1.215748
320	-355.0368	-432.7831	77.74637	218633.4	0.0153809	0.0728058	0.162818	0.00419467	0.0746831	0.0321038	0.465178	0.0669001	0.00563091	0.015515	0.016378	0.00237891	0.074249	0.05823	0.00138193	0.071166	0.00468995	0.0153223	0.01285	1.77204	0.0076294	0.00708844	0.0136096	0.413323	0.0119681	0.0746866	0.00572777	0.00585585	0.0288655	0.0852411	0.0152498	0.00889396	0.0673326	0.0491141	0.0128178	0.112182	0.0268372	0.00795652	0.0199909	0.104769	0.0347577	0.018167	0.0774759	0.0370167	0.0569412	0.152961	0.00603785	0.0111888	0.0106835	0.00767927	0.0229175	0.0157489	11.10297	0.997283	0.999304	1.00069	1.00272	11.10297	144.2795	0.1044439	-3.302687	1.444702	2.087163
330	-365.9775	-435.971	69.99349	279284.2	0.00771351	0.198679	0.263807	0.0028287	0.0343269	0.0154141	0.366901	0.0386383	0.0280024	0.0123827	0.0357834	0.00659374	0.082894	0.188342	0.00526144	0.0165123	0.00261197	0.0215522	0.0132828	0.304504	0.00590049	0.0062139	0.0532139	2.10881	0.00614948	0.0235612	0.00543341	0.105664	0.225008	0.0571385	0.0115279	0.0276546	0.0202153	0.033223	0.00599015	0.06693	0.0176642	0.0230674	0.0678369	0.05978	0.0577387	0.0146184	0.00252847	0.00386806	0.0344143	0.166202	0.0127563	0.00581729	0.0274732	0.0890756	0.0308702	0.0609286	11.08429	0.997596	0.999385	1.00061	1.00241	11.08429	160.8222	0.1247751	-3.65236	1.772635	3.142235
340	-357.7604	-434.7042	76.94384	453266.1	0.0677142	0.055965	0.571988	0.0090043	0.0621829	0.011712	9.79551	0.0108031	0.00647376	0.0106826	0.0084397	0.04794	0.0231505	0.0236891	0.000677138	0.0297356	0.00378842	0.0987087	0.0059934	0.455353	0.036086	0.00669819	0.0346089	0.103671	0.0167525	0.00988603	0.00182327	0.00103311	0.309282	0.0880348	0.0109236	0.0358719	0.00716851	0.0111601	0.0192028	0.135828	0.0483524	0.253551	0.0105367	0.00659162	0.0155522	0.0162418	0.0127768	0.00249907	0.0168479	0.00747333	0.0265003	0.0148808	0.0374463	0.00608173	0.0173492	0.0628319	11.05962	0.998113	0.999517	1.00048	1.00189	11.05962	167.8902	0.09561112	-3.75399	1.677214	2.813047
350	-361.2188	-442.4768	81.25801	388089.9	0.140433	0.0748214	0.174347	0.0354812	0.13106	0.00730966	0.32711	0.0244853	0.0103668	0.0128413	0.00427219	0.0029161	0.0322913	0.0558612	0.0181125	0.0739901	0.00542255	0.022211	0.00998526	0.597429	0.00651284	0.0359172	0.00588005	0.0411424	0.00920427	0.00632714	0.00401525	0.0107022	0.615073	0.0408761	0.0187975	0.0102452	0.0177953	0.195627	0.0691421	0.137949	0.0502506	0.0386179	0.0346069	0.00427521	0.0520879	0.00546878	0.176187	0.0120899	0.0270959	0.00294155	0.0351156	0.0128132	0.0256983	0.00420339	0.0263272	0.00208748	11.10743	0.99796	0.999478	1.00052	1.00204	11.10743	175.1453	0.04274621	-4.004487	1.305383	1.704025
360	-346.679	-426.8747	80.1957	493993.7	0.0272797	0.0462445	0.209434	0.0701809	0.0640515	0.0201163	0.287065	0.040472	0.0141842	0.0222928	0.00459078	0.00208754	0.0311919	0.0556824	0.0704522	0.11529	0.0355918	0.0458788	0.00509596	0.449999	0.0107771	0.036475	0.0239755	0.168639	0.0169504	0.0198026	0.00687367	0.0151272	0.200318	0.119318	0.0360613	0.00513259	0.0450891	0.0202789	0.101871	0.182402	0.0185668	0.0231881	0.0456307	0.0211711	0.00350868	0.00200045	0.0522362	0.0116139	0.0224733	0.0213206	0.0049955	0.0294848	0.0108738	0.0658532	0.0324382	0.00460839	11.1183	0.998192	0.999537	1.00046	1.00181	11.1183	163.7265	0.06201989	-3.711773	1.364898	1.862945
370	-359.0403	-440.7013	81.66101	318538.1	0.0260013	0.0512839	0.263874	0.00870119	0.0802089	0.033598	0.0907593	0.0669636	0.0321906	0.0150444	0.00984149	0.0134235	0.0681424	0.0550534	0.00658434	0.196246	0.00573385	0.0813695	0.0156044	0.054155	0.00477903	0.0315113	0.149007	0.0931	0.00316456	0.0155569	0.0024355	0.0213263	0.195409	0.185907	0.00810643	0.0283642	0.02017	0.0325227	0.121092	0.0774559	0.0319205	0.0179542	0.0336982	0.0041367	0.000968176	0.00127549	0.229797	0.016687	0.0147254	0.00471626	0.0437733	0.00643144	0.020507	0.00831293	0.0667029	0.00606267	11.14514	0.997749	0.999424	1.00057	1.00225	11.14514	158.8718	0.111115	-3.407402	1.555772	2.420425
380	-353.0062	-438.5374	85.53127	158489.8	0.0104374	0.00779527	0.143844	0.024409	0.0284719	0.0242962	0.0968054	0.247009	0.0463631	0.00985117	0.0131861	0.00275413	0.0582906	0.0651127	0.0224474	0.0593657	0.00868508	0.00711868	0.0222457	0.254822	0.00617733	0.00883385	0.0210704	0.22772	0.00170178	0.00604135	0.00349931	0.0381846	1.08507	0.228087	0.00443795	0.0173246	0.009532	0.0255678	0.106779	0.106458	0.107431	0.0504458	0.0139236	0.0199354	0.00158428	0.0106	0.00125251	0.0316955	0.0103286	0.00951037	0.029139	0.00911913	0.0198396	0.0566426	0.0196674	0.0117102	11.13728	0.996809	0.999183	1.00081	1.00319	11.13728	155.6092	0.05416997	-3.953392	1.440669	2.075528
390	-354.2812	-428.0034	73.72217	272332.2	0.043225	0.058757	0.632028	0.0379584	0.0467988	0.0882552	0.148126	0.11133	0.00703446	0.00330136	0.0197327	0.0436717	0.0990354	0.121323	0.00136976	0.107666	0.169334	0.00581649	0.0412246	0.388691	0.0243622	0.000972809	0.0242153	0.342328	0.000334901	0.00673528	0.00185502	0.0247226	1.39388	0.359992	0.194693	0.00139573	0.00061518	0.00527738	0.00933512	0.0436256	0.0904093	0.0368364	0.000941847	0.00353854	0.00613737	0.0274381	0.00977529	0.00352904	0.00412162	0.000371733	0.02332	0.00170722	0.0105438	0.0587852	0.0260959	0.00902911	11.11715	0.997565	0.999377	1.00062	1.00244	11.11715	156.6769	0.1054409	-3.701297	1.703932	2.903385
400	-361.2575	-425.98	64.7225	877367.8	0.0212576	0.0368693	0.985744	0.00622267	0.228229	0.0780254	0.362621	0.1158	0.0117052	0.00108662	0.00608386	0.033336	0.0579548	0.0461812	0.00221225	0.0434649	0.00371256	0.00958393	0.00538132	0.728681	0.0254228	0.00690818	0.0448607	0.404048	0.00193131	0.0141375	0.00396893	0.02379	0.766227	0.18994	0.102929	0.0342002	0.00710523	0.00135606	0.0312253	0.206543	0.157877	0.0288904	0.000642279	0.00823222	0.0263014	0.00521619	0.0173693	0.0226412	0.000744095	0.00283157	0.053085	0.0254113	0.682028	0.0366009	0.0424147	0.000771336	11.16662	0.998643	0.999653	1.00035	1.00136	11.16662	167.5408	0.2511779	-3.561486	2.08801	4.359785
410	-362.1512	-427.6157	65.46451	497802	0.0182774	0.216246	1.02366	0.00583649	0.0710749	0.0706071	0.281741	0.069555	0.0118799	0.0147593	0.00572402	0.0657276	0.0881921	0.0460415	0.00427146	0.0788428	0.00159074	0.0492512	0.0406809	0.393637	0.000686647	0.00544596	0.0449235	0.770623	0.138437	0.0160405	0.00449813	0.0677049	0.462494	0.123158	0.0132437	0.0534395	0.0316177	0.0981585	0.0350284	0.0903372	0.0611135	0.124896	0.00455548	0.00833152	0.00516131	0.00447121	0.00262711	0.0215711	0.0464252	0.00971635	0.0134913	0.0296781	0.0404657	0.00765305	0.0162896	0.0112052	11.06873	0.998199	0.999539	1.00046	1.0018	11.06873	150.3399	0.09611057	-3.480443	1.508766	2.276373
420	-356.678	-424.5877	67.90965	421393.2	0.0553339	0.123806	0.251398	0.0068948	0.0805736	0.032334	0.254283	0.248047	0.00587514	0.0185046	0.0110329	0.00369571	0.0228409	0.0509813	0.00466518	0.0291429	0.0022475	0.011572	0.00798228	0.380121	0.00308708	0.000609283	0.0159551	1.19681	0.0690285	0.0180178	0.00595254	0.0433994	0.0420641	0.0844072	0.178716	0.0237137	0.00701005	0.0657328	0.143723	0.408635	0.0408124	0.0385419	0.0103673	0.188827	0.00705006	0.00737879	0.00639433	0.0111267	0.0123429	0.0506691	0.112944	0.111875	0.0226417	0.0267902	0.00904596	0.0101117	11.14537	0.998043	0.999499	1.0005	1.00196	11.14537	171.175	0.1057273	-3.700508	1.705061	2.907233
430	-352.6154	-431.9583	79.34287	981382.5	0.0285244	0.206428	0.203226	0.0161051	0.128744	0.0277867	0.533988	0.0737734	0.0348685	0.0191818	0.00282155	0.0205847	0.0387932	0.106739	0.0101935	0.0165695	0.0241904	0.0212826	0.00631727	0.610989	0.0150933	0.0117087	0.043041	0.115344	0.00662997	0.0165449	0.00360222	0.0232654	0.16632	0.0366178	0.0073504	0.000515578	0.00722645	0.0178027	0.00604585	0.102068	0.0294555	0.0307801	0.029631	0.0298777	0.0158864	0.03742	0.0512669	0.0325364	0.0216175	0.0420594	0.0135545	0.0462818	0.0236021	0.0573441	0.0827162	0.0101559	11.12529	0.998717	0.999672	1.00033	1.00128	11.12529	151.4314	0.05089167	-3.518683	1.039834	1.081255
440	-312.2866	-442.897	130.6104	995945.1	0.028541	0.0248704	0.0273169	0.0295051	0.0576935	0.0358427	0.0528931	0.021867	0.0140189	0.0247285	0.0259867	0.0126721	0.0408058	0.0326094	0.0271206	0.0268756	0.0230375	0.0266034	0.0294612	0.049947	0.0250343	0.0244219	0.0168159	0.119648	0.0236438	0.038913	0.0169457	0.0390033	0.0102141	0.0216255	0.0323691	0.0334182	0.0437516	0.089125	0.0436317	0.0385598	0.0342252	0.0107473	0.0179084	0.0280409	0.0676129	0.0468248	0.0498367	0.0120577	0.0144362	0.0150337	0.0206882	0.0208844	0.0183296	0.028329	0.0203679	0.0277469	10.95905	0.998727	0.999674	1.00033	1.00127	10.95905	149.5947	0.03233638	-3.577984	0.5411492	0.2928424
450	-322.3978	-449.543	127.1452	860834.9	0.0501624	0.134566	0.0265574	0.030368	0.0569085	0.0299895	0.0454054	0.0232887	0.0286705	0.0102887	0.0278232	0.0183229	0.0167539	0.0410986	0.0258	0.0343014	0.064813	0.0190215	0.0198814	0.0216181	0.00897497	0.0209067	0.0127186	0.027375	0.0496771	0.0469223	0.032244	0.0244886	0.0311611	0.0193767	0.0159714	0.0403501	0.0352318	0.0377021	0.0192891	0.0424735	0.053121	0.018539	0.037964	0.0207463	0.0114234	0.0331378	0.0249687	0.0152717	0.0194874	0.0347311	0.00818004	0.0456688	0.0279683	0.00561549	0.0138028	0.0331814	10.95751	0.99863	0.99965	1.00035	1.00137	10.95751	141.6732	0.02898024	-3.664331	0.4963658	0.246379
460	-323.6391	-454.7916	131.1524	966477.9	0.0315154	0.0242806	0.0353292	0.0399182	0.0403183	0.0304002	0.0491593	0.0313573	0.0161095	0.0243721	0.0358277	0.051598	0.0661075	0.0418766	0.0311891	0.0216277	0.0171549	0.0322748	0.0480264	0.049266	0.0244978	0.0299578	0.0194874	0.031544	0.0202287	0.0559336	0.0534158	0.0247432	0.074223	0.106812	0.0184086	0.0455756	0.02159	0.0411535	0.0292565	0.0344945	0.0587259	0.0196157	0.0429209	0.0196133	0.0227924	0.0211006	0.0299431	0.034591	0.0333884	0.0184912	0.0345568	0.0638107	0.0422116	0.039692	0.0358926	0.0489346	10.98083	0.998707	0.999669	1.00033	1.00129	10.98083	145.326	0.0347262	-3.448402	0.4198613	0.1762835
470	-312.1909	-452.0205	139.8296	72569.25	0.0288496	0.033499	0.0207061	0.0191069	0.0231307	0.0176274	0.0533182	0.0517391	0.026848	0.0134347	0.018694	0.0248146	0.0343294	0.0281114	0.0188552	0.0434415	0.0197943	0.015811	0.020047	0.0464892	0.0360024	0.0434877	0.0145937	0.0473466	0.0180073	0.0361659	0.020958	0.0276726	0.0305162	0.0339957	0.0450407	0.0262411	0.0256293	0.0410604	0.0178471	0.0422071	0.0208573	0.0470548	0.0465659	0.0497613	0.0309602	0.0161426	0.0289987	0.0377385	0.0462512	0.0148666	0.0143237	0.0277128	0.0537975	0.0250573	0.0238846	0.0514993	11.10191	0.995285	0.998791	1.0012	1.00472	11.10191	156.0499	0.03094382	-3.537136	0.3508681	0.1231084
480	-316.9318	-452.2305	135.2987	839164.8	0.0316803	0.0236329	0.0510242	0.0775477	0.0530647	0.0416158	0.0438821	0.0337962	0.0218516	0.0165206	0.0223047	0.038906	0.0338374	0.0296905	0.0209604	0.0272178	0.0174692	0.0216185	0.0342019	0.0679369	0.0257462	0.029199	0.015407	0.0426787	0.0215925	0.0550043	0.0207483	0.0175858	0.0477689	0.0228452	0.0186493	0.0234285	0.0380574	0.0417101	0.0252009	0.0305176	0.0244798	0.0491615	0.0146221	0.0561164	0.00984618	0.0228067	0.0256089	0.0303974	0.0463003	0.0242618	0.0245845	0.0264175	0.0180289	0.0495879	0.0577579	0.037793	11.05573	0.998613	0.999645	1.00035	1.00139	11.05573	138.8771	0.03271181	-3.510507	0.4254115	0.180975
490	-331.4361	-443.985	112.5488	674862.1	0.0376883	0.0301092	0.117424	0.0145925	0.0325473	0.0214044	0.123486	0.0240074	0.0127343	0.0516004	0.0335539	0.0497775	0.0316086	0.0426583	0.0189808	0.124279	0.0170778	0.0123922	0.0189395	0.0722169	0.0549043	0.00670299	0.0202138	0.0206171	0.038031	0.048956	0.0114475	0.0453714	0.01533	0.0575551	0.033885	0.0246751	0.019194	0.0282894	0.0209051	0.0439584	0.0384811	0.0117437	0.0755794	0.0218823	0.0252203	0.0162989	0.0305879	0.0326044	0.0474607	0.0256619	0.0563902	0.0451407	0.0377666	0.0819654	0.0187138	0.0498001	11.12827	0.998453	0.999604	1.00039	1.00155	11.12827	135.9134	0.0384707	-3.446696	0.6145533	0.3776758
500	-358.0709	-435.3492	77.27832	538067.4	0.0419357	0.0487577	0.330748	0.0155582	0.0859632	0.0201374	0.096773	0.0307575	0.0149592	0.108477	0.0278461	0.0070318	0.0113587	0.0342155	0.0587285	0.0401003	0.0690213	0.0249823	0.0142073	0.509842	0.010375	0.0276984	0.0316233	0.0619212	0.0515159	0.0616782	0.0305307	0.123215	0.0149937	0.0580645	0.063518	0.00729902	0.0326882	0.0977588	0.0353015	0.0475757	0.0741379	0.106992	0.0897492	0.0630724	0.0396468	0.0242787	0.0437386	0.0551457	0.09313	0.024385	0.162546	0.0264427	0.0917149	0.0603433	0.0141765	0.0503641	11.18761	0.998268	0.999557	1.00044	1.00173	11.18761	137.304	0.06797519	-2.987601	0.7732895	0.5979766
510	-338.1541	-428.9263	90.77223	340508.6	0.0229753	0.0646083	0.174064	0.0716745	0.0661943	0.0197182	0.0380044	0.00682359	0.0137661	0.0219822	0.0217557	0.00958122	0.0114229	0.0334398	0.0235701	0.0391815	0.0375223	0.0195989	0.00668354	0.221073	0.00327679	0.117567	0.0280094	0.220925	0.00769501	0.0160189	0.016919	0.0367868	0.0760678	0.00423548	0.0567449	0.0191513	0.0124416	0.098989	0.0586635	0.0287505	0.0820887	0.0549713	0.0486999	0.0379298	0.027903	0.0223346	0.0243186	0.00872183	0.081587	0.0193063	0.0287125	0.0509952	0.0925455	0.0385027	0.0446893	0.0161965	11.1481	0.997823	0.999443	1.00056	1.00218	11.1481	143.402	0.05825987	-3.452038	1.103809	1.218393
520	-345.2654	-434.9445	89.67912	513977.2	0.0268545	0.0178173	0.362324	0.0271327	0.0719364	0.017621	0.179495	0.00689278	0.0087579	0.0391779	0.0168656	0.0575479	0.00876633	0.0431718	0.00777596	0.0493884	0.0241316	0.0217615	0.022995	0.0412234	0.00325568	0.160097	0.0154316	0.0366934	0.00574603	0.0191116	0.0127552	0.0082013	0.00311874	0.0245975	0.18491	0.00735511	0.00645686	0.0202829	0.0193293	0.0195549	0.104278	0.0752678	0.0304686	0.0164426	0.0452406	0.00759439	0.0599195	0.0459268	0.047936	0.0558891	0.108901	0.016062	0.0825456	0.0681761	0.00160196	0.102034	11.1282	0.998228	0.999547	1.00045	1.00177	11.1282	156.2456	0.05943515	-3.580385	1.230866	1.515031
530	-336.3502	-440.2083	103.8581	43241.25	0.0351992	0.0562698	1.23539	0.0107738	0.0532161	0.0302755	0.0287524	0.0049584	0.0166731	0.033447	0.040457	0.00831448	0.00974601	0.0316597	0.00446489	0.0277941	0.00548025	0.0102582	0.0147064	0.0958265	0.000840687	0.00992258	0.00640811	0.0311722	0.0314953	0.0442213	0.00596634	0.00462646	0.0100059	0.0712555	0.0087666	0.0126161	0.00328298	0.0528645	0.00144182	0.0436949	0.0333975	0.00966342	0.144503	0.00861963	0.0186797	0.0185955	0.00754733	0.0285922	0.0599317	0.0435431	0.00539065	0.00954905	0.0418865	0.0270603	0.0116054	0.0395643	11.23555	0.993894	0.998432	1.00155	1.00612	11.23555	157.7561	0.05300189	-3.738775	1.265976	1.602696
540	-367.5228	-443.4939	75.97112	191270.9	0.0228292	0.0605448	0.543347	0.0485474	0.0231625	0.0303941	0.192072	0.0320817	0.0154829	0.0383868	0.0250299	0.00376719	0.0131886	0.0736125	0.0150368	0.0486869	0.016118	0.0116696	0.0149036	0.638923	0.00866005	0.0938775	0.0176737	0.202977	0.00275724	0.0451504	0.0304434	0.00662714	0.0149635	0.0459781	0.00371233	0.0169473	0.0250585	0.075484	0.00892199	0.0779965	0.0307238	0.0151161	0.0205624	0.0639367	0.0362389	0.0141259	0.0190844	0.0243596	0.156483	0.0227947	0.00871015	0.0648798	0.12545	0.13911	0.0232516	0.0453166	11.23985	0.997095	0.999256	1.00074	1.00291	11.23985	158.4813	0.1242733	-3.14995	1.459231	2.129356
550	-353.7382	-445.1257	91.3875	759039.9	0.0321056	0.0264846	0.257875	0.103266	0.100462	0.0617287	0.085863	0.0506525	0.00408333	0.00811521	0.0234953	0.0123498	0.0234848	0.0134862	0.0164925	0.0240676	0.0161069	0.0292465	0.0129202	0.142814	0.00648294	0.00919085	0.0123343	0.113657	0.0053398	0.039335	0.0169089	0.044447	0.00914553	0.0706589	0.0714693	0.0118761	0.0202087	0.0442842	0.00403578	0.011921	0.0549795	0.0525971	0.304726	0.0559736	0.0633422	0.00397912	0.00927777	0.0121158	0.0620693	0.0974855	0.00409946	0.00973737	0.0743407	0.019376	0.0258541	0.0039317	11.28043	0.998541	0.999627	1.00037	1.00146	11.28043	141.3368	0.04110771	-3.875678	1.169716	1.368236
560	-340.006	-441.5585	101.5525	364820.1	0.0605355	0.0155274	0.0497265	0.0331821	0.279402	0.0204482	0.0999959	0.0136268	0.021618	0.0215981	0.0200603	0.00769372	0.0493464	0.0811723	0.00906866	0.0303082	0.0312607	0.0127439	0.05667	0.208073	0.00927686	0.033032	0.0232477	0.0164881	0.00375612	0.0152691	0.00487609	0.0373309	0.0165822	0.0507457	0.0379706	0.0116796	0.00612968	0.0749977	0.0141472	0.0453351	0.0225205	0.00734181	0.0591704	0.0183708	0.0569351	0.037782	0.0290792	0.0139423	0.14774	0.0757032	0.00830178	0.0196641	0.0285012	0.0207698	0.0150948	0.00714798	11.21809	0.997896	0.999462	1.00054	1.00211	11.21809	151.5458	0.03095277	-3.83219	0.8448636	0.7137946
570	-351.2381	-428.8243	77.58615	774209	0.0350984	0.044936	0.130135	0.034669	0.0926914	0.108344	0.33332	0.011824	0.00764496	0.00317095	0.0159419	0.054193	0.0890258	0.053356	0.0113911	0.0255728	0.0450498	0.00871327	0.0137382	0.231312	0.0663151	0.00627962	0.0287419	0.454997	0.00765715	0.0207144	0.0036009	0.00301706	0.0188412	0.00738534	0.0170816	0.0317646	0.0393591	0.0641898	0.00823977	0.00586875	0.0490982	0.164844	0.059856	0.0260514	0.0117952	0.0295452	0.0044932	0.0645587	0.145589	0.0914761	0.0466489	0.0115004	0.164639	0.0542716	0.0177794	0.0131931	11.07358	0.998556	0.999631	1.00037	1.00144	11.07358	143.7717	0.03822061	-3.9252	1.149626	1.321639
580	-361.4907	-431.3062	69.8155	791015.2	0.029131	0.0277363	0.368703	0.0279106	0.0969077	0.0145161	0.173412	0.0436168	0.0199803	0.0101508	0.0422995	0.0172865	0.0330635	0.0411579	0.0102745	0.00662752	0.0343614	0.0169577	0.0028117	0.163688	0.0182256	0.0268644	0.00787768	1.11493	0.113543	0.0498743	0.0169532	0.00515913	0.0312414	0.0476932	0.0364897	0.206901	0.0109192	0.0289943	0.117853	0.3632	0.0263684	0.0562083	0.234687	0.0620413	0.00664324	0.0383104	0.0041668	0.13308	0.101862	0.0190931	0.0282236	0.077263	0.066972	0.0076924	0.0223539	0.0115505	11.04576	0.998571	0.999635	1.00036	1.00143	11.04576	172.5874	0.08337328	-3.389357	1.34531	1.80986
590	-373.5928	-441.6725	68.07969	818863.7	0.0472167	0.0132642	0.159115	0.0112511	0.194366	0.0298793	0.649432	0.0131742	0.0412039	0.0184039	0.0119839	0.035552	0.212864	0.0379246	0.0135514	0.0808559	0.0265437	0.0114028	0.00862402	0.15146	0.043136	0.00325236	0.00697528	0.827859	0.0183544	0.0212771	0.00419629	0.0123666	0.0673614	0.292893	0.185051	0.0951707	0.00990531	0.0169192	0.0904416	0.0833196	0.0424353	0.11804	0.0147419	0.0292727	0.046923	0.00266366	0.0451699	0.0175495	0.0940557	0.0280901	0.0833212	0.0177551	0.0629715	0.0160583	0.0216185	0.0464221	11.0233	0.998596	0.999641	1.00036	1.00141	11.0233	153.4855	0.09071	-3.389616	1.406789	1.979056
600	-368.7607	-438.7593	69.99854	421154.6	0.0238711	0.0379097	0.147975	0.0173207	0.0998773	0.0193294	1.4667	0.0226702	0.028338	0.0103162	0.0307694	0.195266	0.105613	0.0287019	0.0148421	0.0162299	0.0553492	0.0190423	0.0275002	0.573517	0.0154808	0.0269039	0.0182263	0.147447	0.161849	0.0569197	0.0303081	0.00891788	0.00520297	0.00714611	0.000950837	0.0310915	0.0100238	0.128748	0.006498	0.00745432	0.0321591	0.0127189	0.0503881	0.0510961	0.137585	0.0286249	0.0538352	0.0277093	0.0828465	0.00563773	0.0225947	0.0826952	0.0936163	0.0926724	0.0292455	0.0565431	10.98699	0.998042	0.999499	1.0005	1.00196	10.98699	146.3295	0.05373086	-3.672052	1.223343	1.496568
610	-347.0801	-452.058	104.9779	542158.4	0.043084	0.0694018	0.0962634	0.0317624	0.036756	0.0617888	0.00668917	0.0130014	0.023314	0.0118607	0.0164614	0.0160983	0.0535897	0.0356303	0.0172991	0.0135382	0.0108006	0.0216515	0.0128308	0.0807901	0.0124195	0.00984604	0.00831634	0.0762061	0.0131773	0.0260462	0.025341	0.0389391	0.035104	0.0885967	0.0170185	0.0310413	0.0243808	0.0109597	0.0160644	0.00456747	0.0382817	0.0127256	0.00211865	0.0169205	0.0112736	0.040671	0.036915	0.107545	0.363175	0.0233166	0.00733996	0.0924394	0.0467457	0.0507151	0.0219775	0.0162775	11.19881	0.998274	0.999559	1.00044	1.00173	11.19881	160.4988	0.03208845	-3.815891	0.8679077	0.7532638
620	-335.9543	-438.5324	102.5782	908600.2	0.04941	0.0351921	0.0894307	0.0378427	0.0491078	0.0353682	0.194171	0.0578253	0.00739711	0.0263968	0.0091057	0.0222058	0.00823	0.0207484	0.0331762	0.0912355	0.0586377	0.015031	0.0174217	0.0880125	0.00273569	0.0203247	0.0178894	0.0488084	0.0453889	0.0524431	0.0142342	0.0099878	0.00178593	0.0181865	0.0316472	0.0541987	0.0051345	0.00727229	0.0390329	0.0282436	0.0228912	0.0346426	0.0418592	0.0226556	0.00884895	0.0178379	0.0129346	0.0167954	0.0659045	0.00894467	0.0325747	0.0898376	0.0162032	0.027314	0.00816862	0.0037337	11.26309	0.998667	0.999659	1.00034	1.00133	11.26309	153.3145	0.03101001	-4.081073	1.102387	1.215256
630	-338.9934	-435.0927	96.0993	273994.5	0.0479662	0.0540623	0.117141	0.03518	0.0839818	0.0375278	0.229599	0.0384108	0.035478	0.0246742	0.0358808	0.0121664	0.0133949	0.0406967	0.0348548	0.0781129	0.0238091	0.0146103	0.0027305	0.178314	0.0165566	0.00513472	0.00316052	0.146345	0.0404896	0.0868336	0.0185308	0.00636127	0.0903359	0.00831013	0.0109686	0.00274342	0.00424126	0.0297993	0.0211368	0.0645517	0.00906117	0.0168052	0.0290766	0.0165954	0.00541033	0.00997957	0.0413008	0.0681142	0.0616694	0.0171714	0.0277914	0.0656001	0.0183624	0.0112825	0.0166551	0.00265852	11.31718	0.997573	0.999379	1.00062	1.00243	11.31718	152.8738	0.03812262	-3.866316	1.094868	1.198737
