Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	Root_age	tree_length	ucln_mean	ucln_mu	ucln_sigma	ucln_var
30	0	-348.8174	-438.5037	89.68636	371426.5	0.0265557	0.0235536	0.197777	0.0191916	0.185781	0.0360315	0.0350823	0.0209231	0.00451694	0.0153015	0.0192759	0.0080265	0.0382295	0.0279745	0.00818635	0.0683559	0.0275427	0.0170103	0.0214313	0.272999	0.00544097	0.017277	0.0182635	0.146343	0.055559	0.0526472	0.0319667	0.0137441	0.0341919	0.0896606	0.0342789	0.0104385	0.061629	0.124867	0.0142785	0.0304876	0.0111261	0.0641486	0.0168903	0.00687117	0.0547293	0.140797	0.104416	0.00640085	0.0376873	0.0321823	0.00530143	0.0894713	0.074418	0.00985675	0.0120008	0.0512436	11.31341	0.997915	0.999467	1.00053	1.00209	11.31341	153.9959	0.04228016	-3.567817	0.8993104	0.8087591
31	1	-341.5023	-431.9724	90.47014	14690.37	0.0614636	0.0202566	0.0457853	0.111543	0.174199	0.0158279	0.0321278	0.0160322	0.101552	0.00944709	0.049373	0.0136767	0.00913953	0.0605806	0.0441191	0.0138944	0.0217218	0.00818923	0.0190103	0.195904	0.00774583	0.00816044	0.0265804	0.00827296	0.146802	0.0628757	0.0278656	0.0383106	0.00854745	0.0560717	0.046168	0.0199847	0.020616	0.00800538	0.0416567	0.0160374	0.0254057	0.0526685	0.0104859	0.00711795	0.02221	0.0653454	0.0164236	0.0375717	0.00672208	0.0167303	0.0179711	0.136355	0.0589908	0.229464	0.0491072	0.0254963	13.84928	0.989532	0.997302	1.00266	1.01051	13.84928	173.2069	0.04474174	-3.534013	0.9242994	0.8543294
32	0	-342.306	-432.304	89.99805	917218.3	0.0536068	0.0198501	0.067347	0.0260435	0.114636	0.0208211	0.120717	0.0572331	0.0199499	0.0206892	0.0318465	0.0181647	0.0241966	0.0382657	0.0213321	0.0481349	0.1338	0.0318258	0.0100687	0.160534	0.00662546	0.0530418	0.036163	0.294244	0.0663776	0.0498729	0.0103665	0.0139852	0.113192	0.0633021	0.0291793	0.02245	0.0322753	0.0156202	0.0112515	0.0142225	0.0338941	0.0130344	0.0304795	0.00218019	0.0793823	0.028349	0.03827	0.0637224	0.0624059	0.019834	0.00641465	0.0677062	0.0661799	0.00849698	0.0120115	0.0329282	11.32701	0.998673	0.999661	1.00034	1.00133	11.32701	147.9666	0.03600638	-3.667847	0.8292021	0.6875762
33	1	-344.0437	-434.1434	90.0997	23275.51	0.114291	0.0265837	0.0420625	0.102595	0.10422	0.0341784	0.0256888	0.032538	0.0589121	0.00533247	0.0390787	0.0232194	0.00268113	0.0403184	0.0288953	0.014671	0.0133422	0.0046908	0.00428073	0.115139	0.00774488	0.0230743	0.0313948	0.00921169	0.17962	0.253958	0.0291237	0.0599258	0.00479375	0.0311816	0.0397232	0.0196985	0.043637	0.00565858	0.0413904	0.0119393	0.018772	0.130352	0.0147447	0.0335654	0.00620489	0.0359744	0.0194882	0.021307	0.00577762	0.00774875	0.027928	0.168239	0.0103591	0.0470236	0.0281053	0.017725	13.87506	0.991681	0.99786	1.00212	1.00834	13.87506	165.1273	0.04485782	-3.768434	1.152542	1.328353
34	0	-343.3381	-425.8937	82.55554	830024	0.0355204	0.014663	0.241912	0.0742103	0.083945	0.0329163	0.359232	0.0352627	0.0124242	0.0364621	0.0371793	0.0152661	0.0117208	0.0251859	0.0361209	0.0448854	0.0402864	0.00816685	0.00667287	0.584012	0.00605647	0.024364	0.0199068	0.262475	0.00562675	0.0594562	0.0206064	0.0144096	0.043136	0.0816362	0.0225609	0.0330202	0.0315764	0.0197374	0.0109343	0.020671	0.0547145	0.00661898	0.0345591	0.0024699	0.0573948	0.0724211	0.0168772	0.185113	0.0818441	0.0396352	0.0134278	0.0531556	0.0850485	0.0125979	0.0103993	0.0134094	11.28811	0.998605	0.999643	1.00036	1.0014	11.28811	147.6553	0.05765854	-3.337324	0.9839791	0.9682148
35	1	-349.4875	-440.6677	91.18023	70516.62	0.01532	0.00602187	0.0473555	0.0206475	0.078255	0.0245722	0.0307822	0.0168544	0.0902018	0.00630247	0.025671	0.0188217	0.000821895	0.0562943	0.0426864	0.0049811	0.00683981	0.0347111	0.000867494	0.275322	0.0251335	0.025745	0.0265528	0.0108218	0.0873838	0.0961461	0.0199451	0.0288264	0.00751039	0.0706407	0.00874693	0.0196548	0.0752422	0.0127704	0.0105651	0.00971128	0.0507788	0.101287	0.0273515	0.0159267	0.017867	0.00183328	0.0484774	0.00263423	0.00109329	0.0451006	0.0101535	0.126863	0.0131371	0.0935645	0.0402098	0.0372133	13.87785	0.995217	0.998773	1.00122	1.00479	13.87785	202.4533	0.042711	-3.996077	1.29829	1.685556
36	0	-342.3505	-444.0515	101.701	336573.8	0.0773555	0.0128	0.15001	0.0314954	0.0417093	0.0760024	0.126935	0.0184773	0.0246497	0.017632	0.0180601	0.00849063	0.00671025	0.0147474	0.0489666	0.0195308	0.0201662	0.0185009	0.00589617	0.0873383	0.0130497	0.021329	0.00910926	0.20267	0.00856085	0.023313	0.0149161	0.00956131	0.0186589	0.0286621	0.00416529	0.0384538	0.00537203	0.0338853	0.0181454	0.0332735	0.0569385	0.0123325	0.0243586	0.00302391	0.0470341	0.0588185	0.0354203	0.114484	0.0148267	0.0879664	0.00998618	0.0678385	0.0548382	0.0288702	0.0609727	0.0203552	11.27056	0.99781	0.99944	1.00056	1.00219	11.27056	151.3839	0.04419504	-3.558539	0.9374398	0.8787933
37	1	-344.2719	-442.0056	97.73367	26515.55	0.0103733	0.0175023	0.0306886	0.0772613	0.239901	0.0214339	0.00317483	0.0146161	0.0922103	0.00351186	0.00317071	0.0233047	0.00017865	0.0313951	0.00388235	0.0100902	0.00981025	0.0204284	0.000610278	0.0788825	0.010014	0.0217539	0.0281984	0.022717	0.0406771	0.175353	0.00570664	0.0136459	0.00200651	0.0333321	0.0140215	0.0373204	0.0124541	0.00448887	0.00431062	0.0091219	0.0735353	0.113117	0.012252	0.0157269	0.018693	0.00564854	0.0508236	0.0189895	0.00289098	0.0181565	0.00609678	0.137506	0.0247429	0.108314	0.0237841	0.0296738	13.85616	0.992205	0.997995	1.00198	1.00782	13.85616	212.6083	0.03187674	-4.06916	1.116495	1.246562
38	0	-338.0663	-434.929	96.86269	271171.1	0.0651691	0.0260054	0.147156	0.0305119	0.0580739	0.0265999	0.298882	0.0099919	0.0247438	0.0276416	0.0116009	0.00569908	0.00469968	0.0116046	0.0257156	0.0395728	0.00672913	0.0412148	0.00865544	0.0804802	0.00477699	0.0180627	0.0057674	0.141523	0.00393719	0.0518223	0.0153839	0.00829518	0.0347929	0.0488985	0.011797	0.0600132	0.0173175	0.441888	0.00388079	0.0442583	0.0309472	0.0108652	0.0158301	0.0390225	0.0666556	0.0414897	0.0284526	0.0518108	0.0107591	0.0394999	0.0156217	0.0566426	0.062971	0.014995	0.00832693	0.0127373	11.26299	0.99756	0.999375	1.00062	1.00244	11.26299	156.4866	0.03917156	-3.694816	0.9539513	0.9100231
39	1	-340.9296	-423.743	82.8134	277875.7	0.0170517	0.011919	0.0254625	0.019558	0.24356	0.0304261	0.00707014	0.0187248	0.310337	0.00262797	0.00807318	0.0323519	0.00190352	0.0448921	0.0179914	0.0151631	0.0308765	0.102601	0.000838442	0.204944	0.0573255	0.0399733	0.024838	0.00790047	0.167928	0.428815	0.0143357	0.0356285	0.000827105	0.00309274	0.0267399	0.0167114	0.0201016	0.00555599	0.00970851	0.00384973	0.0978436	0.323256	0.00864332	0.00742134	0.0136836	0.00398303	0.0214864	0.0137049	0.0122794	0.00545549	0.0325219	0.131825	0.00833197	0.221532	0.0199695	0.0403811	13.85609	0.99759	0.999383	1.00061	1.00241	13.85609	214.8358	0.04650749	-3.990824	1.358442	1.845364
40	0	-334.392	-428.971	94.57893	155432	0.0484782	0.0212922	0.263421	0.193871	0.0531709	0.0134115	0.153718	0.00744085	0.00889564	0.0200821	0.0376732	0.00706063	0.0266285	0.0102022	0.0385301	0.0553844	0.0105543	0.0110129	0.00238908	0.0528174	0.00500503	0.0298084	0.00762764	0.0561893	0.00440536	0.0768637	0.00384391	0.00209028	0.0313278	0.0521449	0.0269523	0.00920181	0.0167284	0.350877	0.020319	0.0634358	0.0277191	0.0459562	0.0332637	0.0277635	0.0196399	0.0387028	0.106399	0.00751362	0.0857219	0.029696	0.00802249	0.0122295	0.0217213	0.0584659	0.00349336	0.00397911	11.26979	0.996778	0.999175	1.00082	1.00323	11.26979	164.0387	0.04610337	-3.648373	1.069115	1.143007
41	1	-332.5297	-431.0993	98.56953	789179.1	0.0259164	0.00970652	0.0247674	0.0295562	0.254369	0.0236671	0.00780246	0.0116736	0.10451	0.00513186	0.0216216	0.0266601	0.00327774	0.0280258	0.0272822	0.0082175	0.0258194	0.0135358	0.00945665	0.109401	0.0436277	0.0322612	0.0632201	0.0188992	0.112174	0.0744008	0.0158009	0.0175342	0.00531346	0.0087943	0.0116065	0.00902281	0.00694647	0.0119461	0.0111754	0.00349674	0.0782558	0.263589	0.0189795	0.00880659	0.00547496	0.00427085	0.0173813	0.0156369	0.0663261	0.00836608	0.00614554	0.143789	0.00718491	0.280024	0.0111831	0.0117757	13.8659	0.99857	0.999634	1.00037	1.00143	13.8659	209.6666	0.03317167	-3.910965	1.004894	1.009813
42	0	-339.3742	-434.453	95.07887	370399.8	0.0367464	0.039207	0.0396466	0.0210565	0.096601	0.0329782	0.202494	0.0182089	0.0290581	0.0108619	0.0201909	0.00576731	0.0108029	0.0402041	0.0229369	0.0674081	0.00864727	0.0299717	0.00584086	0.245117	0.0222915	0.0380954	0.0205537	0.119658	0.0227439	0.0740301	0.00676516	0.0144614	0.0108792	0.103028	0.0330504	0.00793648	0.036708	0.220726	0.0397701	0.0597174	0.0272859	0.0328826	0.00689676	0.0208954	0.100318	0.00717934	0.0367169	0.0132331	0.0123881	0.00950557	0.0156792	0.00240534	0.0253315	0.0272817	0.0615624	0.00699325	11.27572	0.997912	0.999466	1.00053	1.00209	11.27572	145.4611	0.0480884	-3.780959	1.221675	1.492489
43	1	-344.0858	-431.8383	87.75245	162864.6	0.0327693	0.026524	0.00872707	0.00508461	0.0478034	0.0046301	0.0171226	0.010383	0.246974	0.0105292	0.0204814	0.0128493	0.00058694	0.0624656	0.0183153	0.00144837	0.0065371	0.0234955	0.00549521	0.570098	0.0187547	0.0280523	0.0541525	0.00371235	0.178165	0.0381941	0.015048	0.0276386	0.0123625	0.00393661	0.0169128	0.0241607	0.11272	0.0201016	0.000601433	0.0151242	0.0301935	0.161764	0.0100094	0.0200598	0.0139303	0.00751308	0.0268088	0.0523699	0.00372945	0.176127	0.0115003	0.125145	0.00907187	0.189472	0.0085328	0.00729792	13.91044	0.996852	0.999194	1.0008	1.00315	13.91044	224.3112	0.09396324	-3.723406	1.648365	2.717108
44	0	-345.8441	-446.6478	100.8036	978087.7	0.0279876	0.048779	0.261676	0.0187663	0.078761	0.0132397	0.165616	0.0227483	0.00823495	0.109268	0.0158012	0.0100107	0.0174305	0.0228854	0.012712	0.0573947	0.0250388	0.0321466	0.0417268	0.0559056	0.0133146	0.0557188	0.0275863	0.0729291	0.0179334	0.141298	0.0046103	0.0297039	0.0266116	0.0530375	0.0463871	0.00822823	0.0452401	0.00919134	0.0189465	0.0468002	0.0338943	0.0215417	0.0335099	0.0314575	0.0528788	0.0379352	0.0270146	0.0750674	0.0373332	0.0325161	0.0062849	0.00572299	0.01904	0.0216906	0.0193601	0.00691008	11.24084	0.998715	0.999671	1.00033	1.00129	11.24084	156.5338	0.04777028	-3.430959	0.8827312	0.7792143
45	1	-340.3494	-422.0115	81.66209	124995.2	0.0216585	0.00483884	0.0183719	0.0260839	0.13562	0.0254632	0.0138306	0.0198699	0.0537389	0.0116096	0.00541684	0.00919715	0.000143318	0.0245589	0.00385784	0.0115784	0.00910176	0.00261263	0.020502	0.188384	0.035977	0.0148983	0.0844909	0.00789499	0.199883	1.16357	0.0263974	0.00745968	0.0142762	0.0376137	0.0214356	0.0523952	0.00685546	0.0104259	0.000516355	0.0109971	0.0335686	0.129238	0.0122212	0.00650194	0.0132874	0.00417636	0.0500192	0.00142364	0.00989598	0.255475	0.0693375	0.0902218	0.0248856	1.1143	0.00668512	0.00391252	13.87046	0.996407	0.999079	1.00092	1.0036	13.87046	212.7581	0.06598344	-3.853934	1.507039	2.271166
46	0	-343.2713	-437.6726	94.40133	72931.15	0.0584523	0.0255302	0.121533	0.0199459	0.0522893	0.0172438	0.056546	0.0169483	0.0261738	0.00524571	0.0709959	0.00732301	0.026565	0.034967	0.0239285	0.0791297	0.00871517	0.0194537	0.0184699	0.21683	0.0155913	0.0227475	0.0351961	0.201774	0.0420663	0.0623081	0.0131152	0.0281477	0.015898	0.0437561	0.0146087	0.0337237	0.0104509	0.0414393	0.0751954	0.0163952	0.0501385	0.0326646	0.0783401	0.0974272	0.133354	0.0201718	0.0917844	0.052673	0.0182692	0.0171199	0.0190962	0.0278256	0.0629446	0.0193888	0.0632266	0.0442656	11.17029	0.995297	0.998794	1.0012	1.00471	11.17029	154.4337	0.04200257	-3.393266	0.6681937	0.4464829
47	1	-341.4466	-416.9927	75.54611	203835.1	0.0681609	0.024964	0.0100388	0.0135549	0.199035	0.063598	0.031857	0.00846685	0.249237	0.023305	0.0581483	0.00876023	0.000709642	0.102285	0.00343858	0.068546	0.00221053	0.00269071	0.00592838	0.326382	0.036594	0.0176066	0.0401681	0.0409022	0.921919	0.305818	0.0167153	0.00718198	0.00664979	0.00513544	0.0117952	0.0813715	0.0173226	0.0113103	0.00867457	0.0469749	0.00820352	0.100552	0.0182939	0.00964995	0.00883567	0.00887524	0.0298389	0.00206564	0.0236203	0.429733	0.00832327	0.0949464	0.0325434	0.126897	0.0194294	0.00160325	13.91403	0.997186	0.999279	1.00072	1.00282	13.91403	178.1242	0.0673087	-3.825415	1.501299	2.253898
48	0	-346.0735	-432.1772	86.10368	984265.9	0.0395485	0.0343515	0.0938992	0.0134538	0.0814427	0.0383832	0.210221	0.101381	0.00903405	0.0356954	0.0053545	0.0186806	0.0181284	0.0313899	0.00850279	0.140739	0.0415228	0.0259583	0.0270993	0.256959	0.0636907	0.0510689	0.0136437	0.1042	0.0447538	0.11544	0.0193348	0.0157287	0.0371007	0.0953823	0.0248851	0.00588819	0.00716858	0.0379665	0.12543	0.0619814	0.0597858	0.0162794	0.010416	0.0792827	0.118445	0.00512502	0.0803011	0.0163148	0.0534915	0.0298979	0.0254064	0.020992	0.0194844	0.0201281	0.0494509	0.0096886	11.15227	0.998719	0.999672	1.00033	1.00128	11.15227	141.9489	0.0524417	-3.465097	1.016901	1.034087
49	1	-349.7377	-419.7623	70.02467	111205	0.0535862	0.00202017	0.000851467	0.0536966	0.0497521	0.113391	0.0278802	0.00628294	0.86228	0.0118571	0.00705621	0.00200329	0.0041261	0.0316488	0.00763052	0.00781291	0.0125087	0.00426678	0.0117488	2.13383	0.0343505	0.0111689	0.0797229	0.0693007	0.625368	0.187169	0.0339674	0.00266481	0.0204204	0.00146323	0.00905224	0.173767	0.0767217	0.0151592	0.00291616	0.00698368	0.0232231	0.0531708	0.0077677	0.0159501	0.00599132	0.0223708	0.0315584	0.000261516	0.0525409	0.211506	0.00418557	0.104728	0.108138	0.0681158	0.0418374	0.0213863	13.8717	0.996191	0.999024	1.00097	1.00381	13.8717	181.9515	0.08096518	-4.186076	1.828847	3.34468
50	0	-342.5305	-429.0039	86.47339	153031.6	0.0265123	0.0295922	0.108129	0.0133782	0.091641	0.0235459	0.279311	0.100346	0.0131301	0.015564	0.0307773	0.0392988	0.0279349	0.0198889	0.004352	0.165958	0.147613	0.017328	0.0363891	0.126111	0.0156501	0.0228352	0.00748233	0.165259	0.0066317	0.0306568	0.00740099	0.0268052	0.142264	0.0656874	0.0182041	0.0233354	0.0272928	0.032562	0.0489366	0.0471647	0.0354538	0.0364693	0.0174776	0.0134016	0.02467	0.0217743	0.166349	0.0581646	0.0712825	0.0995646	0.0307285	0.0223182	0.0223869	0.0411216	0.0365802	0.0264143	11.13658	0.996753	0.999168	1.00083	1.00325	11.13658	163.6421	0.05078946	-3.50343	1.023097	1.046727
51	1	-352.0644	-427.558	75.4936	555411	0.0114559	0.0327454	0.000267663	0.0392495	0.21218	0.108836	0.00427505	0.0160831	0.264371	0.0146322	0.0171147	0.00660234	0.00456293	0.0880277	0.0352138	0.0033268	0.00154098	0.00116972	0.00605923	0.451449	0.00479015	0.00702119	0.0297381	0.0579528	0.167278	0.434496	0.0579669	0.00627116	0.054511	0.00734613	0.00752818	0.0241657	0.285853	0.0785641	0.024145	0.00533814	0.0551933	0.0841583	0.0036609	0.000406311	0.00319829	0.0362777	0.0266195	0.0147656	0.0362924	0.105071	0.0313881	0.103784	0.0214457	0.0239121	0.0396846	0.0109375	13.87917	0.998295	0.999564	1.00044	1.00171	13.87917	193.9426	0.08857237	-3.985538	1.767259	3.123205
52	0	-351.0235	-440.6888	89.66537	747681.5	0.0231439	0.0352138	0.0375162	0.00948852	0.105372	0.0158564	0.131943	0.0143655	0.007723	0.0140958	0.0194163	0.0232933	0.0115671	0.0624214	0.0115947	0.228175	0.0310843	0.0164046	0.042008	0.183357	0.00486562	0.0680338	0.0143174	0.0823493	0.0443274	0.0126543	0.0124078	0.0186591	0.0183352	0.0704064	0.0191406	0.0983751	0.0312328	0.0392022	0.274491	0.0207657	0.0567276	0.0360708	0.0557347	0.0203656	0.0754973	0.015863	0.0511046	0.051911	0.00925601	0.0947695	0.0182582	0.041271	0.0310046	0.190087	0.0124455	0.0272585	11.11835	0.99853	0.999624	1.00038	1.00147	11.11835	151.5208	0.05573857	-3.39712	1.009987	1.020074
53	1	-330.6877	-418.1286	87.44087	620371.4	0.050317	0.0154556	0.00077179	0.00452855	0.163611	0.0584997	0.0164805	0.0165872	0.218177	0.00848996	0.00271212	0.0032809	0.00430062	0.0392663	0.00833265	0.0226637	0.00651213	0.00789648	0.0101146	0.203847	0.00869371	0.0101074	0.048693	0.0282932	0.233999	0.663248	0.0637573	0.0150029	0.00661803	0.0156001	0.0143247	0.0235788	0.0431543	0.0429905	0.0247794	0.032242	0.0107205	0.0978834	0.0181321	0.00933087	0.00144139	0.00646181	0.0320049	0.0831548	0.00895674	0.211412	0.0243644	0.0712596	0.0407883	0.00617663	0.0153219	0.00798956	13.87216	0.998387	0.999587	1.00041	1.00161	13.87216	201.4395	0.04260414	-3.936013	1.249167	1.560417
54	0	-347.8048	-432.516	84.71115	341227	0.0341371	0.0936998	0.348355	0.00683385	0.0786494	0.0301612	0.150167	0.0309301	0.0260601	0.0326308	0.0306597	0.0106153	0.0250707	0.0183629	0.00574841	0.0979953	0.0152908	0.0107595	0.0191541	0.0905826	0.0129342	0.036511	0.0387563	0.491894	0.0903357	0.111772	0.00412936	0.0120495	0.00316634	0.0590335	0.00939326	0.0286656	0.0071565	0.141003	0.0508394	0.0286424	0.0389007	0.0359739	0.0305661	0.00340213	0.0815913	0.0243389	0.00829226	0.0383523	0.0325484	0.0103417	0.0041779	0.034011	0.0510266	0.0621833	0.0152368	0.0266138	11.1094	0.997825	0.999443	1.00055	1.00218	11.1094	151.0419	0.05102303	-3.389977	0.9104926	0.8289968
55	1	-348.0421	-426.6962	78.65412	490504.3	0.0296072	0.0221344	0.00125035	0.0293826	0.121211	0.067304	0.0261076	0.00144748	0.626912	0.00778027	0.0130821	0.000687499	0.000403611	0.0414934	0.0303278	0.0172895	0.0157624	0.0207532	0.0102318	0.15669	0.0268676	0.0109142	0.0192873	0.0496692	0.814343	0.470897	0.137762	0.019508	0.000279285	0.00647188	0.049815	0.0191624	0.241387	0.0109085	0.0541938	0.0699224	0.013205	0.0633535	0.0115809	0.05634	0.00268255	0.00048234	0.0134751	0.00398159	0.00150247	0.0946497	0.0444859	0.0438575	0.00484787	0.00040311	0.0257303	0.00248938	13.92567	0.998186	0.999536	1.00046	1.00182	13.92567	192.7926	0.06572575	-4.014217	1.607453	2.583905
56	0	-356.7982	-434.2319	77.43364	149903.1	0.0316357	0.0637468	0.210853	0.0089549	0.15299	0.0159731	0.109191	0.0240672	0.0145385	0.0179546	0.0748504	0.0107133	0.0084358	0.0903555	0.004856	0.0464809	0.0253947	0.0103144	0.0201204	0.518113	0.0105052	0.0353647	0.0105337	0.303379	0.0737086	0.0626936	0.0103425	0.0167218	0.2706	0.027508	0.0631222	0.0319418	0.0483461	0.0368995	0.0400045	0.0709193	0.0342631	0.064262	0.0290627	0.0440336	0.0543845	0.0157379	0.0775958	0.0389879	0.0256986	0.0027564	0.0177806	0.0406123	0.0345547	0.0548199	0.00602838	0.130843	11.10571	0.996719	0.99916	1.00084	1.00328	11.10571	166.8573	0.0511401	-3.60885	1.127532	1.271328
57	1	-351.8411	-432.1181	80.27702	458302.9	0.0164617	0.0554624	0.00302578	0.0754952	0.275436	0.0448129	0.03151	0.0177938	0.162209	0.00860043	0.040124	0.00287422	0.00642238	0.0743186	0.0126406	0.0576844	0.00296884	0.00236183	0.0179741	0.11463	0.0384669	0.00504467	0.0163973	0.0280671	0.135681	0.310907	0.0467786	0.00962112	0.00299001	0.00336995	0.0393674	0.0129119	0.0789442	0.0398868	0.00617124	0.0537376	0.0110616	0.103914	0.0274436	0.0717334	0.000692182	0.000931975	0.0520069	0.00113951	0.0312481	0.130148	0.0402229	0.0763099	0.00599686	0.00897999	0.0575919	0.000956069	13.98664	0.998123	0.99952	1.00048	1.00188	13.98664	199.9677	0.1074452	-3.633256	1.674803	2.804965
58	0	-338.9583	-429.4431	90.48478	525629.5	0.0291499	0.0320818	0.113914	0.00995262	0.134388	0.0381357	0.186367	0.021435	0.0473327	0.0283034	0.0254813	0.0176485	0.021465	0.0155217	0.0117767	0.134786	0.0227697	0.0104138	0.0398625	0.0925339	0.00501012	0.00497934	0.0140119	0.0939837	0.00265044	0.0847942	0.0118764	0.00355341	0.490083	0.0439724	0.00376923	0.0358131	0.0710701	0.0130414	0.0397005	0.031209	0.0162821	0.0528014	0.0197305	0.0536307	0.0384501	0.0125619	0.0796545	0.0340569	0.0060727	0.00582592	0.00877891	0.0229294	0.0110748	0.0638078	0.016337	0.01304	11.10957	0.998247	0.999552	1.00045	1.00175	11.10957	159.4298	0.07639959	-3.275703	1.186529	1.407851
59	1	-342.4555	-429.487	87.03153	603830.3	0.0108147	0.010526	0.00284837	0.0366287	0.255521	0.0440658	0.00845323	0.0172858	0.307164	0.00161053	0.0212015	0.00676388	0.00312095	0.0611039	0.00421469	0.0824979	0.0102354	0.0159708	0.0146466	0.1897	0.0159458	0.00587519	0.00865096	0.0334702	0.266077	0.128657	0.035358	0.00164094	0.00684609	0.00415594	0.0284276	0.0259521	0.0268959	0.00939282	0.0334093	0.0343873	0.00205899	0.12678	0.0301685	0.0495491	0.00156798	0.010073	0.316147	0.00230224	0.00849692	0.139733	0.0271513	0.0993544	0.00314936	0.00528481	0.018404	0.0449328	14.01319	0.998365	0.999582	1.00042	1.00164	14.01319	205.8503	0.04659274	-4.102662	1.439688	2.072703
60	0	-343.5805	-438.615	95.03449	758683.8	0.0113936	0.0585608	0.0948492	0.01196	0.148697	0.0610825	0.0981279	0.0225572	0.0162496	0.0105745	0.0620468	0.0458499	0.0193316	0.0782404	0.01093	0.0529534	0.00866867	0.0366128	0.0147493	0.142555	0.0101074	0.0344297	0.0106858	0.109989	0.0358217	0.0257626	0.00778801	0.0179631	0.119399	0.0841215	0.00540066	0.0285463	0.105397	0.0135678	0.0949258	0.0148325	0.0208942	0.00649322	0.0243466	0.122003	0.0328854	0.0217486	0.0648014	0.00984581	0.0101053	0.0370753	0.0102685	0.0531018	0.0104659	0.0146478	0.0403054	0.0299307	11.10813	0.998541	0.999627	1.00037	1.00146	11.10813	159.5034	0.05627844	-3.444545	1.064989	1.134202
61	1	-341.8327	-433.6672	91.83447	429116.6	0.0305829	0.0120093	0.00480171	0.105465	0.450922	0.0653715	0.0162139	0.00871814	0.267737	0.013645	0.0645172	0.0196353	0.00409013	0.028595	0.0127065	0.0205401	0.0022609	0.00232175	0.0205658	0.126767	0.0184616	0.00816961	0.0144085	0.0208194	0.216909	0.0979286	0.0183662	0.0135512	0.0379731	0.00583089	0.145814	0.0117787	0.0029601	0.0200256	0.0130529	0.0129412	0.00903084	0.0709472	0.0488375	0.0621916	0.00630589	0.0144372	0.0771089	0.00377218	0.002516	0.0596824	0.0144216	0.0405341	0.00438644	0.0327445	0.0135012	0.00751381	14.00527	0.99806	0.999504	1.00049	1.00194	14.00527	216.9392	0.04800279	-3.758871	1.201978	1.44475
62	0	-347.0057	-433.6441	86.63835	952912.8	0.0405255	0.0353774	0.529637	0.0226002	0.185471	0.0366549	0.144054	0.0726605	0.0064964	0.00843394	0.0278272	0.0090034	0.016289	0.0578014	0.0148854	0.153829	0.0524199	0.027808	0.00495543	0.192425	0.0120896	0.00804708	0.0461327	0.165655	0.0351645	0.0234562	0.0301376	0.00959094	0.154546	0.0529243	0.0051133	0.0550014	0.0233565	0.0186312	0.0134446	0.0060545	0.0294227	0.00779525	0.00733736	0.0219946	0.0662143	0.0318303	0.0828306	0.00644372	0.0281221	0.105198	0.0280521	0.00921916	0.02079	0.0067551	0.00803281	0.110599	11.09947	0.998698	0.999667	1.00033	1.0013	11.09947	160.9523	0.05087981	-3.586163	1.102609	1.215748
63	1	-342.3434	-428.1137	85.77022	713177.5	0.0492741	0.0234166	0.00477038	0.0786608	0.921637	0.0467772	0.0194098	0.00142114	0.119554	0.00992717	0.149834	0.0457905	0.000802039	0.0419154	0.0118586	0.0385433	0.00641503	0.000523025	0.00711762	0.518939	0.0294968	0.00595671	0.0108221	0.00590865	0.0981403	0.0318016	0.0217767	0.0437813	0.0114405	0.00199935	0.0354837	0.0408262	0.0168958	0.00352452	0.00281412	0.0685279	0.00157509	0.0707474	0.0127841	0.0504748	0.00123084	0.0599449	0.0261779	0.000604057	0.0317797	0.0536138	0.00139117	0.0180554	0.0101231	0.0273983	0.0131709	0.0994366	14.05043	0.998495	0.999615	1.00038	1.00151	14.05043	208.5317	0.07716744	-3.91374	1.644362	2.703925
