Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	Root_age	tree_length	ucln_mean	ucln_mu	ucln_sigma	ucln_var
98	0	-331.4361	-443.985	112.5488	674862.1	0.0376883	0.0301092	0.117424	0.0145925	0.0325473	0.0214044	0.123486	0.0240074	0.0127343	0.0516004	0.0335539	0.0497775	0.0316086	0.0426583	0.0189808	0.124279	0.0170778	0.0123922	0.0189395	0.0722169	0.0549043	0.00670299	0.0202138	0.0206171	0.038031	0.048956	0.0114475	0.0453714	0.01533	0.0575551	0.033885	0.0246751	0.019194	0.0282894	0.0209051	0.0439584	0.0384811	0.0117437	0.0755794	0.0218823	0.0252203	0.0162989	0.0305879	0.0326044	0.0474607	0.0256619	0.0563902	0.0451407	0.0377666	0.0819654	0.0187138	0.0498001	11.12827	0.998453	0.999604	1.00039	1.00155	11.12827	135.9134	0.0384707	-3.446696	0.6145533	0.3776758
99	1	-331.4487	-429.0683	97.61968	479378.9	0.0368362	0.00803633	0.00678546	0.0465004	0.0570067	0.0163755	0.013369	0.00414645	0.0936838	0.0152067	0.00740862	0.0124642	0.00268816	0.0405271	0.0134268	0.0156514	0.00345326	0.0103649	0.00181011	0.0385355	0.0507912	0.0119181	0.0159427	0.0034458	0.0719796	0.0750942	0.0321462	0.0152087	0.0435132	0.00711069	0.131816	0.00757362	0.0222279	0.0558438	0.0220276	0.00228862	0.00573857	0.070339	0.00656727	0.0129442	0.0200288	0.0393392	0.238699	0.0263929	0.0106458	0.0632367	0.0793143	0.0901381	0.0236307	0.0276519	0.0267451	0.00646863	14.06006	0.998165	0.99953	1.00047	1.00184	14.06006	210.901	0.06240111	-3.55958	1.253322	1.570816
100	0	-358.0709	-435.3492	77.27832	538067.4	0.0419357	0.0487577	0.330748	0.0155582	0.0859632	0.0201374	0.096773	0.0307575	0.0149592	0.108477	0.0278461	0.0070318	0.0113587	0.0342155	0.0587285	0.0401003	0.0690213	0.0249823	0.0142073	0.509842	0.010375	0.0276984	0.0316233	0.0619212	0.0515159	0.0616782	0.0305307	0.123215	0.0149937	0.0580645	0.063518	0.00729902	0.0326882	0.0977588	0.0353015	0.0475757	0.0741379	0.106992	0.0897492	0.0630724	0.0396468	0.0242787	0.0437386	0.0551457	0.09313	0.024385	0.162546	0.0264427	0.0917149	0.0603433	0.0141765	0.0503641	11.18761	0.998268	0.999557	1.00044	1.00173	11.18761	137.304	0.06797519	-2.987601	0.7732895	0.5979766
101	1	-351.4688	-452.9784	101.5096	224828	0.0223315	0.00505765	0.0134842	0.0653477	0.0712812	0.00414878	0.00755346	0.00485391	0.0514787	0.0323778	0.0786771	0.00831362	0.00352402	0.0258208	0.0222038	0.0145559	0.0196597	0.0070713	0.0129121	0.138158	0.0137111	0.00627005	0.0135271	0.0156186	0.0857248	0.0627028	0.0280175	0.00166891	0.0382165	0.0138325	0.0204936	0.00886424	0.0283681	0.0510754	0.0459668	0.0282784	0.0111275	0.118549	0.0328065	0.0207339	0.0277479	0.0930434	0.0302871	0.0285703	0.0299969	0.00713218	0.0294475	0.0267879	0.118047	0.0369313	0.0151671	0.0228428	13.96493	0.997321	0.999314	1.00068	1.00268	13.96493	194.8247	0.04006408	-3.819492	1.097467	1.204433
102	0	-338.1541	-428.9263	90.77223	340508.6	0.0229753	0.0646083	0.174064	0.0716745	0.0661943	0.0197182	0.0380044	0.00682359	0.0137661	0.0219822	0.0217557	0.00958122	0.0114229	0.0334398	0.0235701	0.0391815	0.0375223	0.0195989	0.00668354	0.221073	0.00327679	0.117567	0.0280094	0.220925	0.00769501	0.0160189	0.016919	0.0367868	0.0760678	0.00423548	0.0567449	0.0191513	0.0124416	0.098989	0.0586635	0.0287505	0.0820887	0.0549713	0.0486999	0.0379298	0.027903	0.0223346	0.0243186	0.00872183	0.081587	0.0193063	0.0287125	0.0509952	0.0925455	0.0385027	0.0446893	0.0161965	11.1481	0.997823	0.999443	1.00056	1.00218	11.1481	143.402	0.05825987	-3.452038	1.103809	1.218393
103	1	-323.9777	-431.8291	107.8513	131795.4	0.0248937	0.0202845	0.0029998	0.0173718	0.0264287	0.0176327	0.0336133	0.0166495	0.142154	0.0130844	0.0140121	0.00452565	0.00516387	0.0388966	0.0142759	0.00191617	0.00935915	0.00796587	0.0334793	0.0955178	0.0122513	0.0182174	0.0155568	0.0179879	0.241337	0.0708432	0.0130237	0.00601839	0.0240271	0.0118648	0.0523183	0.0600918	0.0161571	0.0742351	0.0513063	0.0188035	0.0161345	0.0720502	0.0627092	0.0153267	0.0125188	0.017206	0.0183718	0.0115657	0.0275549	0.0135249	0.00201025	0.0173682	0.00387983	0.0498427	0.0157457	0.0235714	14.03367	0.996501	0.999104	1.00089	1.0035	14.03367	215.0028	0.02818734	-3.946612	0.8691719	0.7554599
104	0	-345.2654	-434.9445	89.67912	513977.2	0.0268545	0.0178173	0.362324	0.0271327	0.0719364	0.017621	0.179495	0.00689278	0.0087579	0.0391779	0.0168656	0.0575479	0.00876633	0.0431718	0.00777596	0.0493884	0.0241316	0.0217615	0.022995	0.0412234	0.00325568	0.160097	0.0154316	0.0366934	0.00574603	0.0191116	0.0127552	0.0082013	0.00311874	0.0245975	0.18491	0.00735511	0.00645686	0.0202829	0.0193293	0.0195549	0.104278	0.0752678	0.0304686	0.0164426	0.0452406	0.00759439	0.0599195	0.0459268	0.047936	0.0558891	0.108901	0.016062	0.0825456	0.0681761	0.00160196	0.102034	11.1282	0.998228	0.999547	1.00045	1.00177	11.1282	156.2456	0.05943515	-3.580385	1.230866	1.515031
105	1	-348.6667	-450.3439	101.6772	810706.5	0.0303211	0.0311875	0.0082984	0.0449339	0.138107	0.00652197	0.01232	0.0138017	0.234168	0.0266539	0.0174669	0.00372745	0.00904073	0.0099013	0.00521173	0.0146	0.0127288	0.0109979	0.00869931	0.11106	0.0164696	0.00142932	0.00930009	0.0146823	0.0335945	0.0176812	0.0246455	0.0100852	0.035272	0.0278968	0.0462835	0.00714529	0.0381059	0.134652	0.0513019	0.076482	0.00731324	0.0163228	0.0100172	0.0193411	0.00430403	0.022923	0.0140387	0.0273978	0.303369	0.00818328	0.0123525	0.0324946	0.0177943	0.0522313	0.056022	0.0372089	14.15312	0.998589	0.999639	1.00036	1.00141	14.15312	204.512	0.0374822	-3.840458	1.055054	1.113138
106	0	-336.3502	-440.2083	103.8581	43241.25	0.0351992	0.0562698	1.23539	0.0107738	0.0532161	0.0302755	0.0287524	0.0049584	0.0166731	0.033447	0.040457	0.00831448	0.00974601	0.0316597	0.00446489	0.0277941	0.00548025	0.0102582	0.0147064	0.0958265	0.000840687	0.00992258	0.00640811	0.0311722	0.0314953	0.0442213	0.00596634	0.00462646	0.0100059	0.0712555	0.0087666	0.0126161	0.00328298	0.0528645	0.00144182	0.0436949	0.0333975	0.00966342	0.144503	0.00861963	0.0186797	0.0185955	0.00754733	0.0285922	0.0599317	0.0435431	0.00539065	0.00954905	0.0418865	0.0270603	0.0116054	0.0395643	11.23555	0.993894	0.998432	1.00155	1.00612	11.23555	157.7561	0.05300189	-3.738775	1.265976	1.602696
107	1	-325.5019	-441.9505	116.4486	991978.4	0.0256117	0.0145469	0.00226395	0.0202512	0.0861297	0.00955979	0.0216853	0.00579859	0.0854972	0.0229351	0.0188445	0.00257637	0.0021365	0.085909	0.00392319	0.00584358	0.00602589	0.0118055	0.0102154	0.233057	0.00876587	0.00377558	0.0146346	0.014616	0.0126954	0.0144586	0.0142177	0.0212847	0.0029422	0.0139104	0.0149378	0.00948001	0.00194365	0.0563275	0.0219731	0.0046251	0.0310206	0.0669269	0.0149654	0.00645916	0.00320845	0.0150871	0.014002	0.0292408	0.0253565	0.0222901	0.0491312	0.103848	0.00880755	0.0271335	0.0313958	0.00715499	14.17982	0.998724	0.999674	1.00033	1.00128	14.17982	219.7091	0.03418319	-4.142183	1.23787	1.532322
108	0	-367.5228	-443.4939	75.97112	191270.9	0.0228292	0.0605448	0.543347	0.0485474	0.0231625	0.0303941	0.192072	0.0320817	0.0154829	0.0383868	0.0250299	0.00376719	0.0131886	0.0736125	0.0150368	0.0486869	0.016118	0.0116696	0.0149036	0.638923	0.00866005	0.0938775	0.0176737	0.202977	0.00275724	0.0451504	0.0304434	0.00662714	0.0149635	0.0459781	0.00371233	0.0169473	0.0250585	0.075484	0.00892199	0.0779965	0.0307238	0.0151161	0.0205624	0.0639367	0.0362389	0.0141259	0.0190844	0.0243596	0.156483	0.0227947	0.00871015	0.0648798	0.12545	0.13911	0.0232516	0.0453166	11.23985	0.997095	0.999256	1.00074	1.00291	11.23985	158.4813	0.1242733	-3.14995	1.459231	2.129356
109	1	-342.2973	-433.6013	91.304	703996.6	0.0217516	0.015433	0.0153794	0.163926	0.0260558	0.0276832	0.00891907	0.00330539	0.121516	0.0486232	0.0228584	0.0122421	0.00571894	0.0377424	0.00746948	0.0591443	0.00930911	0.0307957	0.0206444	0.422246	0.015527	0.0169834	0.0115161	0.00820412	0.171543	0.117693	0.0472765	0.00873151	0.00696615	0.0149035	0.0114746	0.00959306	0.00496594	0.302467	0.0139849	0.00364572	0.00577356	0.0443904	0.00565704	0.0233494	0.0141851	0.0379702	0.00683251	0.0153828	0.014663	0.0355756	0.0112397	0.0843908	0.0264034	0.194236	0.0151416	0.0464154	14.23604	0.998485	0.999613	1.00039	1.00152	14.23604	214.2446	0.05897679	-3.713446	1.328785	1.765669
110	0	-353.7382	-445.1257	91.3875	759039.9	0.0321056	0.0264846	0.257875	0.103266	0.100462	0.0617287	0.085863	0.0506525	0.00408333	0.00811521	0.0234953	0.0123498	0.0234848	0.0134862	0.0164925	0.0240676	0.0161069	0.0292465	0.0129202	0.142814	0.00648294	0.00919085	0.0123343	0.113657	0.0053398	0.039335	0.0169089	0.044447	0.00914553	0.0706589	0.0714693	0.0118761	0.0202087	0.0442842	0.00403578	0.011921	0.0549795	0.0525971	0.304726	0.0559736	0.0633422	0.00397912	0.00927777	0.0121158	0.0620693	0.0974855	0.00409946	0.00973737	0.0743407	0.019376	0.0258541	0.0039317	11.28043	0.998541	0.999627	1.00037	1.00146	11.28043	141.3368	0.04110771	-3.875678	1.169716	1.368236
111	1	-342.6668	-433.7369	91.07011	358379.9	0.0631893	0.00260089	0.00315256	0.279374	0.0132338	0.0176049	0.0229599	0.00695616	0.909977	0.0168435	0.0634792	0.0082649	0.00284539	0.0319939	0.026488	0.0130911	0.00893655	0.00828265	0.00158398	0.403369	0.0146008	0.00796622	0.114356	0.00739996	0.0981729	0.0546708	0.0317285	0.0215675	0.0295538	0.00139334	0.0190271	0.00506992	0.0261148	0.326459	0.019275	0.00526439	0.00331318	0.00754436	0.102762	0.00407627	0.0213053	0.00815654	0.0026551	0.00491155	0.0358556	0.00835663	0.0107017	0.00978887	0.0385436	0.158822	0.0127709	0.0104108	14.25038	0.997878	0.999457	1.00054	1.00212	14.25038	217.7382	0.05281971	-4.111603	1.530184	2.341464
112	0	-340.006	-441.5585	101.5525	364820.1	0.0605355	0.0155274	0.0497265	0.0331821	0.279402	0.0204482	0.0999959	0.0136268	0.021618	0.0215981	0.0200603	0.00769372	0.0493464	0.0811723	0.00906866	0.0303082	0.0312607	0.0127439	0.05667	0.208073	0.00927686	0.033032	0.0232477	0.0164881	0.00375612	0.0152691	0.00487609	0.0373309	0.0165822	0.0507457	0.0379706	0.0116796	0.00612968	0.0749977	0.0141472	0.0453351	0.0225205	0.00734181	0.0591704	0.0183708	0.0569351	0.037782	0.0290792	0.0139423	0.14774	0.0757032	0.00830178	0.0196641	0.0285012	0.0207698	0.0150948	0.00714798	11.21809	0.997896	0.999462	1.00054	1.00211	11.21809	151.5458	0.03095277	-3.83219	0.8448636	0.7137946
113	1	-357.8908	-449.2113	91.32045	534459.8	0.052249	0.0513576	0.00378614	0.081746	0.0380145	0.0731918	0.0236473	0.00776408	0.00714636	0.00514818	0.0159003	0.00588769	0.0120729	0.0282306	0.0150257	0.146275	0.00276961	0.00198092	0.00394377	1.09245	0.0104777	0.0106859	0.110034	0.00166696	0.205843	0.15519	0.0152808	0.0414183	0.00990049	0.0181974	0.0682512	0.00998824	0.008837	0.0252129	0.0718706	0.00937899	0.0134684	0.00525662	0.00328896	0.0039765	0.00190513	0.0066093	0.00320867	0.0336918	0.0243085	0.0608341	0.010473	0.00435517	0.0952414	0.136371	0.0406141	0.0255817	14.23915	0.998262	0.999555	1.00044	1.00174	14.23915	212.4285	0.04193016	-4.14754	1.39699	1.95158
114	0	-351.2381	-428.8243	77.58615	774209	0.0350984	0.044936	0.130135	0.034669	0.0926914	0.108344	0.33332	0.011824	0.00764496	0.00317095	0.0159419	0.054193	0.0890258	0.053356	0.0113911	0.0255728	0.0450498	0.00871327	0.0137382	0.231312	0.0663151	0.00627962	0.0287419	0.454997	0.00765715	0.0207144	0.0036009	0.00301706	0.0188412	0.00738534	0.0170816	0.0317646	0.0393591	0.0641898	0.00823977	0.00586875	0.0490982	0.164844	0.059856	0.0260514	0.0117952	0.0295452	0.0044932	0.0645587	0.145589	0.0914761	0.0466489	0.0115004	0.164639	0.0542716	0.0177794	0.0131931	11.07358	0.998556	0.999631	1.00037	1.00144	11.07358	143.7717	0.03822061	-3.9252	1.149626	1.321639
115	1	-338.4837	-438.5137	100.03	252230.8	0.0164817	0.00369177	0.00200278	0.200719	0.0528467	0.10385	0.010106	0.0284495	0.0958036	0.0111667	0.00654491	0.023144	0.00198021	0.0391917	0.018821	0.018178	0.00270638	0.00716014	0.00949749	0.0538405	0.0116196	0.0064577	0.0332896	0.0175711	0.050068	0.378715	0.0312018	0.012814	0.0630279	0.0291253	0.0304824	0.0138359	0.00523213	0.0117399	0.0384512	0.025516	0.00465865	0.0175751	0.0160753	0.0666955	0.00470246	0.0197571	0.0149216	0.0117919	0.056407	0.0763844	0.0199632	0.00966929	0.013264	0.146962	0.00901266	0.013682	14.20171	0.99747	0.999352	1.00065	1.00253	14.20171	218.9025	0.03057476	-3.983957	0.9963697	0.9927525
116	0	-361.4907	-431.3062	69.8155	791015.2	0.029131	0.0277363	0.368703	0.0279106	0.0969077	0.0145161	0.173412	0.0436168	0.0199803	0.0101508	0.0422995	0.0172865	0.0330635	0.0411579	0.0102745	0.00662752	0.0343614	0.0169577	0.0028117	0.163688	0.0182256	0.0268644	0.00787768	1.11493	0.113543	0.0498743	0.0169532	0.00515913	0.0312414	0.0476932	0.0364897	0.206901	0.0109192	0.0289943	0.117853	0.3632	0.0263684	0.0562083	0.234687	0.0620413	0.00664324	0.0383104	0.0041668	0.13308	0.101862	0.0190931	0.0282236	0.077263	0.066972	0.0076924	0.0223539	0.0115505	11.04576	0.998571	0.999635	1.00036	1.00143	11.04576	172.5874	0.08337328	-3.389357	1.34531	1.80986
117	1	-346.1928	-447.3435	101.1507	362397.5	0.0257778	0.0037817	0.0105818	0.16155	0.0645535	0.0458541	0.025211	0.0100249	0.118337	0.0239482	0.0290715	0.00793696	0.00322457	0.0214042	0.0138251	0.0176016	0.0156886	0.0289708	0.0189839	0.0574427	0.00866442	0.0141722	0.042009	0.00647803	0.0335133	0.198304	0.0607592	0.0238681	0.00349997	0.00658409	0.0223636	0.0107076	0.0122744	0.0319998	0.00849154	0.02497	0.0326115	0.013135	0.00738502	0.0033755	0.0182754	0.32505	0.0190528	0.0252729	0.0214158	0.0128299	0.0248522	0.00176934	0.0149564	0.12001	0.0281768	0.0208241	14.23261	0.997889	0.99946	1.00054	1.00211	14.23261	207.2647	0.04259333	-3.854865	1.182208	1.397616
118	0	-373.5928	-441.6725	68.07969	818863.7	0.0472167	0.0132642	0.159115	0.0112511	0.194366	0.0298793	0.649432	0.0131742	0.0412039	0.0184039	0.0119839	0.035552	0.212864	0.0379246	0.0135514	0.0808559	0.0265437	0.0114028	0.00862402	0.15146	0.043136	0.00325236	0.00697528	0.827859	0.0183544	0.0212771	0.00419629	0.0123666	0.0673614	0.292893	0.185051	0.0951707	0.00990531	0.0169192	0.0904416	0.0833196	0.0424353	0.11804	0.0147419	0.0292727	0.046923	0.00266366	0.0451699	0.0175495	0.0940557	0.0280901	0.0833212	0.0177551	0.0629715	0.0160583	0.0216185	0.0464221	11.0233	0.998596	0.999641	1.00036	1.00141	11.0233	153.4855	0.09071	-3.389616	1.406789	1.979056
119	1	-337.9766	-440.995	103.0184	707052	0.0140833	0.0199791	0.00755375	0.0306482	0.0250263	0.0377835	0.0821713	0.00621031	0.116757	0.0125679	0.14947	0.0174643	0.00991337	0.0628107	0.0240299	0.0033327	0.0269141	0.0127081	0.0104866	0.124976	0.0119524	0.0143638	0.0240922	0.0187293	0.0298495	0.0282537	0.0367086	0.0101358	0.0780264	0.0280692	0.0127691	0.050396	0.0370825	0.203213	0.0155041	0.0119925	0.0148688	0.00942866	0.0173956	0.00461281	0.0102999	0.233674	0.0141077	0.00605631	0.0423956	0.0103195	0.013901	0.0194696	0.0158457	0.00892699	0.0391017	0.005342	14.23659	0.998489	0.999613	1.00039	1.00151	14.23659	206.8703	0.03567719	-3.912296	1.076152	1.158104
120	0	-368.7607	-438.7593	69.99854	421154.6	0.0238711	0.0379097	0.147975	0.0173207	0.0998773	0.0193294	1.4667	0.0226702	0.028338	0.0103162	0.0307694	0.195266	0.105613	0.0287019	0.0148421	0.0162299	0.0553492	0.0190423	0.0275002	0.573517	0.0154808	0.0269039	0.0182263	0.147447	0.161849	0.0569197	0.0303081	0.00891788	0.00520297	0.00714611	0.000950837	0.0310915	0.0100238	0.128748	0.006498	0.00745432	0.0321591	0.0127189	0.0503881	0.0510961	0.137585	0.0286249	0.0538352	0.0277093	0.0828465	0.00563773	0.0225947	0.0826952	0.0936163	0.0926724	0.0292455	0.0565431	10.98699	0.998042	0.999499	1.0005	1.00196	10.98699	146.3295	0.05373086	-3.672052	1.223343	1.496568
121	1	-347.3557	-435.5706	88.21496	820854.2	0.0244328	0.0116381	0.00488155	0.0338617	0.024443	0.0279814	0.0518288	0.00438829	0.053865	0.00894865	0.0228523	0.0534238	0.0100718	0.0282882	0.0267341	0.00515568	0.0314185	0.020487	0.00501492	0.0622189	0.0121822	0.00793019	0.0196743	0.0238201	0.16267	0.7539	0.0189729	0.0030038	0.190503	0.0334475	0.0300158	0.00426853	0.0949341	0.0838228	0.0140775	0.0623277	0.120679	0.00767109	0.00440568	0.0332487	0.00624405	0.0628405	0.0268574	0.0441922	0.0136135	0.289327	0.00205422	0.0107233	0.00329372	0.0291869	0.0229841	0.0157231	14.19139	0.998597	0.999641	1.00036	1.0014	14.19139	209.9936	0.05065149	-3.691951	1.190936	1.418329
122	0	-347.0801	-452.058	104.9779	542158.4	0.043084	0.0694018	0.0962634	0.0317624	0.036756	0.0617888	0.00668917	0.0130014	0.023314	0.0118607	0.0164614	0.0160983	0.0535897	0.0356303	0.0172991	0.0135382	0.0108006	0.0216515	0.0128308	0.0807901	0.0124195	0.00984604	0.00831634	0.0762061	0.0131773	0.0260462	0.025341	0.0389391	0.035104	0.0885967	0.0170185	0.0310413	0.0243808	0.0109597	0.0160644	0.00456747	0.0382817	0.0127256	0.00211865	0.0169205	0.0112736	0.040671	0.036915	0.107545	0.363175	0.0233166	0.00733996	0.0924394	0.0467457	0.0507151	0.0219775	0.0162775	11.19881	0.998274	0.999559	1.00044	1.00173	11.19881	160.4988	0.03208845	-3.815891	0.8679077	0.7532638
123	1	-344.9018	-448.9392	104.0373	999850.4	0.0281253	0.0403428	0.0113336	0.032977	0.0570293	0.00656931	0.048338	0.00722156	0.0511616	0.0173363	0.00312386	0.049411	0.0069062	0.0640834	0.0183545	0.0303289	0.0119432	0.0117115	0.00199952	0.0559538	0.0108616	0.0435873	0.0097409	0.00948685	0.0906063	0.0681884	0.0401462	0.0436787	0.0185633	0.00668894	0.00922403	0.0538844	0.013682	0.117663	0.00940981	0.0175066	0.0094723	0.0115823	0.104681	0.0251336	0.0193796	0.0344395	0.020097	0.013866	0.0645009	0.00629659	0.19865	0.0121025	0.00456667	0.00883129	0.0400179	0.00769294	14.39579	0.998729	0.999675	1.00032	1.00127	14.39579	191.643	0.03393592	-3.848108	0.9641853	0.9296534
124	0	-335.9543	-438.5324	102.5782	908600.2	0.04941	0.0351921	0.0894307	0.0378427	0.0491078	0.0353682	0.194171	0.0578253	0.00739711	0.0263968	0.0091057	0.0222058	0.00823	0.0207484	0.0331762	0.0912355	0.0586377	0.015031	0.0174217	0.0880125	0.00273569	0.0203247	0.0178894	0.0488084	0.0453889	0.0524431	0.0142342	0.0099878	0.00178593	0.0181865	0.0316472	0.0541987	0.0051345	0.00727229	0.0390329	0.0282436	0.0228912	0.0346426	0.0418592	0.0226556	0.00884895	0.0178379	0.0129346	0.0167954	0.0659045	0.00894467	0.0325747	0.0898376	0.0162032	0.027314	0.00816862	0.0037337	11.26309	0.998667	0.999659	1.00034	1.00133	11.26309	153.3145	0.03101001	-4.081073	1.102387	1.215256
125	1	-345.0258	-448.9617	103.9359	216286.5	0.0176082	0.0324332	0.00638882	0.0453861	0.0612336	0.0232486	0.0585009	0.0149014	0.0321947	0.0255509	0.0194684	0.0274448	0.00381831	0.0527353	0.00690899	0.0177145	0.0252338	0.00353054	0.0102477	0.158665	0.0336582	0.00772931	0.0325453	0.0345659	0.0516772	0.0782477	0.0273818	0.00610377	0.0461122	0.00611396	0.0176398	0.0283346	0.0103369	0.0311282	0.0239183	0.00933936	0.0248451	0.0243764	0.0901856	0.00713766	0.0601351	0.0171109	0.00858387	0.125573	0.00343635	0.122339	0.0143611	0.0107709	0.0266657	0.00298165	0.0226078	0.0198135	14.42695	0.997268	0.999301	1.0007	1.00273	14.42695	196.6691	0.03052368	-3.828865	0.8241504	0.6792239
126	0	-338.9934	-435.0927	96.0993	273994.5	0.0479662	0.0540623	0.117141	0.03518	0.0839818	0.0375278	0.229599	0.0384108	0.035478	0.0246742	0.0358808	0.0121664	0.0133949	0.0406967	0.0348548	0.0781129	0.0238091	0.0146103	0.0027305	0.178314	0.0165566	0.00513472	0.00316052	0.146345	0.0404896	0.0868336	0.0185308	0.00636127	0.0903359	0.00831013	0.0109686	0.00274342	0.00424126	0.0297993	0.0211368	0.0645517	0.00906117	0.0168052	0.0290766	0.0165954	0.00541033	0.00997957	0.0413008	0.0681142	0.0616694	0.0171714	0.0277914	0.0656001	0.0183624	0.0112825	0.0166551	0.00265852	11.31718	0.997573	0.999379	1.00062	1.00243	11.31718	152.8738	0.03812262	-3.866316	1.094868	1.198737
127	1	-337.6792	-444.1789	106.4997	474276.8	0.0364692	0.0230336	0.0131031	0.124592	0.0441899	0.0396531	0.0453885	0.010032	0.0273136	0.0365112	0.0190715	0.0235247	0.00963352	0.0516034	0.00619247	0.0131062	0.0337752	0.00374092	0.0420353	0.106539	0.00968797	0.0202558	0.0547444	0.0126189	0.0689645	0.126869	0.0197047	0.0167877	0.0317789	0.0124278	0.00454252	0.0143881	0.0115623	0.0867429	0.0199417	0.0312564	0.0146833	0.00754781	0.0512986	0.0297719	0.00157227	0.0262344	0.0189903	0.00919792	0.0161118	0.029128	0.0128658	0.0219875	0.00489515	0.0619255	0.0214976	0.00770042	14.30139	0.998155	0.999528	1.00047	1.00185	14.30139	201.1733	0.02689404	-4.057362	0.9396934	0.8830237
128	0	-357.1505	-441.1242	83.97368	444132.1	0.047413	0.0778572	0.24611	0.00463477	0.0593851	0.0638363	0.122387	0.0211808	0.122931	0.0158853	0.0451317	0.0233807	0.00786768	0.0438896	0.0274824	0.0428085	0.0526593	0.00897319	0.00856608	0.0623859	0.016361	0.0460727	0.0130268	0.445264	0.034197	0.12907	0.00644695	0.00394334	0.011729	0.03397	0.0445489	0.0213826	0.0187768	0.0258027	0.0169263	0.0827492	0.0404734	0.0944999	0.0224828	0.0490746	0.0212199	0.0249289	0.0218066	0.0328047	0.0960154	0.012026	0.019001	0.124023	0.025041	0.0704656	0.0646745	0.0895466	11.34341	0.998093	0.999512	1.00049	1.00191	11.34341	154.1287	0.04887913	-3.405651	0.8800525	0.7744924
129	1	-345.8774	-438.5013	92.62386	30494.7	0.0947902	0.0208963	0.00213916	0.0403695	0.122966	0.0375092	0.0325347	0.0207814	0.156011	0.0132535	0.00842846	0.0451384	0.0184585	0.0735186	0.0194863	0.0403537	0.0154965	0.0106876	0.0143551	0.265092	0.0349936	0.0146641	0.0247677	0.0125133	0.134607	0.00867871	0.029651	0.0120859	0.00969119	0.00966161	0.0437662	0.0116561	0.0125287	0.0383332	0.00270052	0.0237131	0.00788583	0.0132847	0.00270154	0.0583171	0.0232706	0.0218238	0.0324462	0.0219646	0.00493744	0.0421492	0.0256377	0.010468	0.0272707	0.109458	0.0276043	0.118389	14.21519	0.99273	0.998131	1.00185	1.00729	14.21519	191.5016	0.04595303	-3.898298	1.279189	1.636324
130	0	-355.8183	-447.9079	92.08955	757384.8	0.0466895	0.0199853	0.160457	0.0250459	0.0716088	0.0143069	0.110962	0.0237015	0.0141904	0.0102548	0.0569859	0.0484944	0.00703915	0.0780045	0.0173803	0.0646941	0.0189316	0.0238227	0.0228043	0.0561888	0.00949346	0.0396071	0.0622563	0.146286	0.00939927	0.0646141	0.0404441	0.0511412	0.0806164	0.0134424	0.0287609	0.0376278	0.012846	0.0866909	0.028489	0.119996	0.0486954	0.0368637	0.0397942	0.0912304	0.0390206	0.0136661	0.00537997	0.0672139	0.0553973	0.00546069	0.0099565	0.102487	0.0166972	0.0505807	0.00484209	0.0172688	11.20047	0.99854	0.999627	1.00037	1.00146	11.20047	155.3977	0.05123721	-3.307971	0.8205871	0.6733632
131	1	-339.9644	-433.8593	93.89493	124644.5	0.021941	0.0112463	0.00280873	0.0501026	0.0669733	0.0612986	0.0191882	0.0188002	0.0391706	0.00997852	0.0198442	0.0189844	0.0022321	0.0397351	0.0152433	0.0482144	0.0105022	0.00697632	0.010899	0.58874	0.0184933	0.0385836	0.00717766	0.0163348	0.167594	0.375995	0.0260593	0.0200287	0.0469083	0.00281316	0.0133232	0.0311673	0.0232571	0.0608195	0.0157449	0.0361194	0.00829687	0.036782	0.0140181	0.0457549	0.0120818	0.0387194	0.0256688	0.025344	0.00406993	0.103939	0.0321976	0.0171935	0.00908633	0.00172149	0.0193642	0.0147862	14.02788	0.996402	0.999078	1.00092	1.0036	14.02788	199.1928	0.04028095	-3.997275	1.253314	1.570797
