Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	Root_age	tree_length	ucln_mean	ucln_mu	ucln_sigma	ucln_var
100	-341.6657	-429.2769	87.61118	833986.5	0.022469	0.0534422	0.00677436	0.0323289	0.168953	0.0135824	0.0311948	0.0183898	0.170352	0.00698174	0.0379592	0.0299391	0.00853617	0.122272	0.0341392	0.0385588	0.0255183	0.012995	0.00542094	0.210688	0.0202435	0.0286372	0.028431	0.038878	0.245773	0.0514114	0.0240615	0.036922	0.00901295	0.0582475	0.0407493	0.131447	0.0160558	0.0135499	0.00381493	0.0151856	0.0113777	0.0414148	0.02487	0.0551318	0.0168495	0.03545	0.0413858	0.0650128	0.0167274	0.00560649	0.0293347	0.0475745	0.0265356	0.0708943	0.0665149	0.0153225	13.84506	0.998608	0.999644	1.00036	1.00139	13.84506	182.8427	0.04188935	-3.713157	1.039647	1.080867
110	-351.926	-444.5111	92.58511	322768.1	0.0289874	0.0123259	0.0125429	0.0137854	0.0942394	0.00631974	0.0625853	0.00686239	0.115896	0.0107872	0.0303276	0.0302417	0.0227381	0.103118	0.0267184	0.057882	0.0107844	0.00996228	0.00346549	0.253334	0.0101186	0.0581612	0.0126054	0.0158752	0.165045	0.0150905	0.0291466	0.0476906	0.0201567	0.00935993	0.0499887	0.0267033	0.0101961	0.0223586	0.00447127	0.00864886	0.00486342	0.0498231	0.013418	0.0779392	0.0150573	0.00966316	0.0346606	0.31251	0.0400331	0.0109727	0.0100592	0.0929096	0.0138515	0.0884997	0.0310166	0.0070593	13.8503	0.997764	0.999428	1.00057	1.00224	13.8503	172.2421	0.05694704	-3.528469	1.151378	1.325671
120	-353.5775	-431.8718	78.2943	83284.85	0.0519106	0.0128136	0.0130649	0.0299172	0.055118	0.0091077	0.0450985	0.00776563	0.149218	0.00224155	0.00797776	0.0504863	0.00762389	0.135237	0.0247079	0.0246474	0.0112956	0.00723984	0.00755916	0.051987	0.0253084	0.210756	0.0198499	0.0077964	0.110121	0.122344	0.0237682	0.0339729	0.0110592	0.0319752	0.0896648	0.0476605	0.132959	0.0340134	0.00853742	0.0119219	0.0150052	0.0681347	0.0544491	0.0495932	0.0835688	0.0528764	0.0307433	0.25048	0.122399	0.0265403	0.0285381	0.212873	0.0387281	0.0525833	0.017846	0.005528	13.83432	0.995599	0.998872	1.00112	1.00441	13.83432	185.4914	0.06251715	-3.328336	1.054534	1.112042
130	-352.8551	-435.5493	82.69415	142792.2	0.0264761	0.00908225	0.0210731	0.0559427	0.0947036	0.00957211	0.0364261	0.0035683	0.351611	0.00702136	0.00586033	0.0471702	0.00521046	0.0455995	0.00829776	0.01232	0.0223179	0.0160463	0.0128049	0.0507999	0.00959314	0.0937151	0.0341447	0.00628424	0.208535	0.259281	0.00948257	0.0227985	0.0318633	0.0459539	0.0900559	0.0734378	0.205285	0.0397905	0.0191182	0.046005	0.0171717	0.0709869	0.0333726	0.0227607	0.0313983	0.0306223	0.0251662	0.050851	0.0793683	0.0201378	0.0896306	0.0249944	0.00506809	0.021155	0.032417	0.0060553	13.82521	0.996638	0.999139	1.00086	1.00337	13.82521	178.8378	0.06104728	-3.590256	1.260277	1.588298
140	-353.7179	-444.2883	90.57045	145853.5	0.0381347	0.0273005	0.0310417	0.0362313	0.0301302	0.00498742	0.0307615	0.0150488	0.111744	0.0141495	0.0223579	0.052577	0.00432775	0.0362569	0.0155921	0.0447837	0.00616859	0.0196942	0.0170095	0.0691615	0.0150132	0.0291054	0.0305338	0.0192542	0.190727	0.173932	0.0327959	0.0192123	0.0609554	0.030334	0.053122	0.043683	0.0335858	0.0757725	0.0123409	0.0486257	0.0801102	0.0210499	0.0876029	0.0192627	0.0936877	0.0215288	0.017488	0.0215712	0.0203279	0.0713032	0.0749903	0.11835	0.0210772	0.0523585	0.0808089	0.0153287	13.83696	0.996674	0.999148	1.00085	1.00333	13.83696	174.6765	0.05345851	-3.267266	0.822699	0.6768336
150	-341.5023	-431.9724	90.47014	14690.37	0.0614636	0.0202566	0.0457853	0.111543	0.174199	0.0158279	0.0321278	0.0160322	0.101552	0.00944709	0.049373	0.0136767	0.00913953	0.0605806	0.0441191	0.0138944	0.0217218	0.00818923	0.0190103	0.195904	0.00774583	0.00816044	0.0265804	0.00827296	0.146802	0.0628757	0.0278656	0.0383106	0.00854745	0.0560717	0.046168	0.0199847	0.020616	0.00800538	0.0416567	0.0160374	0.0254057	0.0526685	0.0104859	0.00711795	0.02221	0.0653454	0.0164236	0.0375717	0.00672208	0.0167303	0.0179711	0.136355	0.0589908	0.229464	0.0491072	0.0254963	13.84928	0.989532	0.997302	1.00266	1.01051	13.84928	173.2069	0.04474174	-3.534013	0.9242994	0.8543294
160	-344.0437	-434.1434	90.0997	23275.51	0.114291	0.0265837	0.0420625	0.102595	0.10422	0.0341784	0.0256888	0.032538	0.0589121	0.00533247	0.0390787	0.0232194	0.00268113	0.0403184	0.0288953	0.014671	0.0133422	0.0046908	0.00428073	0.115139	0.00774488	0.0230743	0.0313948	0.00921169	0.17962	0.253958	0.0291237	0.0599258	0.00479375	0.0311816	0.0397232	0.0196985	0.043637	0.00565858	0.0413904	0.0119393	0.018772	0.130352	0.0147447	0.0335654	0.00620489	0.0359744	0.0194882	0.021307	0.00577762	0.00774875	0.027928	0.168239	0.0103591	0.0470236	0.0281053	0.017725	13.87506	0.991681	0.99786	1.00212	1.00834	13.87506	165.1273	0.04485782	-3.768434	1.152542	1.328353
170	-349.4875	-440.6677	91.18023	70516.62	0.01532	0.00602187	0.0473555	0.0206475	0.078255	0.0245722	0.0307822	0.0168544	0.0902018	0.00630247	0.025671	0.0188217	0.000821895	0.0562943	0.0426864	0.0049811	0.00683981	0.0347111	0.000867494	0.275322	0.0251335	0.025745	0.0265528	0.0108218	0.0873838	0.0961461	0.0199451	0.0288264	0.00751039	0.0706407	0.00874693	0.0196548	0.0752422	0.0127704	0.0105651	0.00971128	0.0507788	0.101287	0.0273515	0.0159267	0.017867	0.00183328	0.0484774	0.00263423	0.00109329	0.0451006	0.0101535	0.126863	0.0131371	0.0935645	0.0402098	0.0372133	13.87785	0.995217	0.998773	1.00122	1.00479	13.87785	202.4533	0.042711	-3.996077	1.29829	1.685556
180	-344.2719	-442.0056	97.73367	26515.55	0.0103733	0.0175023	0.0306886	0.0772613	0.239901	0.0214339	0.00317483	0.0146161	0.0922103	0.00351186	0.00317071	0.0233047	0.00017865	0.0313951	0.00388235	0.0100902	0.00981025	0.0204284	0.000610278	0.0788825	0.010014	0.0217539	0.0281984	0.022717	0.0406771	0.175353	0.00570664	0.0136459	0.00200651	0.0333321	0.0140215	0.0373204	0.0124541	0.00448887	0.00431062	0.0091219	0.0735353	0.113117	0.012252	0.0157269	0.018693	0.00564854	0.0508236	0.0189895	0.00289098	0.0181565	0.00609678	0.137506	0.0247429	0.108314	0.0237841	0.0296738	13.85616	0.992205	0.997995	1.00198	1.00782	13.85616	212.6083	0.03187674	-4.06916	1.116495	1.246562
190	-340.9296	-423.743	82.8134	277875.7	0.0170517	0.011919	0.0254625	0.019558	0.24356	0.0304261	0.00707014	0.0187248	0.310337	0.00262797	0.00807318	0.0323519	0.00190352	0.0448921	0.0179914	0.0151631	0.0308765	0.102601	0.000838442	0.204944	0.0573255	0.0399733	0.024838	0.00790047	0.167928	0.428815	0.0143357	0.0356285	0.000827105	0.00309274	0.0267399	0.0167114	0.0201016	0.00555599	0.00970851	0.00384973	0.0978436	0.323256	0.00864332	0.00742134	0.0136836	0.00398303	0.0214864	0.0137049	0.0122794	0.00545549	0.0325219	0.131825	0.00833197	0.221532	0.0199695	0.0403811	13.85609	0.99759	0.999383	1.00061	1.00241	13.85609	214.8358	0.04650749	-3.990824	1.358442	1.845364
200	-332.5297	-431.0993	98.56953	789179.1	0.0259164	0.00970652	0.0247674	0.0295562	0.254369	0.0236671	0.00780246	0.0116736	0.10451	0.00513186	0.0216216	0.0266601	0.00327774	0.0280258	0.0272822	0.0082175	0.0258194	0.0135358	0.00945665	0.109401	0.0436277	0.0322612	0.0632201	0.0188992	0.112174	0.0744008	0.0158009	0.0175342	0.00531346	0.0087943	0.0116065	0.00902281	0.00694647	0.0119461	0.0111754	0.00349674	0.0782558	0.263589	0.0189795	0.00880659	0.00547496	0.00427085	0.0173813	0.0156369	0.0663261	0.00836608	0.00614554	0.143789	0.00718491	0.280024	0.0111831	0.0117757	13.8659	0.99857	0.999634	1.00037	1.00143	13.8659	209.6666	0.03317167	-3.910965	1.004894	1.009813
210	-344.0858	-431.8383	87.75245	162864.6	0.0327693	0.026524	0.00872707	0.00508461	0.0478034	0.0046301	0.0171226	0.010383	0.246974	0.0105292	0.0204814	0.0128493	0.00058694	0.0624656	0.0183153	0.00144837	0.0065371	0.0234955	0.00549521	0.570098	0.0187547	0.0280523	0.0541525	0.00371235	0.178165	0.0381941	0.015048	0.0276386	0.0123625	0.00393661	0.0169128	0.0241607	0.11272	0.0201016	0.000601433	0.0151242	0.0301935	0.161764	0.0100094	0.0200598	0.0139303	0.00751308	0.0268088	0.0523699	0.00372945	0.176127	0.0115003	0.125145	0.00907187	0.189472	0.0085328	0.00729792	13.91044	0.996852	0.999194	1.0008	1.00315	13.91044	224.3112	0.09396324	-3.723406	1.648365	2.717108
220	-340.3494	-422.0115	81.66209	124995.2	0.0216585	0.00483884	0.0183719	0.0260839	0.13562	0.0254632	0.0138306	0.0198699	0.0537389	0.0116096	0.00541684	0.00919715	0.000143318	0.0245589	0.00385784	0.0115784	0.00910176	0.00261263	0.020502	0.188384	0.035977	0.0148983	0.0844909	0.00789499	0.199883	1.16357	0.0263974	0.00745968	0.0142762	0.0376137	0.0214356	0.0523952	0.00685546	0.0104259	0.000516355	0.0109971	0.0335686	0.129238	0.0122212	0.00650194	0.0132874	0.00417636	0.0500192	0.00142364	0.00989598	0.255475	0.0693375	0.0902218	0.0248856	1.1143	0.00668512	0.00391252	13.87046	0.996407	0.999079	1.00092	1.0036	13.87046	212.7581	0.06598344	-3.853934	1.507039	2.271166
230	-341.4466	-416.9927	75.54611	203835.1	0.0681609	0.024964	0.0100388	0.0135549	0.199035	0.063598	0.031857	0.00846685	0.249237	0.023305	0.0581483	0.00876023	0.000709642	0.102285	0.00343858	0.068546	0.00221053	0.00269071	0.00592838	0.326382	0.036594	0.0176066	0.0401681	0.0409022	0.921919	0.305818	0.0167153	0.00718198	0.00664979	0.00513544	0.0117952	0.0813715	0.0173226	0.0113103	0.00867457	0.0469749	0.00820352	0.100552	0.0182939	0.00964995	0.00883567	0.00887524	0.0298389	0.00206564	0.0236203	0.429733	0.00832327	0.0949464	0.0325434	0.126897	0.0194294	0.00160325	13.91403	0.997186	0.999279	1.00072	1.00282	13.91403	178.1242	0.0673087	-3.825415	1.501299	2.253898
240	-349.7377	-419.7623	70.02467	111205	0.0535862	0.00202017	0.000851467	0.0536966	0.0497521	0.113391	0.0278802	0.00628294	0.86228	0.0118571	0.00705621	0.00200329	0.0041261	0.0316488	0.00763052	0.00781291	0.0125087	0.00426678	0.0117488	2.13383	0.0343505	0.0111689	0.0797229	0.0693007	0.625368	0.187169	0.0339674	0.00266481	0.0204204	0.00146323	0.00905224	0.173767	0.0767217	0.0151592	0.00291616	0.00698368	0.0232231	0.0531708	0.0077677	0.0159501	0.00599132	0.0223708	0.0315584	0.000261516	0.0525409	0.211506	0.00418557	0.104728	0.108138	0.0681158	0.0418374	0.0213863	13.8717	0.996191	0.999024	1.00097	1.00381	13.8717	181.9515	0.08096518	-4.186076	1.828847	3.34468
250	-352.0644	-427.558	75.4936	555411	0.0114559	0.0327454	0.000267663	0.0392495	0.21218	0.108836	0.00427505	0.0160831	0.264371	0.0146322	0.0171147	0.00660234	0.00456293	0.0880277	0.0352138	0.0033268	0.00154098	0.00116972	0.00605923	0.451449	0.00479015	0.00702119	0.0297381	0.0579528	0.167278	0.434496	0.0579669	0.00627116	0.054511	0.00734613	0.00752818	0.0241657	0.285853	0.0785641	0.024145	0.00533814	0.0551933	0.0841583	0.0036609	0.000406311	0.00319829	0.0362777	0.0266195	0.0147656	0.0362924	0.105071	0.0313881	0.103784	0.0214457	0.0239121	0.0396846	0.0109375	13.87917	0.998295	0.999564	1.00044	1.00171	13.87917	193.9426	0.08857237	-3.985538	1.767259	3.123205
260	-330.6877	-418.1286	87.44087	620371.4	0.050317	0.0154556	0.00077179	0.00452855	0.163611	0.0584997	0.0164805	0.0165872	0.218177	0.00848996	0.00271212	0.0032809	0.00430062	0.0392663	0.00833265	0.0226637	0.00651213	0.00789648	0.0101146	0.203847	0.00869371	0.0101074	0.048693	0.0282932	0.233999	0.663248	0.0637573	0.0150029	0.00661803	0.0156001	0.0143247	0.0235788	0.0431543	0.0429905	0.0247794	0.032242	0.0107205	0.0978834	0.0181321	0.00933087	0.00144139	0.00646181	0.0320049	0.0831548	0.00895674	0.211412	0.0243644	0.0712596	0.0407883	0.00617663	0.0153219	0.00798956	13.87216	0.998387	0.999587	1.00041	1.00161	13.87216	201.4395	0.04260414	-3.936013	1.249167	1.560417
270	-348.0421	-426.6962	78.65412	490504.3	0.0296072	0.0221344	0.00125035	0.0293826	0.121211	0.067304	0.0261076	0.00144748	0.626912	0.00778027	0.0130821	0.000687499	0.000403611	0.0414934	0.0303278	0.0172895	0.0157624	0.0207532	0.0102318	0.15669	0.0268676	0.0109142	0.0192873	0.0496692	0.814343	0.470897	0.137762	0.019508	0.000279285	0.00647188	0.049815	0.0191624	0.241387	0.0109085	0.0541938	0.0699224	0.013205	0.0633535	0.0115809	0.05634	0.00268255	0.00048234	0.0134751	0.00398159	0.00150247	0.0946497	0.0444859	0.0438575	0.00484787	0.00040311	0.0257303	0.00248938	13.92567	0.998186	0.999536	1.00046	1.00182	13.92567	192.7926	0.06572575	-4.014217	1.607453	2.583905
280	-351.8411	-432.1181	80.27702	458302.9	0.0164617	0.0554624	0.00302578	0.0754952	0.275436	0.0448129	0.03151	0.0177938	0.162209	0.00860043	0.040124	0.00287422	0.00642238	0.0743186	0.0126406	0.0576844	0.00296884	0.00236183	0.0179741	0.11463	0.0384669	0.00504467	0.0163973	0.0280671	0.135681	0.310907	0.0467786	0.00962112	0.00299001	0.00336995	0.0393674	0.0129119	0.0789442	0.0398868	0.00617124	0.0537376	0.0110616	0.103914	0.0274436	0.0717334	0.000692182	0.000931975	0.0520069	0.00113951	0.0312481	0.130148	0.0402229	0.0763099	0.00599686	0.00897999	0.0575919	0.000956069	13.98664	0.998123	0.99952	1.00048	1.00188	13.98664	199.9677	0.1074452	-3.633256	1.674803	2.804965
290	-342.4555	-429.487	87.03153	603830.3	0.0108147	0.010526	0.00284837	0.0366287	0.255521	0.0440658	0.00845323	0.0172858	0.307164	0.00161053	0.0212015	0.00676388	0.00312095	0.0611039	0.00421469	0.0824979	0.0102354	0.0159708	0.0146466	0.1897	0.0159458	0.00587519	0.00865096	0.0334702	0.266077	0.128657	0.035358	0.00164094	0.00684609	0.00415594	0.0284276	0.0259521	0.0268959	0.00939282	0.0334093	0.0343873	0.00205899	0.12678	0.0301685	0.0495491	0.00156798	0.010073	0.316147	0.00230224	0.00849692	0.139733	0.0271513	0.0993544	0.00314936	0.00528481	0.018404	0.0449328	14.01319	0.998365	0.999582	1.00042	1.00164	14.01319	205.8503	0.04659274	-4.102662	1.439688	2.072703
300	-341.8327	-433.6672	91.83447	429116.6	0.0305829	0.0120093	0.00480171	0.105465	0.450922	0.0653715	0.0162139	0.00871814	0.267737	0.013645	0.0645172	0.0196353	0.00409013	0.028595	0.0127065	0.0205401	0.0022609	0.00232175	0.0205658	0.126767	0.0184616	0.00816961	0.0144085	0.0208194	0.216909	0.0979286	0.0183662	0.0135512	0.0379731	0.00583089	0.145814	0.0117787	0.0029601	0.0200256	0.0130529	0.0129412	0.00903084	0.0709472	0.0488375	0.0621916	0.00630589	0.0144372	0.0771089	0.00377218	0.002516	0.0596824	0.0144216	0.0405341	0.00438644	0.0327445	0.0135012	0.00751381	14.00527	0.99806	0.999504	1.00049	1.00194	14.00527	216.9392	0.04800279	-3.758871	1.201978	1.44475
310	-342.3434	-428.1137	85.77022	713177.5	0.0492741	0.0234166	0.00477038	0.0786608	0.921637	0.0467772	0.0194098	0.00142114	0.119554	0.00992717	0.149834	0.0457905	0.000802039	0.0419154	0.0118586	0.0385433	0.00641503	0.000523025	0.00711762	0.518939	0.0294968	0.00595671	0.0108221	0.00590865	0.0981403	0.0318016	0.0217767	0.0437813	0.0114405	0.00199935	0.0354837	0.0408262	0.0168958	0.00352452	0.00281412	0.0685279	0.00157509	0.0707474	0.0127841	0.0504748	0.00123084	0.0599449	0.0261779	0.000604057	0.0317797	0.0536138	0.00139117	0.0180554	0.0101231	0.0273983	0.0131709	0.0994366	14.05043	0.998495	0.999615	1.00038	1.00151	14.05043	208.5317	0.07716744	-3.91374	1.644362	2.703925
320	-342.1971	-426.4773	84.28028	621428.3	0.0299094	0.00997264	0.00716715	0.152942	0.700223	0.0430679	0.055996	0.00140597	0.460714	0.0199361	0.104238	0.0165479	0.00272781	0.0645333	0.00715583	0.0346507	0.00782142	0.0075236	0.0124087	0.141477	0.0158256	0.00421084	0.0145769	0.0144811	0.389527	0.0324673	0.0372563	0.0181645	0.0197479	0.0293036	0.0298514	0.0809365	0.0138098	0.0190574	0.0286547	0.0145827	0.00436629	0.102549	0.00641796	0.0212427	0.0131798	0.00488879	0.0497014	0.00335968	0.0113484	0.162693	0.00452519	0.00720724	0.025018	0.0175393	0.0282338	0.0212075	14.06424	0.998388	0.999588	1.00041	1.00161	14.06424	182.2762	0.06027356	-3.80806	1.413646	1.998396
