Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	Root_age	tree_length	ucln_mean	ucln_mu	ucln_sigma	ucln_var
330	-358.649	-438.5772	79.92815	983123.3	0.0246171	0.030875	0.00622515	0.331007	0.873458	0.0523181	0.0116277	0.0266019	0.127662	0.0458462	0.00850188	0.0122063	0.0185347	0.096775	0.00353594	0.108884	0.0138775	0.0257323	0.0135841	0.15028	0.0229718	0.00150435	0.0478821	0.00282983	0.375061	0.00801306	0.10254	0.016085	0.0163078	0.0203301	0.0247104	0.00944967	0.0230915	0.0278649	0.00635378	0.0391161	0.00349229	0.0719648	0.0039596	0.0288612	0.0136278	0.033987	0.00937871	0.023523	0.0575178	0.185535	0.0089193	0.00763253	0.00710273	0.113953	0.0260299	0.0225914	14.03459	0.998718	0.999672	1.00033	1.00128	14.03459	186.121	0.0572399	-3.675027	1.276341	1.629046
340	-348.3886	-429.8565	81.46791	517937.1	0.0763632	0.00512735	0.00765954	0.329769	0.45145	0.0160106	0.0373181	0.00992049	0.149616	0.0390166	0.0109323	0.013021	0.00272566	0.0685108	0.0122175	0.0185011	0.00870777	0.0116429	0.011824	1.15445	0.00959283	0.00481429	0.0299197	0.00177263	0.119286	0.0359075	0.0295405	0.0156866	0.0080317	0.0230321	0.0229362	0.000964206	0.0794649	0.0379292	0.00851155	0.0147441	0.0132505	0.295914	0.0056033	0.033537	0.0151579	0.0491007	0.0704421	0.0467483	0.00372529	0.0572132	0.0253144	0.0250003	0.0119801	0.00670027	0.0203825	0.0168962	14.06752	0.998234	0.999548	1.00045	1.00177	14.06752	203.8218	0.04727565	-4.118429	1.460595	2.133338
350	-358.7066	-436.8086	78.10203	815803.3	0.115015	0.022705	0.00684818	0.130177	0.188536	0.00809598	0.00158984	0.0417417	0.164921	0.00828269	0.00231637	0.0189662	0.00471337	0.089001	0.00570523	0.0276773	0.000641297	0.0045589	0.00788284	0.196291	0.0158837	0.0633619	0.0664668	0.0147301	0.355567	0.0617255	0.0110974	0.0424835	0.0591704	0.0025104	0.0450228	0.0176029	0.0766598	0.0260559	0.0178423	0.066016	0.0102427	0.609091	0.00556489	0.0208129	0.0237443	0.0272661	0.0335853	0.0421179	0.0224782	0.0495077	0.0149565	0.0101206	0.0513923	0.0102612	0.0194811	0.0035019	14.13799	0.998593	0.99964	1.00036	1.00141	14.13799	216.5278	0.06881625	-3.926453	1.581226	2.500276
360	-340.3902	-423.8627	83.47255	541118.5	0.0663939	0.00789152	0.000732679	0.0571723	0.0569158	0.00408264	0.00450391	0.0153278	0.0703013	0.00966697	0.0178139	0.00753125	0.00129139	0.0703792	0.00812838	0.00774131	0.00748331	0.0174313	0.00473001	0.377636	0.0080291	0.00876639	0.043011	0.00225788	0.794575	0.1409	0.0335102	0.0117656	0.0354431	0.00145079	0.099979	0.0214542	0.119925	0.0603686	0.11084	0.0903627	0.0184683	0.13555	0.0126702	0.0170552	0.0116158	0.0423032	0.00494142	0.106904	0.0367382	0.0216734	0.0341083	0.00510469	0.00782212	0.01023	0.0454591	0.0109576	14.13913	0.998273	0.999558	1.00044	1.00173	14.13913	197.7512	0.04747019	-4.172115	1.499641	2.248924
370	-344.8461	-427.9423	83.09622	144712.4	0.0262559	0.0458589	0.000413437	0.115048	0.145595	0.000848825	0.0053139	0.0150651	0.130469	0.00458256	0.0136876	0.0113872	0.00227197	0.126463	0.00430601	0.0108394	0.0013952	0.00609731	0.00283658	0.764747	0.0169929	0.00687945	0.0372144	0.0156195	0.397955	0.207797	0.0118913	0.0178456	0.029298	0.00229896	0.0276231	0.0149605	0.116557	0.0418948	0.0570827	0.054141	0.00491796	0.0853616	0.0110648	0.00310913	0.0175581	0.0164403	0.0373955	0.0223106	0.0242456	0.0224556	0.0245025	0.0157268	0.0149381	0.029889	0.0228466	0.125037	14.12726	0.996661	0.999145	1.00085	1.00334	14.12726	212.9204	0.07806875	-3.947851	1.671937	2.795372
380	-342.1187	-439.6332	97.51453	102295.8	0.0425712	0.0229139	0.000625137	0.14614	0.110842	0.00534244	0.00684972	0.0183795	0.307063	0.0078364	0.00479341	0.0102692	0.00193803	0.0606717	0.000387498	0.00342651	0.00499027	0.00381267	0.00368618	0.486985	0.00641964	0.00154669	0.0487594	0.0100949	0.0629188	0.037364	0.0230682	0.00935085	0.0227314	0.0148109	0.0228878	0.0205152	0.0712107	0.0192083	0.0108262	0.0231388	0.0228079	0.0417778	0.00500999	0.0307373	0.023442	0.00352338	0.0163649	0.0116365	0.0171378	0.0122464	0.031308	0.0347099	0.0328217	0.171973	0.0122745	0.0303097	14.1369	0.996029	0.998982	1.00101	1.00398	14.1369	212.1827	0.04357509	-4.185015	1.450341	2.10349
390	-359.5124	-432.2403	72.72793	394413.5	0.0573174	0.096409	0.00456069	0.174399	0.103425	0.0218524	0.0249962	0.010358	0.342381	0.0159732	0.0220167	0.00947207	0.0138017	0.0641236	0.00978875	0.00754672	0.00211674	0.00105428	0.0166915	0.121477	0.0209748	0.0580064	0.0651724	0.00737596	0.210016	0.274876	0.0457444	0.0107683	0.0156939	0.0655636	0.0504394	0.0041531	0.0324996	0.0147525	0.0201804	0.0276276	0.00814169	0.108313	0.0269998	0.109097	0.00744749	0.0239868	0.00676259	0.0145085	0.0227604	0.015111	0.0421985	0.188449	0.0413312	0.518869	0.0260371	0.0692927	14.08118	0.997977	0.999482	1.00052	1.00202	14.08118	214.409	0.05689067	-3.587601	1.200814	1.441954
400	-350.2512	-434.0282	83.777	165390.2	0.044542	0.0667325	0.00746663	0.0969306	0.0501627	0.0432014	0.0157558	0.00749512	0.12139	0.00799731	0.00148132	0.00183292	0.0137491	0.0411097	0.0137176	0.0266199	0.00210292	0.0343342	0.00960935	0.254463	0.0124514	0.0244441	0.0326754	0.00462516	0.357427	0.0829685	0.0333029	0.0213649	0.0328353	0.0303901	0.0435008	0.00319351	0.0921381	0.093602	0.0100329	0.00600966	0.0361046	0.209375	0.0135555	0.00586493	0.00927206	0.0497349	0.0145377	0.0172811	0.0193321	0.0227026	0.118771	0.0902557	0.0752839	0.0405473	0.0125783	0.013121	14.08202	0.996876	0.9992	1.0008	1.00313	14.08202	210.0415	0.05396969	-3.578928	1.14856	1.319191
410	-348.5563	-432.6805	84.12425	454902	0.0331252	0.0150099	0.011807	0.0930753	0.0450195	0.00535223	0.0227695	0.00337125	0.240534	0.00451312	0.00567737	0.023232	0.00779721	0.124435	0.0103182	0.00470998	0.00461024	0.0253107	0.0103824	0.852273	0.0125369	0.047349	0.053603	0.00431249	0.0597709	0.269529	0.0230577	0.0366464	0.00605085	0.0262205	0.0986047	0.0148349	0.0284202	0.0659178	0.00719883	0.0105846	0.00180832	0.021366	0.267807	0.0135749	0.00536033	0.0071696	0.0176866	0.0514226	0.0305721	0.0932384	0.01545	0.0492226	0.0228597	0.0419073	0.023445	0.0309968	14.1671	0.998116	0.999518	1.00048	1.00189	14.1671	212.8904	0.06595269	-3.748685	1.435178	2.059736
420	-335.331	-434.1407	98.8097	235172.1	0.0127103	0.0137682	0.00165652	0.0713117	0.0740792	0.00692426	0.00691225	0.00595817	0.111658	0.0160375	0.0117762	0.00501537	0.00244948	0.115067	0.0238759	0.0356748	0.00123558	0.0071531	0.00332501	0.215914	0.0354961	0.0221653	0.021321	0.00343388	0.144784	0.10581	0.0122415	0.0046892	0.00813556	0.0703279	0.0321234	0.0021457	0.0165485	0.0118624	0.0353945	0.0152425	0.000983884	0.0107433	0.162035	0.0305417	0.0067569	0.016606	0.00395031	0.00893963	0.0114236	0.0219942	0.0612529	0.017973	0.0480671	0.120808	0.0281022	0.039727	14.10563	0.99738	0.999329	1.00067	1.00262	14.10563	225.9989	0.04232697	-3.938206	1.245693	1.551752
430	-338.5004	-426.8403	88.33983	528845.8	0.0071631	0.0123245	0.00821203	0.0407388	0.0180578	0.0273934	0.0125249	0.000806092	0.368683	0.0199158	0.00153042	0.00772764	0.0023015	0.0649317	0.00647913	0.00803483	0.00609406	0.00511432	0.0140977	0.236418	0.026888	0.00603501	0.0209168	0.00758681	0.255661	0.491071	0.0347259	0.195577	0.0265558	0.0172452	0.0301086	0.0016538	0.0214066	0.0292444	0.0102711	0.0180967	0.0211568	0.00884789	0.0312087	0.0531746	0.0122905	0.0109942	0.03862	0.00585142	0.0203661	0.00701333	0.024045	0.00666526	0.185405	0.259481	0.0627177	0.0220812	14.19364	0.998253	0.999553	1.00045	1.00175	14.19364	224.8075	0.05576596	-3.899414	1.423251	2.025645
440	-332.0681	-429.5146	97.44653	414681.5	0.00995653	0.0209499	0.00492774	0.0455849	0.0618258	0.00931069	0.011539	0.0106081	0.19998	0.0195971	0.000683996	0.0072175	0.00169811	0.155087	0.00815936	0.00405417	0.00835572	0.00365589	0.00566249	0.0890936	0.00530413	0.00800151	0.0359213	0.0185572	0.383099	0.192127	0.0553222	0.305614	0.0167072	0.00628507	0.0343524	0.00208634	0.00888997	0.144898	0.0020928	0.0392985	0.0581216	0.00836269	0.0101826	0.00438496	0.0078417	0.0056569	0.00872173	0.0122703	0.0268575	0.00120857	0.00627945	0.00287218	0.0174106	0.134601	0.0585317	0.00370232	14.1081	0.998027	0.999495	1.0005	1.00197	14.1081	197.1858	0.07128135	-4.052483	1.680097	2.822724
450	-353.3175	-446.6571	93.33954	118078.1	0.0412034	0.0199462	0.00916215	0.0331336	0.0335559	0.0043262	0.00966867	0.0376232	0.0482298	0.0146216	0.00547001	0.00977683	0.0277534	0.585891	0.00770731	0.00133398	0.0040819	0.014967	0.00289867	0.0783058	0.00821456	0.0194724	0.0254969	0.0138703	0.136241	0.100077	0.0708523	0.000521949	0.0394465	0.00235534	0.0429845	0.00539927	0.00523262	0.272439	0.130557	0.00338457	0.013714	0.0182462	0.0145383	0.0172971	0.0128162	0.00449899	0.0119702	0.00059392	0.00803583	0.0068605	0.0279811	0.00574843	0.104606	0.135869	0.0308048	0.114186	14.07783	0.996303	0.999053	1.00094	1.0037	14.07783	213.7978	0.05536266	-3.983856	1.476486	2.180012
460	-343.2574	-435.6334	92.37598	860306.4	0.0305356	0.00186811	0.00338466	0.0203532	0.0756035	0.00802874	0.0198929	0.0128886	0.0548497	0.0614019	0.00489984	0.0159117	0.00213441	0.113441	0.0128016	0.0271083	0.00444449	0.00902312	0.00520228	0.305106	0.010659	0.011493	0.0412941	0.00659923	0.229624	0.0628644	0.0212219	0.0120546	0.0117874	0.0423953	0.025383	0.00370904	0.0209917	0.0475301	0.0329162	0.0108537	0.00207165	0.152477	0.00420287	0.01932	0.0333381	0.0124672	0.0217316	0.0397605	0.046078	0.0223754	0.0441027	0.0217768	0.169191	0.0851062	0.0482159	0.00178534	14.05918	0.99863	0.99965	1.00035	1.00137	14.05918	229.0127	0.06345261	-3.698896	1.372176	1.882868
470	-366.297	-447.8427	81.54576	891856.1	0.0169731	0.0120719	0.00410379	0.0339459	0.202313	0.00865073	0.0175356	0.0748639	0.113357	0.01417	0.0257286	0.0145509	0.00776809	0.128429	0.0128537	0.0152884	0.0454061	0.00742793	0.0033075	0.0328882	0.0269167	0.0143125	0.0818681	0.0108127	0.346887	0.168214	0.01657	0.0789088	0.0283074	0.01506	0.0111657	0.0109683	0.0227401	0.223947	0.00174325	0.0138046	0.0309275	0.0155416	0.00534282	0.0444071	0.204824	0.00923389	0.0292131	0.007719	0.107509	0.0364261	0.0134201	0.0154119	0.10951	0.192084	0.020224	0.00772752	14.08584	0.998654	0.999656	1.00034	1.00135	14.08584	233.3938	0.0603214	-3.776814	1.391938	1.937491
480	-340.7353	-437.8357	97.10039	52220.69	0.0257503	0.00896703	0.0079806	0.0296729	0.0338941	0.0132587	0.0132477	0.0484709	0.38449	0.00676725	0.0114119	0.0217741	0.0033141	0.0507543	0.0156609	0.0181495	0.0197078	0.00969346	0.00662728	0.170739	0.0134137	0.0183567	0.0180828	0.00392042	0.220994	0.141975	0.0118206	0.016691	0.0355943	0.00208342	0.0201463	0.0180723	0.00193612	0.0410055	0.140473	0.00509141	0.00552167	0.0607189	0.00354598	0.00668596	0.0479703	0.0455316	0.212995	0.00523511	0.00458215	0.0453992	0.0530324	0.0173936	0.0240666	0.00432848	0.0268517	0.00408338	14.15845	0.994443	0.998574	1.00142	1.00557	14.15845	230.5718	0.04389285	-3.829629	1.186276	1.407251
490	-331.4487	-429.0683	97.61968	479378.9	0.0368362	0.00803633	0.00678546	0.0465004	0.0570067	0.0163755	0.013369	0.00414645	0.0936838	0.0152067	0.00740862	0.0124642	0.00268816	0.0405271	0.0134268	0.0156514	0.00345326	0.0103649	0.00181011	0.0385355	0.0507912	0.0119181	0.0159427	0.0034458	0.0719796	0.0750942	0.0321462	0.0152087	0.0435132	0.00711069	0.131816	0.00757362	0.0222279	0.0558438	0.0220276	0.00228862	0.00573857	0.070339	0.00656727	0.0129442	0.0200288	0.0393392	0.238699	0.0263929	0.0106458	0.0632367	0.0793143	0.0901381	0.0236307	0.0276519	0.0267451	0.00646863	14.06006	0.998165	0.99953	1.00047	1.00184	14.06006	210.901	0.06240111	-3.55958	1.253322	1.570816
500	-351.4688	-452.9784	101.5096	224828	0.0223315	0.00505765	0.0134842	0.0653477	0.0712812	0.00414878	0.00755346	0.00485391	0.0514787	0.0323778	0.0786771	0.00831362	0.00352402	0.0258208	0.0222038	0.0145559	0.0196597	0.0070713	0.0129121	0.138158	0.0137111	0.00627005	0.0135271	0.0156186	0.0857248	0.0627028	0.0280175	0.00166891	0.0382165	0.0138325	0.0204936	0.00886424	0.0283681	0.0510754	0.0459668	0.0282784	0.0111275	0.118549	0.0328065	0.0207339	0.0277479	0.0930434	0.0302871	0.0285703	0.0299969	0.00713218	0.0294475	0.0267879	0.118047	0.0369313	0.0151671	0.0228428	13.96493	0.997321	0.999314	1.00068	1.00268	13.96493	194.8247	0.04006408	-3.819492	1.097467	1.204433
510	-323.9777	-431.8291	107.8513	131795.4	0.0248937	0.0202845	0.0029998	0.0173718	0.0264287	0.0176327	0.0336133	0.0166495	0.142154	0.0130844	0.0140121	0.00452565	0.00516387	0.0388966	0.0142759	0.00191617	0.00935915	0.00796587	0.0334793	0.0955178	0.0122513	0.0182174	0.0155568	0.0179879	0.241337	0.0708432	0.0130237	0.00601839	0.0240271	0.0118648	0.0523183	0.0600918	0.0161571	0.0742351	0.0513063	0.0188035	0.0161345	0.0720502	0.0627092	0.0153267	0.0125188	0.017206	0.0183718	0.0115657	0.0275549	0.0135249	0.00201025	0.0173682	0.00387983	0.0498427	0.0157457	0.0235714	14.03367	0.996501	0.999104	1.00089	1.0035	14.03367	215.0028	0.02818734	-3.946612	0.8691719	0.7554599
520	-348.6667	-450.3439	101.6772	810706.5	0.0303211	0.0311875	0.0082984	0.0449339	0.138107	0.00652197	0.01232	0.0138017	0.234168	0.0266539	0.0174669	0.00372745	0.00904073	0.0099013	0.00521173	0.0146	0.0127288	0.0109979	0.00869931	0.11106	0.0164696	0.00142932	0.00930009	0.0146823	0.0335945	0.0176812	0.0246455	0.0100852	0.035272	0.0278968	0.0462835	0.00714529	0.0381059	0.134652	0.0513019	0.076482	0.00731324	0.0163228	0.0100172	0.0193411	0.00430403	0.022923	0.0140387	0.0273978	0.303369	0.00818328	0.0123525	0.0324946	0.0177943	0.0522313	0.056022	0.0372089	14.15312	0.998589	0.999639	1.00036	1.00141	14.15312	204.512	0.0374822	-3.840458	1.055054	1.113138
530	-325.5019	-441.9505	116.4486	991978.4	0.0256117	0.0145469	0.00226395	0.0202512	0.0861297	0.00955979	0.0216853	0.00579859	0.0854972	0.0229351	0.0188445	0.00257637	0.0021365	0.085909	0.00392319	0.00584358	0.00602589	0.0118055	0.0102154	0.233057	0.00876587	0.00377558	0.0146346	0.014616	0.0126954	0.0144586	0.0142177	0.0212847	0.0029422	0.0139104	0.0149378	0.00948001	0.00194365	0.0563275	0.0219731	0.0046251	0.0310206	0.0669269	0.0149654	0.00645916	0.00320845	0.0150871	0.014002	0.0292408	0.0253565	0.0222901	0.0491312	0.103848	0.00880755	0.0271335	0.0313958	0.00715499	14.17982	0.998724	0.999674	1.00033	1.00128	14.17982	219.7091	0.03418319	-4.142183	1.23787	1.532322
540	-342.2973	-433.6013	91.304	703996.6	0.0217516	0.015433	0.0153794	0.163926	0.0260558	0.0276832	0.00891907	0.00330539	0.121516	0.0486232	0.0228584	0.0122421	0.00571894	0.0377424	0.00746948	0.0591443	0.00930911	0.0307957	0.0206444	0.422246	0.015527	0.0169834	0.0115161	0.00820412	0.171543	0.117693	0.0472765	0.00873151	0.00696615	0.0149035	0.0114746	0.00959306	0.00496594	0.302467	0.0139849	0.00364572	0.00577356	0.0443904	0.00565704	0.0233494	0.0141851	0.0379702	0.00683251	0.0153828	0.014663	0.0355756	0.0112397	0.0843908	0.0264034	0.194236	0.0151416	0.0464154	14.23604	0.998485	0.999613	1.00039	1.00152	14.23604	214.2446	0.05897679	-3.713446	1.328785	1.765669
550	-342.6668	-433.7369	91.07011	358379.9	0.0631893	0.00260089	0.00315256	0.279374	0.0132338	0.0176049	0.0229599	0.00695616	0.909977	0.0168435	0.0634792	0.0082649	0.00284539	0.0319939	0.026488	0.0130911	0.00893655	0.00828265	0.00158398	0.403369	0.0146008	0.00796622	0.114356	0.00739996	0.0981729	0.0546708	0.0317285	0.0215675	0.0295538	0.00139334	0.0190271	0.00506992	0.0261148	0.326459	0.019275	0.00526439	0.00331318	0.00754436	0.102762	0.00407627	0.0213053	0.00815654	0.0026551	0.00491155	0.0358556	0.00835663	0.0107017	0.00978887	0.0385436	0.158822	0.0127709	0.0104108	14.25038	0.997878	0.999457	1.00054	1.00212	14.25038	217.7382	0.05281971	-4.111603	1.530184	2.341464
560	-357.8908	-449.2113	91.32045	534459.8	0.052249	0.0513576	0.00378614	0.081746	0.0380145	0.0731918	0.0236473	0.00776408	0.00714636	0.00514818	0.0159003	0.00588769	0.0120729	0.0282306	0.0150257	0.146275	0.00276961	0.00198092	0.00394377	1.09245	0.0104777	0.0106859	0.110034	0.00166696	0.205843	0.15519	0.0152808	0.0414183	0.00990049	0.0181974	0.0682512	0.00998824	0.008837	0.0252129	0.0718706	0.00937899	0.0134684	0.00525662	0.00328896	0.0039765	0.00190513	0.0066093	0.00320867	0.0336918	0.0243085	0.0608341	0.010473	0.00435517	0.0952414	0.136371	0.0406141	0.0255817	14.23915	0.998262	0.999555	1.00044	1.00174	14.23915	212.4285	0.04193016	-4.14754	1.39699	1.95158
570	-338.4837	-438.5137	100.03	252230.8	0.0164817	0.00369177	0.00200278	0.200719	0.0528467	0.10385	0.010106	0.0284495	0.0958036	0.0111667	0.00654491	0.023144	0.00198021	0.0391917	0.018821	0.018178	0.00270638	0.00716014	0.00949749	0.0538405	0.0116196	0.0064577	0.0332896	0.0175711	0.050068	0.378715	0.0312018	0.012814	0.0630279	0.0291253	0.0304824	0.0138359	0.00523213	0.0117399	0.0384512	0.025516	0.00465865	0.0175751	0.0160753	0.0666955	0.00470246	0.0197571	0.0149216	0.0117919	0.056407	0.0763844	0.0199632	0.00966929	0.013264	0.146962	0.00901266	0.013682	14.20171	0.99747	0.999352	1.00065	1.00253	14.20171	218.9025	0.03057476	-3.983957	0.9963697	0.9927525
580	-346.1928	-447.3435	101.1507	362397.5	0.0257778	0.0037817	0.0105818	0.16155	0.0645535	0.0458541	0.025211	0.0100249	0.118337	0.0239482	0.0290715	0.00793696	0.00322457	0.0214042	0.0138251	0.0176016	0.0156886	0.0289708	0.0189839	0.0574427	0.00866442	0.0141722	0.042009	0.00647803	0.0335133	0.198304	0.0607592	0.0238681	0.00349997	0.00658409	0.0223636	0.0107076	0.0122744	0.0319998	0.00849154	0.02497	0.0326115	0.013135	0.00738502	0.0033755	0.0182754	0.32505	0.0190528	0.0252729	0.0214158	0.0128299	0.0248522	0.00176934	0.0149564	0.12001	0.0281768	0.0208241	14.23261	0.997889	0.99946	1.00054	1.00211	14.23261	207.2647	0.04259333	-3.854865	1.182208	1.397616
590	-337.9766	-440.995	103.0184	707052	0.0140833	0.0199791	0.00755375	0.0306482	0.0250263	0.0377835	0.0821713	0.00621031	0.116757	0.0125679	0.14947	0.0174643	0.00991337	0.0628107	0.0240299	0.0033327	0.0269141	0.0127081	0.0104866	0.124976	0.0119524	0.0143638	0.0240922	0.0187293	0.0298495	0.0282537	0.0367086	0.0101358	0.0780264	0.0280692	0.0127691	0.050396	0.0370825	0.203213	0.0155041	0.0119925	0.0148688	0.00942866	0.0173956	0.00461281	0.0102999	0.233674	0.0141077	0.00605631	0.0423956	0.0103195	0.013901	0.0194696	0.0158457	0.00892699	0.0391017	0.005342	14.23659	0.998489	0.999613	1.00039	1.00151	14.23659	206.8703	0.03567719	-3.912296	1.076152	1.158104
600	-347.3557	-435.5706	88.21496	820854.2	0.0244328	0.0116381	0.00488155	0.0338617	0.024443	0.0279814	0.0518288	0.00438829	0.053865	0.00894865	0.0228523	0.0534238	0.0100718	0.0282882	0.0267341	0.00515568	0.0314185	0.020487	0.00501492	0.0622189	0.0121822	0.00793019	0.0196743	0.0238201	0.16267	0.7539	0.0189729	0.0030038	0.190503	0.0334475	0.0300158	0.00426853	0.0949341	0.0838228	0.0140775	0.0623277	0.120679	0.00767109	0.00440568	0.0332487	0.00624405	0.0628405	0.0268574	0.0441922	0.0136135	0.289327	0.00205422	0.0107233	0.00329372	0.0291869	0.0229841	0.0157231	14.19139	0.998597	0.999641	1.00036	1.0014	14.19139	209.9936	0.05065149	-3.691951	1.190936	1.418329
610	-344.9018	-448.9392	104.0373	999850.4	0.0281253	0.0403428	0.0113336	0.032977	0.0570293	0.00656931	0.048338	0.00722156	0.0511616	0.0173363	0.00312386	0.049411	0.0069062	0.0640834	0.0183545	0.0303289	0.0119432	0.0117115	0.00199952	0.0559538	0.0108616	0.0435873	0.0097409	0.00948685	0.0906063	0.0681884	0.0401462	0.0436787	0.0185633	0.00668894	0.00922403	0.0538844	0.013682	0.117663	0.00940981	0.0175066	0.0094723	0.0115823	0.104681	0.0251336	0.0193796	0.0344395	0.020097	0.013866	0.0645009	0.00629659	0.19865	0.0121025	0.00456667	0.00883129	0.0400179	0.00769294	14.39579	0.998729	0.999675	1.00032	1.00127	14.39579	191.643	0.03393592	-3.848108	0.9641853	0.9296534
620	-345.0258	-448.9617	103.9359	216286.5	0.0176082	0.0324332	0.00638882	0.0453861	0.0612336	0.0232486	0.0585009	0.0149014	0.0321947	0.0255509	0.0194684	0.0274448	0.00381831	0.0527353	0.00690899	0.0177145	0.0252338	0.00353054	0.0102477	0.158665	0.0336582	0.00772931	0.0325453	0.0345659	0.0516772	0.0782477	0.0273818	0.00610377	0.0461122	0.00611396	0.0176398	0.0283346	0.0103369	0.0311282	0.0239183	0.00933936	0.0248451	0.0243764	0.0901856	0.00713766	0.0601351	0.0171109	0.00858387	0.125573	0.00343635	0.122339	0.0143611	0.0107709	0.0266657	0.00298165	0.0226078	0.0198135	14.42695	0.997268	0.999301	1.0007	1.00273	14.42695	196.6691	0.03052368	-3.828865	0.8241504	0.6792239
630	-337.6792	-444.1789	106.4997	474276.8	0.0364692	0.0230336	0.0131031	0.124592	0.0441899	0.0396531	0.0453885	0.010032	0.0273136	0.0365112	0.0190715	0.0235247	0.00963352	0.0516034	0.00619247	0.0131062	0.0337752	0.00374092	0.0420353	0.106539	0.00968797	0.0202558	0.0547444	0.0126189	0.0689645	0.126869	0.0197047	0.0167877	0.0317789	0.0124278	0.00454252	0.0143881	0.0115623	0.0867429	0.0199417	0.0312564	0.0146833	0.00754781	0.0512986	0.0297719	0.00157227	0.0262344	0.0189903	0.00919792	0.0161118	0.029128	0.0128658	0.0219875	0.00489515	0.0619255	0.0214976	0.00770042	14.30139	0.998155	0.999528	1.00047	1.00185	14.30139	201.1733	0.02689404	-4.057362	0.9396934	0.8830237
640	-345.8774	-438.5013	92.62386	30494.7	0.0947902	0.0208963	0.00213916	0.0403695	0.122966	0.0375092	0.0325347	0.0207814	0.156011	0.0132535	0.00842846	0.0451384	0.0184585	0.0735186	0.0194863	0.0403537	0.0154965	0.0106876	0.0143551	0.265092	0.0349936	0.0146641	0.0247677	0.0125133	0.134607	0.00867871	0.029651	0.0120859	0.00969119	0.00966161	0.0437662	0.0116561	0.0125287	0.0383332	0.00270052	0.0237131	0.00788583	0.0132847	0.00270154	0.0583171	0.0232706	0.0218238	0.0324462	0.0219646	0.00493744	0.0421492	0.0256377	0.010468	0.0272707	0.109458	0.0276043	0.118389	14.21519	0.99273	0.998131	1.00185	1.00729	14.21519	191.5016	0.04595303	-3.898298	1.279189	1.636324
650	-339.9644	-433.8593	93.89493	124644.5	0.021941	0.0112463	0.00280873	0.0501026	0.0669733	0.0612986	0.0191882	0.0188002	0.0391706	0.00997852	0.0198442	0.0189844	0.0022321	0.0397351	0.0152433	0.0482144	0.0105022	0.00697632	0.010899	0.58874	0.0184933	0.0385836	0.00717766	0.0163348	0.167594	0.375995	0.0260593	0.0200287	0.0469083	0.00281316	0.0133232	0.0311673	0.0232571	0.0608195	0.0157449	0.0361194	0.00829687	0.036782	0.0140181	0.0457549	0.0120818	0.0387194	0.0256688	0.025344	0.00406993	0.103939	0.0321976	0.0171935	0.00908633	0.00172149	0.0193642	0.0147862	14.02788	0.996402	0.999078	1.00092	1.0036	14.02788	199.1928	0.04028095	-3.997275	1.253314	1.570797
660	-337.9683	-434.5476	96.57927	658353.6	0.0131301	0.0114899	0.00618355	0.0367794	0.0728174	0.0332382	0.0156792	0.00587981	0.127246	0.00263566	0.0155245	0.00815118	0.00271817	0.0979384	0.00253242	0.014478	0.00808956	0.00939598	0.00201464	0.0967111	0.0113044	0.0833933	0.0251948	0.0249153	0.151642	0.130104	0.0468277	0.0588298	0.00301613	0.0145593	0.0347387	0.0286481	0.0236723	0.0537503	0.00263747	0.0359035	0.00261107	0.0333989	0.026152	0.0120187	0.0172825	0.00607417	0.0225715	0.0850653	0.0205877	0.145908	0.0270085	0.0153113	0.00619377	0.0459246	0.0267303	0.0582181	14.01217	0.998434	0.999599	1.0004	1.00157	14.01217	199.1415	0.04388211	-3.84663	1.200318	1.440763
