Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2590	-430.87	-413.995	-16.8753	386757.7	6.62746	0.997957	0.999477	1.00052	1.00204	3.949237
2600	-438.978	-423.099	-15.879	65145.78	6.921735	0.995024	0.998724	1.00127	1.00498	3.836026
2610	-432.245	-420.142	-12.1027	147825.9	7.367004	0.996696	0.999154	1.00084	1.00331	3.358755
2620	-433.685	-417.526	-16.1589	539594.5	9.256709	0.99827	0.999557	1.00044	1.00173	3.88446
2630	-437.083	-421.193	-15.89	146420.9	8.43405	0.99668	0.99915	1.00085	1.00332	3.886825
2640	-447.392	-433.456	-13.9354	431410.8	8.733159	0.998065	0.999505	1.00049	1.00194	3.654726
2650	-440.054	-423.88	-16.1737	952724.2	7.669499	0.998698	0.999667	1.00033	1.0013	3.922344
2660	-430.682	-420.215	-10.4668	163982	9.796856	0.996863	0.999197	1.0008	1.00314	3.269293
2670	-445.053	-432.372	-12.6808	136480.9	8.284928	0.996561	0.999119	1.00088	1.00344	3.50197
2680	-429.261	-411.441	-17.8202	963609.4	10.16741	0.998705	0.999669	1.00033	1.0013	3.986582
2690	-433.17	-425.771	-7.39944	550072	10.93007	0.998287	0.999562	1.00044	1.00171	2.959433
2700	-436.8	-422.345	-14.4552	367574.3	7.03743	0.997904	0.999464	1.00053	1.0021	3.645082
2710	-446.637	-428.405	-18.2319	76793.79	7.632902	0.995417	0.998825	1.00117	1.00459	4.191069
2720	-438.229	-417.814	-20.4157	905682	5.314429	0.998665	0.999659	1.00034	1.00134	4.269544
2730	-429.99	-420.171	-9.81895	622722.8	8.45614	0.99839	0.999588	1.00041	1.00161	3.168405
2740	-431.129	-413.896	-17.2333	726030.5	9.174413	0.998509	0.999619	1.00038	1.00149	4.006088
2750	-435.24	-420.605	-14.6342	769016.1	7.179656	0.998551	0.999629	1.00037	1.00145	3.685815
2760	-430.471	-418.29	-12.1805	514070.8	8.769337	0.998228	0.999547	1.00045	1.00177	3.454262
2770	-434.093	-424.526	-9.56675	312207.8	9.86157	0.997726	0.999418	1.00058	1.00228	3.177286
2780	-442.232	-420.533	-21.6996	667599.6	4.95642	0.998445	0.999602	1.0004	1.00156	4.387082
2790	-435.09	-415.629	-19.4612	919764.7	7.147415	0.998675	0.999661	1.00034	1.00133	4.35791
2800	-436.655	-423.053	-13.6018	596255.2	6.640012	0.998354	0.999579	1.00042	1.00165	3.457799
2810	-426.446	-419.745	-6.70126	928258.4	9.377934	0.998681	0.999663	1.00034	1.00132	2.868951
2820	-434.064	-418.692	-15.3723	607957.6	11.57428	0.99837	0.999583	1.00042	1.00163	3.635706
2830	-428.779	-414.743	-14.0361	23019.91	13.98567	0.991635	0.997848	1.00213	1.00839	3.325358
2840	-441.518	-421.257	-20.2614	117689.7	10.11659	0.996297	0.999051	1.00094	1.00371	4.232572
2850	-429.724	-418.675	-11.0494	740332.6	8.336848	0.998523	0.999622	1.00038	1.00148	3.307955
2860	-429.412	-419.102	-10.31	76026.88	10.95309	0.995394	0.998819	1.00117	1.00461	3.224858
2870	-430.442	-422.149	-8.29279	797911.5	11.88542	0.998577	0.999636	1.00036	1.00142	3.013298
2880	-430.001	-423.067	-6.93394	32643.39	11.03653	0.992973	0.998194	1.00179	1.00704	2.915761
2890	-439.041	-427.853	-11.188	707080.9	7.624882	0.998489	0.999613	1.00039	1.00151	3.267333
2900	-428.866	-418.033	-10.8325	773931.9	10.51929	0.998555	0.999631	1.00037	1.00145	3.288993
2910	-428.399	-419.549	-8.85077	198097.1	9.537751	0.997146	0.999269	1.00073	1.00286	3.101362
2920	-425.706	-415.622	-10.0839	527607.9	9.732351	0.998251	0.999552	1.00045	1.00175	3.23054
2930	-431.135	-417.765	-13.3701	844626	7.434177	0.998617	0.999646	1.00035	1.00138	3.537378
2940	-432.422	-422.587	-9.83566	518546.2	11.83966	0.998235	0.999549	1.00045	1.00177	3.145279
2950	-432.923	-421.297	-11.6256	837786.6	10.1226	0.998612	0.999645	1.00035	1.00139	3.378755
2960	-441.064	-426.765	-14.2991	884111.2	8.457719	0.998648	0.999654	1.00034	1.00135	3.698212
2970	-435.819	-423.757	-12.0615	201058.8	10.63712	0.997167	0.999275	1.00072	1.00284	3.400445
2980	-423.215	-415.775	-7.44004	478682.5	9.181649	0.998163	0.99953	1.00047	1.00184	2.938996
2990	-426.718	-416.284	-10.4346	919508.9	9.790446	0.998675	0.999661	1.00034	1.00133	3.26607
3000	-446.206	-428.605	-17.6008	351802.9	6.415469	0.997858	0.999452	1.00055	1.00214	4.032214
3010	-440.952	-424.767	-16.1843	715852.4	7.482969	0.998498	0.999616	1.00038	1.0015	3.91794
3020	-438.419	-420.304	-18.1154	394889.9	7.91856	0.997978	0.999483	1.00052	1.00202	4.171068
3030	-444.474	-424.027	-20.4468	372426.1	5.501302	0.997918	0.999467	1.00053	1.00208	4.330678
3040	-435.879	-421.458	-14.4212	295164.8	8.550778	0.997661	0.999401	1.0006	1.00234	3.712306
3050	-436.22	-420.218	-16.0023	473761.6	6.14939	0.998154	0.999528	1.00047	1.00185	3.728063
3060	-435.936	-425.219	-10.7168	334924.6	9.153924	0.997804	0.999438	1.00056	1.0022	3.295562
3070	-432.366	-418.849	-13.5168	240013.8	8.053572	0.997407	0.999336	1.00066	1.0026	3.596072
3080	-430.302	-414.205	-16.0965	401831.3	8.01144	0.997996	0.999487	1.00051	1.00201	3.916433
3090	-435.961	-421.887	-14.0739	654101.7	10.16891	0.998429	0.999598	1.0004	1.00157	3.618037
3100	-432.664	-416.036	-16.6287	661416	5.843978	0.998437	0.9996	1.0004	1.00156	3.752879
3110	-428.13	-413.124	-15.0058	967637.7	12.86977	0.998708	0.99967	1.00033	1.00129	3.493166
3120	-426.005	-417.679	-8.3263	525438.5	9.421614	0.998247	0.999552	1.00045	1.00175	3.043479
3130	-424.902	-415.14	-9.76225	213719	9.674741	0.997252	0.999296	1.0007	1.00275	3.197471
3140	-438.51	-425.895	-12.615	707901.2	10.45897	0.99849	0.999614	1.00039	1.00151	3.461398
3150	-434.295	-417.363	-16.9325	818689.5	6.51086	0.998596	0.999641	1.00036	1.00141	3.942363
3160	-436.602	-419.512	-17.0898	498980.6	7.135066	0.998201	0.99954	1.00046	1.0018	4.025436
3170	-437.833	-423.96	-13.8728	754982.7	7.95269	0.998537	0.999626	1.00037	1.00146	3.636683
3180	-446.214	-428.77	-17.4437	487406.3	6.288636	0.99818	0.999534	1.00046	1.00182	3.987799
3190	-442.274	-425.906	-16.3681	176119	10.82598	0.996973	0.999225	1.00077	1.00303	3.789082
3200	-437.937	-422.687	-15.2496	627752.4	8.173029	0.998396	0.99959	1.00041	1.0016	3.812053
3210	-456.527	-429.46	-27.067	396014	8.014894	0.997981	0.999483	1.00052	1.00202	5.285194
3220	-425.385	-416.432	-8.95268	979454.6	10.85039	0.998716	0.999672	1.00033	1.00128	3.103532
3230	-435.572	-419.75	-15.8221	857468.2	10.94426	0.998628	0.999649	1.00035	1.00137	3.728842
3240	-436.774	-423.754	-13.0199	703388.7	11.19576	0.998485	0.999612	1.00039	1.00152	3.457264
3250	-431.498	-416.705	-14.7932	544264.8	9.698893	0.998278	0.999559	1.00044	1.00172	3.716209
3260	-432.82	-419.276	-13.5444	330223.2	8.149554	0.997789	0.999434	1.00056	1.00221	3.602724
3270	-441.991	-426.455	-15.5359	140102.7	6.493186	0.996606	0.999131	1.00087	1.0034	3.724744
3280	-430.808	-417.313	-13.4947	793357.7	10.74762	0.998573	0.999635	1.00036	1.00143	3.52851
3290	-437.162	-421.131	-16.0308	869687	8.108761	0.998637	0.999652	1.00035	1.00136	3.908066
3300	-425.808	-417.741	-8.06698	920454.7	10.71696	0.998675	0.999661	1.00034	1.00133	3.023917
3310	-426.679	-420.996	-5.68309	817629	10.37615	0.998595	0.999641	1.00036	1.00141	2.797278
3320	-425.761	-419.828	-5.93314	951919.8	12.91822	0.998697	0.999667	1.00033	1.0013	2.786597
3330	-429.721	-427.373	-2.34774	294046.7	11.37865	0.997657	0.9994	1.0006	1.00235	2.507564
3340	-435.713	-421.662	-14.0505	497679.6	9.956103	0.998199	0.999539	1.00046	1.0018	3.627188
3350	-441.481	-429.887	-11.5943	534239.8	9.156724	0.998261	0.999555	1.00044	1.00174	3.391423
3360	-442.525	-427.654	-14.8703	592535.7	8.742105	0.998349	0.999578	1.00042	1.00165	3.761581
3370	-435.072	-419.285	-15.7871	917587.9	9.534648	0.998673	0.999661	1.00034	1.00133	3.828795
3380	-427.857	-415.081	-12.7764	42367.55	8.223997	0.993831	0.998416	1.00157	1.00618	3.511396
3390	-433.921	-418.422	-15.4983	336776.4	8.376328	0.997811	0.99944	1.00056	1.00219	3.841161
3400	-434.337	-422.5	-11.8372	198253.1	10.76873	0.997147	0.999269	1.00073	1.00286	3.373294
3410	-445.567	-429.259	-16.3079	798652.6	9.329624	0.998578	0.999636	1.00036	1.00142	3.89627
3420	-439.654	-419.225	-20.4291	175358.9	9.204806	0.996966	0.999223	1.00077	1.00304	4.351242
3430	-442.674	-424.771	-17.9035	587003.5	8.007791	0.998341	0.999576	1.00042	1.00166	4.142076
3440	-436.826	-422.898	-13.9286	249374.9	8.976282	0.997456	0.999349	1.00065	1.00255	3.650506
3450	-436.95	-422.611	-14.3383	878190.8	10.47483	0.998644	0.999653	1.00035	1.00136	3.625149
3460	-440.591	-421.169	-19.4217	119608.7	12.8765	0.996327	0.999059	1.00094	1.00368	3.835514
3470	-430.203	-417.776	-12.4263	213485.7	10.6962	0.99725	0.999296	1.0007	1.00275	3.43175
3480	-437.557	-424.545	-13.0119	188757.9	8.493318	0.997076	0.999251	1.00075	1.00293	3.546648
3490	-437.543	-424.138	-13.405	845369.7	9.064292	0.998618	0.999647	1.00035	1.00138	3.590877
3500	-442.402	-428.977	-13.4249	515047.8	10.61771	0.998229	0.999547	1.00045	1.00177	3.529759
3510	-436.115	-428.581	-7.53442	223400.6	9.108909	0.997312	0.999312	1.00069	1.00269	2.945608
3520	-437.399	-423.887	-13.5114	344759.2	9.039367	0.997836	0.999446	1.00055	1.00217	3.603049
3530	-426.696	-418.658	-8.03728	508973.6	10.55267	0.998219	0.999544	1.00045	1.00178	3.022983
3540	-436.266	-422.569	-13.6979	59669.97	10.56697	0.994801	0.998666	1.00132	1.00521	3.558536
3550	-439.953	-421.465	-18.4874	776886.2	7.141342	0.998558	0.999631	1.00037	1.00144	4.221494
3560	-434.533	-425.456	-9.07712	876479.1	8.911117	0.998643	0.999653	1.00035	1.00136	3.107251
3570	-429.236	-415.87	-13.3663	489317.3	8.403698	0.998183	0.999535	1.00046	1.00182	3.587111
3580	-433.203	-416.916	-16.2876	854289	9.171602	0.998625	0.999648	1.00035	1.00138	3.903161
3590	-437.479	-420.152	-17.3269	840501.2	7.789106	0.998614	0.999646	1.00035	1.00139	4.072651
3600	-445.111	-424.264	-20.8472	489129.1	6.996972	0.998183	0.999535	1.00046	1.00182	4.553657
3610	-448.189	-426.937	-21.2517	350394.1	5.943433	0.997853	0.999451	1.00055	1.00215	4.558267
3620	-431.977	-416.634	-15.3427	973976.7	8.247169	0.998712	0.999671	1.00033	1.00129	3.823401
3630	-442.046	-424.343	-17.7027	311944.6	6.577175	0.997725	0.999418	1.00058	1.00228	4.068545
3640	-445.187	-430.999	-14.1877	429421.1	8.026222	0.998061	0.999504	1.00049	1.00194	3.678603
3650	-424.793	-412.701	-12.0915	577575.2	11.29987	0.998328	0.999572	1.00043	1.00167	3.368442
3660	-431.926	-419.931	-11.9959	482228.6	9.33723	0.99817	0.999532	1.00047	1.00183	3.433997
3670	-422.426	-410.023	-12.403	722682.4	8.3021	0.998505	0.999618	1.00038	1.0015	3.46908
3680	-435.503	-420.82	-14.6833	172336.5	8.953016	0.99694	0.999216	1.00078	1.00306	3.735247
3690	-431.804	-413.287	-18.5169	107128.1	5.816072	0.996119	0.999005	1.00099	1.00389	4.06934
3700	-435.955	-424.984	-10.971	867797.2	10.63119	0.998636	0.999651	1.00035	1.00136	3.298145
3710	-433.472	-420.07	-13.4027	272990.4	8.062493	0.997568	0.999378	1.00062	1.00243	3.582243
3720	-435.386	-418.398	-16.9887	311476.1	5.867362	0.997723	0.999417	1.00058	1.00228	3.820955
3730	-432.48	-417.635	-14.8449	748161.6	6.365287	0.998531	0.999624	1.00037	1.00147	3.591896
3740	-426.504	-418.194	-8.31051	430588.9	11.37468	0.998064	0.999505	1.00049	1.00194	3.03171
3750	-423.494	-414.257	-9.23678	467804.5	12.23592	0.998142	0.999525	1.00047	1.00186	3.076785
3760	-424.483	-415.273	-9.21045	802240.6	9.716755	0.998581	0.999637	1.00036	1.00142	3.140709
3770	-431.168	-414.703	-16.4657	293708.9	9.505382	0.997656	0.9994	1.0006	1.00235	3.901921
3780	-435.071	-425.188	-9.88246	168169.4	10.12563	0.996902	0.999207	1.00079	1.0031	3.20651
3790	-432.532	-415.046	-17.4857	494822.1	6.149854	0.998194	0.999538	1.00046	1.00181	3.969387
3800	-440.505	-417.246	-23.2595	631111.4	7.965907	0.9984	0.999591	1.00041	1.0016	4.815552
3810	-428.614	-418.351	-10.2625	604873.7	10.84841	0.998366	0.999582	1.00042	1.00163	3.224322
3820	-428.399	-415.569	-12.8303	711600.4	6.974404	0.998494	0.999615	1.00038	1.00151	3.404282
3830	-442.462	-423.02	-19.4421	749995.2	6.755984	0.998533	0.999625	1.00037	1.00147	4.344052
3840	-434.096	-417.445	-16.6513	993292.9	5.679248	0.998725	0.999674	1.00033	1.00128	3.705372
3850	-427.509	-411.818	-15.6908	413895.5	9.028734	0.998025	0.999495	1.0005	1.00198	3.844605
3860	-435.78	-418.675	-17.1055	178155.9	6.574768	0.99699	0.999229	1.00077	1.00301	3.977445
3870	-442.312	-427.576	-14.7359	747103.4	8.842286	0.99853	0.999624	1.00038	1.00147	3.744026
3880	-433.381	-422.195	-11.1854	554753	8.721414	0.998294	0.999564	1.00044	1.00171	3.33951
3890	-431.95	-421.867	-10.0831	573326.3	9.497024	0.998322	0.999571	1.00043	1.00168	3.230407
3900	-438.708	-422.465	-16.2434	586174.1	8.916425	0.99834	0.999575	1.00042	1.00166	3.911198
3910	-433.12	-424.37	-8.75009	870710	8.658909	0.998638	0.999652	1.00035	1.00136	3.056393
3920	-431.767	-421.516	-10.2512	543457.6	11.29363	0.998276	0.999559	1.00044	1.00172	3.205845
3930	-432.878	-416.093	-16.7856	621003.7	9.040684	0.998387	0.999588	1.00041	1.00161	3.965191
3940	-433.845	-420.149	-13.6969	577448.6	10.31414	0.998328	0.999572	1.00043	1.00167	3.57309
3950	-441.902	-426.447	-15.4555	117059.3	7.973745	0.996287	0.999049	1.00095	1.00372	3.835976
3960	-427.807	-414.858	-12.9488	885394.5	8.602818	0.998649	0.999655	1.00034	1.00135	3.540761
3970	-430.18	-413.952	-16.2279	428022.8	12.6119	0.998058	0.999503	1.0005	1.00194	3.612615
3980	-444.8	-425.472	-19.3281	106829.3	7.517827	0.996114	0.999004	1.00099	1.00389	4.337418
3990	-439.463	-424.174	-15.2889	441931.9	9.108221	0.998089	0.999511	1.00049	1.00191	3.796947
4000	-437.2	-420.389	-16.8113	426120	7.140269	0.998053	0.999502	1.0005	1.00195	3.986733
4010	-428.273	-417.951	-10.3224	921206.8	8.661411	0.998676	0.999661	1.00034	1.00132	3.238087
4020	-441.504	-422.915	-18.5893	433460.3	9.291985	0.99807	0.999506	1.00049	1.00193	4.144025
4030	-434.661	-417.136	-17.5255	486229.5	7.331984	0.998178	0.999534	1.00047	1.00182	4.093911
4040	-432.65	-418.22	-14.4298	485659.1	8.63406	0.998177	0.999534	1.00047	1.00182	3.712607
4050	-445.184	-422.457	-22.7271	764461.1	4.653307	0.998547	0.999628	1.00037	1.00145	4.459162
4060	-434.485	-418.593	-15.8919	549766.3	9.407224	0.998286	0.999562	1.00044	1.00171	3.847311
4070	-434.365	-416.363	-18.0025	662479.4	7.333176	0.998439	0.999601	1.0004	1.00156	4.158992
4080	-439.259	-421.28	-17.9792	338127.2	8.196887	0.997815	0.999441	1.00056	1.00219	4.145106
4090	-436.548	-422.167	-14.3816	486300.8	8.60447	0.998178	0.999534	1.00046	1.00182	3.707293
4100	-431.266	-418.3	-12.966	618381.8	9.566767	0.998384	0.999587	1.00041	1.00162	3.531988
4110	-441.328	-426.528	-14.8002	917220.6	9.687786	0.998673	0.999661	1.00034	1.00133	3.717519
4120	-436.045	-425.526	-10.5187	380337.3	8.572962	0.99794	0.999473	1.00053	1.00206	3.256939
4130	-426.854	-412.73	-14.1236	474243.7	7.44877	0.998155	0.999528	1.00047	1.00185	3.639892
4140	-447.16	-428.17	-18.9898	151697.6	9.760335	0.996738	0.999165	1.00083	1.00327	4.142867
4150	-433.747	-424.482	-9.26451	283139.6	12.81082	0.997612	0.999389	1.00061	1.00239	3.050173
4160	-438.655	-427.722	-10.9331	787138	7.44295	0.998568	0.999634	1.00037	1.00143	3.210776
4170	-452.025	-434.531	-17.4938	691791.5	6.486734	0.998472	0.999609	1.00039	1.00153	4.02542
4180	-436.742	-421.338	-15.4031	737645.3	7.526324	0.99852	0.999622	1.00038	1.00148	3.815751
4190	-453.658	-432.484	-21.1745	750245.5	7.18529	0.998533	0.999625	1.00037	1.00147	4.596608
4200	-436.429	-420.452	-15.977	255658.3	10.62931	0.997487	0.999357	1.00064	1.00252	3.769179
4210	-437.664	-420.728	-16.9359	823511.4	7.86358	0.9986	0.999642	1.00036	1.0014	4.022403
4220	-438.417	-423.65	-14.7672	801324.9	7.295602	0.99858	0.999637	1.00036	1.00142	3.714749
4230	-435.663	-423.957	-11.7064	62760.21	7.687805	0.994931	0.998699	1.00129	1.00508	3.341674
4240	-435.035	-421.657	-13.378	242339.4	9.704818	0.997419	0.999339	1.00066	1.00258	3.570074
4250	-428.38	-415.842	-12.5377	849899.5	13.90842	0.998622	0.999647	1.00035	1.00138	3.224064
4260	-427.475	-418.419	-9.05653	464075.5	11.81604	0.998135	0.999523	1.00048	1.00187	3.08045
4270	-433.348	-422.393	-10.955	743852.8	9.836863	0.998527	0.999623	1.00038	1.00147	3.318478
4280	-427.116	-411.061	-16.0554	274021.9	6.697904	0.997573	0.999379	1.00062	1.00243	3.835277
4290	-425.8	-410.622	-15.1779	609902.8	9.593596	0.998373	0.999584	1.00042	1.00163	3.761742
4300	-423.711	-412.726	-10.985	978176.6	8.89669	0.998715	0.999671	1.00033	1.00129	3.321057
4310	-430.534	-413.578	-16.956	517251.8	7.147865	0.998233	0.999548	1.00045	1.00177	4.00743
4320	-434.613	-422.352	-12.2603	335604.8	9.891783	0.997807	0.999439	1.00056	1.0022	3.449474
4330	-434.937	-420.982	-13.9549	427045.4	8.013018	0.998056	0.999503	1.0005	1.00195	3.649163
4340	-430.774	-415.106	-15.6673	817505.9	9.438443	0.998595	0.999641	1.00036	1.00141	3.82171
4350	-440.323	-422.976	-17.3473	756216.8	7.310902	0.998539	0.999626	1.00037	1.00146	4.06893
4360	-439.356	-422.242	-17.1134	322166.2	8.660325	0.997761	0.999427	1.00057	1.00224	4.02219
4370	-435.284	-420.097	-15.187	174278.2	7.267911	0.996957	0.999221	1.00078	1.00305	3.770155
4380	-423.382	-416.484	-6.89745	626771.8	9.45185	0.998395	0.999589	1.00041	1.00161	2.893118
4390	-436.307	-420.163	-16.1435	105654.6	7.39084	0.996092	0.998998	1.001	1.00391	3.908437
4400	-431.272	-419.992	-11.2805	141726.8	8.68937	0.996626	0.999136	1.00086	1.00338	3.349521
4410	-437.419	-424.397	-13.022	811729.1	10.26618	0.99859	0.999639	1.00036	1.00141	3.509994
4420	-435.258	-421.388	-13.8698	938140.1	9.034475	0.998688	0.999665	1.00033	1.00131	3.642795
4430	-444.617	-426.844	-17.7726	837137.1	7.879148	0.998611	0.999645	1.00035	1.00139	4.128537
4440	-434.412	-422.449	-11.9631	299352	9.176621	0.997678	0.999406	1.00059	1.00232	3.431637
4450	-437.553	-421.607	-15.9456	420420.4	9.746367	0.99804	0.999499	1.0005	1.00196	3.831905
4460	-430.885	-417.111	-13.774	131490.1	8.337469	0.996497	0.999102	1.00089	1.00351	3.63478
4470	-434.646	-416.313	-18.3329	773272.5	6.442272	0.998555	0.99963	1.00037	1.00145	4.149591
4480	-443.01	-425.314	-17.6964	188619.3	7.842204	0.997075	0.999251	1.00075	1.00293	4.119433
4490	-429.033	-416.01	-13.0226	925666.9	8.40713	0.998679	0.999662	1.00034	1.00132	3.546294
4500	-437.076	-421.548	-15.5282	227603.2	10.12229	0.997337	0.999318	1.00068	1.00267	3.764313
4510	-437.787	-418.896	-18.8908	961065.1	7.500854	0.998704	0.999669	1.00033	1.0013	4.279443
4520	-434.527	-419.191	-15.3358	403911.1	7.499449	0.998001	0.999488	1.00051	1.002	3.80543
4530	-439.791	-421.23	-18.5605	30997.06	9.086277	0.99279	0.998147	1.00183	1.00723	4.157899
4540	-439.21	-422.213	-16.9969	606522.8	9.282274	0.998368	0.999583	1.00042	1.00163	3.973302
4550	-435.673	-418.432	-17.2411	741149.9	6.964638	0.998524	0.999622	1.00038	1.00148	4.03601
4560	-439.098	-421.288	-17.8098	717410.2	7.434249	0.9985	0.999616	1.00038	1.0015	4.134578
4570	-453.244	-430.159	-23.0849	615556.6	5.432034	0.99838	0.999586	1.00041	1.00162	4.797116
4580	-430.66	-415.963	-14.6974	376517.4	7.248243	0.997929	0.99947	1.00053	1.00207	3.701041
4590	-433.893	-420.571	-13.3224	237163.7	6.718688	0.997391	0.999332	1.00067	1.00261	3.431241
4600	-423.158	-411.764	-11.3939	835116.8	9.194656	0.998609	0.999644	1.00035	1.00139	3.369649
4610	-426.683	-414.233	-12.4499	199300.7	7.988658	0.997154	0.999271	1.00073	1.00285	3.459937
4620	-428.226	-419.536	-8.68969	936847.8	11.15197	0.998687	0.999664	1.00034	1.00131	3.071737
4630	-433.536	-421.095	-12.4414	829804.1	7.213677	0.998605	0.999643	1.00036	1.0014	3.385129
4640	-439.489	-430.861	-8.62775	893062.8	11.97924	0.998655	0.999656	1.00034	1.00135	3.037753
4650	-440.823	-418.861	-21.9621	328293.2	5.710445	0.997782	0.999432	1.00057	1.00222	4.645716
4660	-436.935	-424.251	-12.6845	145490.3	8.513859	0.99667	0.999147	1.00085	1.00333	3.508512
4670	-431.412	-419.533	-11.8786	498441.6	8.63916	0.9982	0.99954	1.00046	1.0018	3.417242
4680	-432.882	-418.902	-13.9794	902760.2	8.006921	0.998663	0.999658	1.00034	1.00134	3.652021
4690	-430.561	-415.466	-15.0958	494829.6	10.62521	0.998194	0.999538	1.00046	1.00181	3.686576
4700	-434.388	-423.36	-11.0277	71429.74	10.47098	0.995248	0.998781	1.00121	1.00476	3.309224
4710	-437.666	-423.641	-14.0258	438154.7	8.761144	0.99808	0.999509	1.00049	1.00192	3.664781
4720	-445.539	-426.604	-18.9354	315954.9	6.541647	0.99774	0.999422	1.00058	1.00226	4.252837
4730	-438.602	-420.696	-17.9063	691356.4	6.867724	0.998472	0.999609	1.00039	1.00153	4.125311
4740	-448.908	-431.087	-17.8207	692388.5	7.068657	0.998473	0.999609	1.00039	1.00153	4.124886
4750	-438.163	-425.912	-12.251	838846.1	8.624268	0.998612	0.999645	1.00035	1.00139	3.460077
4760	-432.434	-419.584	-12.8495	524492.5	8.961262	0.998245	0.999551	1.00045	1.00176	3.530375
4770	-441.764	-421.47	-20.294	626685.7	4.775592	0.998395	0.999589	1.00041	1.00161	4.009605
4780	-444.873	-424.619	-20.2547	770892.2	8.134957	0.998553	0.99963	1.00037	1.00145	4.427142
4790	-426.571	-411.734	-14.8361	459382.7	6.265114	0.998125	0.99952	1.00048	1.00188	3.567575
4800	-440.39	-424.579	-15.8113	42982.51	7.017709	0.993876	0.998427	1.00156	1.00614	3.83593
4810	-461.462	-438.32	-23.1419	313735.4	9.715956	0.997732	0.999419	1.00058	1.00227	4.574579
4820	-434.358	-417.646	-16.7118	668166.4	6.84693	0.998445	0.999602	1.0004	1.00156	3.949383
4830	-434.554	-418.415	-16.1391	731004	6.989055	0.998514	0.99962	1.00038	1.00149	3.880066
4840	-442.292	-422.613	-19.679	192628.5	7.145744	0.997105	0.999259	1.00074	1.0029	4.388381
4850	-436.106	-418.977	-17.1288	344020.6	7.357702	0.997834	0.999446	1.00055	1.00217	4.040696
4860	-433.308	-422.986	-10.3221	176232.5	8.475449	0.996974	0.999225	1.00077	1.00303	3.22898
4870	-437.743	-421.863	-15.8806	473281.6	5.020415	0.998153	0.999527	1.00047	1.00185	3.253855
4880	-435.202	-424.586	-10.6158	965131.6	7.457377	0.998706	0.999669	1.00033	1.00129	3.170195
4890	-439.313	-424.556	-14.7569	750473	7.081226	0.998533	0.999625	1.00037	1.00147	3.692828
4900	-418.145	-410.275	-7.86968	958985.6	8.729863	0.998702	0.999668	1.00033	1.0013	2.959926
4910	-442.908	-420.105	-22.8029	348853.2	8.876046	0.997849	0.999449	1.00055	1.00215	4.652044
4920	-438.566	-422.935	-15.631	813153.7	7.211816	0.998591	0.99964	1.00036	1.00141	3.827154
4930	-431.683	-418.893	-12.7899	141418	9.462674	0.996622	0.999135	1.00086	1.00338	3.516275
4940	-429.913	-415.865	-14.0487	627022.8	8.447209	0.998395	0.99959	1.00041	1.00161	3.668572
4950	-433.383	-417.776	-15.6078	91976.45	8.798904	0.995812	0.998926	1.00107	1.00419	3.84412
4960	-429.603	-415.578	-14.0256	629715.4	7.535664	0.998399	0.99959	1.00041	1.0016	3.633399
4970	-440.646	-423.556	-17.0904	424204.8	7.289855	0.998049	0.999501	1.0005	1.00195	4.032958
4980	-441.129	-423.113	-18.016	722304.8	8.921076	0.998505	0.999618	1.00038	1.0015	4.109692
4990	-437.706	-422.878	-14.8281	161091.8	10.66363	0.996835	0.999189	1.00081	1.00317	3.658636
5000	-436.326	-419.626	-16.7001	719123.9	7.151633	0.998501	0.999617	1.00038	1.0015	3.971864
5010	-430.617	-417.515	-13.1023	20461.98	7.475549	0.991128	0.997716	1.00226	1.0089	3.505367
5020	-428.152	-416.304	-11.8478	547633.9	8.857431	0.998283	0.999561	1.00044	1.00172	3.41759
5030	-432.846	-415.58	-17.2661	269214.9	11.54667	0.997551	0.999373	1.00062	1.00245	3.802062
5040	-425.642	-411.689	-13.9529	658549.9	10.96131	0.998434	0.999599	1.0004	1.00157	3.556894
5050	-435.565	-422.862	-12.7038	428159.1	9.423788	0.998058	0.999503	1.0005	1.00194	3.508059
5060	-444.295	-424.924	-19.3711	349810.8	6.94076	0.997852	0.99945	1.00055	1.00215	4.341136
5070	-432.577	-419.926	-12.6503	968111.5	10.35618	0.998708	0.99967	1.00033	1.00129	3.469678
5080	-431.879	-420.333	-11.5456	371115	11.75897	0.997914	0.999466	1.00053	1.00209	3.294455
5090	-436.002	-425.506	-10.4965	803012.4	9.298706	0.998582	0.999637	1.00036	1.00142	3.273139
5100	-433.477	-421.547	-11.9297	310114.1	9.353401	0.997718	0.999416	1.00058	1.00228	3.426745
5110	-451.768	-422.925	-28.8427	617892.8	4.585307	0.998383	0.999587	1.00041	1.00162	5.756037
5120	-434.052	-422.503	-11.5493	569996.5	8.986213	0.998317	0.999569	1.00043	1.00168	3.385537
5130	-432.023	-419.024	-12.9997	763851.1	13.51551	0.998546	0.999628	1.00037	1.00145	3.287815
5140	-432.725	-420.798	-11.927	251000.6	7.875784	0.997464	0.999351	1.00065	1.00254	3.386364
5150	-435.157	-423.482	-11.675	122674	11.24486	0.996373	0.999071	1.00092	1.00363	3.334538
5160	-430.775	-418.501	-12.2741	662540.1	8.795302	0.998439	0.999601	1.0004	1.00156	3.465202
5170	-426.971	-412.84	-14.13	967595.6	9.850216	0.998708	0.99967	1.00033	1.00129	3.640588
