Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
470	-434.572	-419.022	-15.5497	448427.2	8.424305	0.998102	0.999515	1.00048	1.0019	3.846628
480	-434.578	-421.438	-13.1392	551985.4	11.1747	0.99829	0.999562	1.00044	1.00171	3.469272
490	-434.246	-419.975	-14.2716	771037.6	6.540298	0.998553	0.99963	1.00037	1.00145	3.539642
500	-430.681	-421.365	-9.31645	739718.3	9.13218	0.998522	0.999622	1.00038	1.00148	3.14195
510	-443.56	-422.752	-20.8074	259664.4	6.601818	0.997507	0.999362	1.00064	1.0025	4.541585
520	-436.64	-422.131	-14.5089	480413.7	8.841203	0.998167	0.999531	1.00047	1.00183	3.71837
530	-433.299	-423.569	-9.73051	607550.2	8.832729	0.99837	0.999583	1.00042	1.00163	3.177565
540	-433.567	-419.467	-14.1004	437742.6	10.79023	0.998079	0.999509	1.00049	1.00192	3.582023
550	-427.12	-415.787	-11.3327	632401.7	7.138641	0.998402	0.999591	1.00041	1.0016	3.219172
560	-434.247	-419.356	-14.8906	994071	8.667322	0.998725	0.999674	1.00033	1.00128	3.765394
570	-435.518	-421.689	-13.829	377987.3	7.95074	0.997933	0.999471	1.00053	1.00207	3.631095
580	-451.307	-432.071	-19.236	585097.9	6.894461	0.998339	0.999575	1.00042	1.00166	4.320005
590	-439.058	-427.194	-11.8636	329871.7	8.440496	0.997788	0.999434	1.00056	1.00221	3.409649
600	-432.742	-424.124	-8.6177	551195.6	9.938744	0.998288	0.999562	1.00044	1.00171	3.081455
610	-433.616	-422.114	-11.5021	435958.1	12.02234	0.998076	0.999508	1.00049	1.00193	3.275091
620	-433.998	-423.844	-10.1539	369562.9	8.339077	0.99791	0.999465	1.00053	1.00209	3.200692
630	-442.558	-423.459	-19.0985	322889.3	8.656566	0.997764	0.999428	1.00057	1.00224	4.251682
640	-435.314	-422.603	-12.7118	850776.8	9.638994	0.998622	0.999648	1.00035	1.00138	3.503403
650	-427.285	-414.754	-12.5309	375004.9	12.62205	0.997925	0.999469	1.00053	1.00208	3.318755
660	-439.252	-417.834	-21.4179	597494.9	5.162099	0.998356	0.99958	1.00042	1.00164	4.409653
670	-436.174	-416.969	-19.205	720529.6	7.567899	0.998503	0.999617	1.00038	1.0015	4.320084
680	-432.506	-426.015	-6.49186	173708.6	14.21232	0.996952	0.999219	1.00078	1.00305	2.775641
690	-436.558	-424.281	-12.2775	488818.1	13.61335	0.998183	0.999535	1.00046	1.00182	3.227185
700	-418.852	-414.785	-4.06648	629907.4	10.63272	0.998399	0.99959	1.00041	1.0016	2.648722
710	-426.239	-414.359	-11.8796	574512.7	10.32383	0.998324	0.999571	1.00043	1.00168	3.396523
720	-424.087	-416.282	-7.8048	360913.8	13.67251	0.997885	0.999459	1.00054	1.00212	2.895691
730	-428.22	-414.177	-14.0436	652221.2	8.418531	0.998427	0.999598	1.0004	1.00157	3.667809
740	-433.026	-422.377	-10.6492	663115.6	11.73241	0.998439	0.999601	1.0004	1.00156	3.219602
750	-436.301	-418.349	-17.9522	282116.6	8.3519	0.997608	0.999388	1.00061	1.00239	4.135261
760	-428.107	-412.974	-15.1331	408091.6	10.30652	0.998011	0.999491	1.00051	1.00199	3.71287
770	-427.099	-416.005	-11.0939	969201.5	9.329605	0.998709	0.99967	1.00033	1.00129	3.337401
780	-425.454	-412.842	-12.6117	460547.8	9.469329	0.998128	0.999521	1.00048	1.00187	3.497293
790	-449.116	-433.141	-15.9751	756762.4	7.085585	0.998539	0.999626	1.00037	1.00146	3.865214
800	-429.8	-419.013	-10.7869	280447.7	11.48823	0.997601	0.999386	1.00061	1.0024	3.24386
810	-439.036	-416.419	-22.6172	191538.3	9.567367	0.997097	0.999257	1.00074	1.00291	4.540728
820	-440.859	-425.898	-14.9618	325582.3	7.525802	0.997773	0.99943	1.00057	1.00223	3.757079
830	-434.872	-421.117	-13.7554	295751.6	6.348135	0.997664	0.999402	1.0006	1.00234	3.416504
840	-435.317	-422.355	-12.9613	894630.9	7.599386	0.998656	0.999656	1.00034	1.00134	3.497777
850	-443.274	-426.694	-16.58	697893.6	5.826646	0.998479	0.999611	1.00039	1.00152	3.739463
860	-440.678	-426.428	-14.2496	983177.1	7.331208	0.998718	0.999672	1.00033	1.00128	3.647057
870	-427.286	-414.421	-12.8651	729815.2	7.790173	0.998512	0.99962	1.00038	1.00149	3.499901
880	-431.147	-417.773	-13.3737	944612	7.75877	0.998692	0.999666	1.00033	1.00131	3.563246
890	-442.206	-427.386	-14.8198	947505.4	8.165176	0.998694	0.999666	1.00033	1.00131	3.75938
900	-430.977	-417.03	-13.947	810383.7	8.024045	0.998588	0.999639	1.00036	1.00141	3.648545
910	-440.341	-425.042	-15.2989	740078.1	8.691224	0.998523	0.999622	1.00038	1.00148	3.811923
920	-437.979	-425.631	-12.3478	126942.4	7.52571	0.996435	0.999087	1.00091	1.00357	3.409738
930	-440.87	-427.802	-13.0685	215036.2	7.846449	0.99726	0.999299	1.0007	1.00274	3.529567
940	-434.779	-422.028	-12.7513	424586.3	7.680787	0.99805	0.999501	1.0005	1.00195	3.477016
950	-431.266	-421.921	-9.34514	183035.1	11.24253	0.99703	0.99924	1.00076	1.00297	3.127424
960	-431.232	-415.311	-15.9213	419323.5	11.68627	0.998038	0.999498	1.0005	1.00196	3.673117
970	-435.725	-421.02	-14.7046	220430.9	10.93931	0.997294	0.999307	1.00069	1.00271	3.627104
980	-439.341	-418.361	-20.9805	774124.6	7.066118	0.998556	0.999631	1.00037	1.00145	4.57193
990	-437.014	-422.956	-14.058	281265.3	7.955739	0.997604	0.999387	1.00061	1.0024	3.660082
1000	-434.765	-425.533	-9.23235	157943.1	13.15548	0.996803	0.999181	1.00082	1.0032	3.029172
1010	-434.775	-421.375	-13.4005	69600.38	9.444056	0.995186	0.998765	1.00123	1.00482	3.581373
1020	-430.425	-415.316	-15.1096	44183.47	8.752674	0.993959	0.998449	1.00154	1.00605	3.788691
1030	-431.235	-420.746	-10.4892	562475.6	11.01205	0.998306	0.999567	1.00043	1.0017	3.238882
1040	-431.1	-419.644	-11.4556	996915.5	8.338924	0.998727	0.999675	1.00032	1.00127	3.356775
1050	-429.921	-414.264	-15.6569	826286.6	11.83741	0.998602	0.999642	1.00036	1.0014	3.63715
1060	-426.989	-413.106	-13.8827	85062.42	9.199917	0.995645	0.998883	1.00111	1.00436	3.640193
1070	-431.112	-421.994	-9.11783	403442.9	8.67757	0.998	0.999488	1.00051	1.002	3.099955
1080	-422.841	-411.14	-11.7017	347119.8	8.943517	0.997843	0.999448	1.00055	1.00216	3.402124
1090	-428.14	-417.869	-10.2708	181714.1	10.65594	0.99702	0.999237	1.00076	1.00298	3.231506
1100	-430.102	-419.825	-10.2773	385329.5	11.14254	0.997953	0.999476	1.00052	1.00205	3.214484
1110	-434.613	-422.111	-12.5013	48104.03	9.420231	0.99421	0.998514	1.00147	1.0058	3.486641
1120	-447.52	-430.27	-17.2502	365209.2	8.070837	0.997897	0.999462	1.00054	1.0021	4.05929
1130	-431.655	-414.884	-16.7714	444631.8	5.77457	0.998094	0.999512	1.00049	1.00191	3.756827
1140	-448.955	-431.021	-17.9337	517421.9	8.742684	0.998233	0.999548	1.00045	1.00177	4.111967
1150	-438.564	-419.524	-19.0406	79141.12	8.816242	0.995485	0.998842	1.00115	1.00452	4.232901
1160	-420.897	-410.054	-10.8426	591949.5	7.181644	0.998348	0.999578	1.00042	1.00165	3.158058
1170	-439.23	-422.43	-16.8006	213700.3	6.223068	0.997252	0.999296	1.0007	1.00275	3.872996
1180	-431.166	-415.532	-15.6344	987889.9	11.2762	0.998721	0.999673	1.00033	1.00128	3.683986
1190	-421.922	-414.852	-7.07063	430262.2	8.371888	0.998063	0.999504	1.00049	1.00194	2.834553
1200	-434.735	-423.855	-10.8803	810322.8	7.774214	0.998588	0.999639	1.00036	1.00141	3.243487
1210	-437.774	-425.348	-12.4269	968029.7	11.00147	0.998708	0.99967	1.00033	1.00129	3.415436
1220	-432.31	-417.956	-14.3537	752921.2	10.63531	0.998535	0.999625	1.00037	1.00147	3.616053
1230	-435.648	-419.346	-16.3014	250430.5	10.83256	0.997461	0.99935	1.00065	1.00254	3.782352
1240	-434.506	-420.505	-14.0005	152648.9	6.670531	0.996748	0.999167	1.00083	1.00326	3.523519
1250	-439.078	-421.722	-17.3563	226299.6	7.934475	0.997329	0.999316	1.00068	1.00267	4.074985
1260	-430.222	-420.645	-9.57773	948480.4	8.624347	0.998695	0.999666	1.00033	1.00131	3.150106
1270	-434.291	-419.705	-14.5857	194308.3	7.686793	0.997118	0.999262	1.00074	1.00289	3.716142
1280	-432.747	-419.754	-12.9937	238571.2	10.08149	0.997399	0.999334	1.00066	1.0026	3.515735
1290	-442.806	-422.554	-20.2518	655989.2	5.857889	0.998431	0.999599	1.0004	1.00157	4.375397
1300	-439.207	-422.687	-16.5203	220235.8	6.829162	0.997293	0.999307	1.00069	1.00271	3.919579
1310	-425.796	-410.901	-14.8951	564690.9	7.244098	0.998309	0.999567	1.00043	1.00169	3.72796
1320	-438.572	-429.353	-9.21817	187527.5	13.51181	0.997066	0.999249	1.00075	1.00294	3.008236
1330	-427.545	-419.543	-8.00252	94675.94	10.55286	0.995872	0.998942	1.00105	1.00413	3.019688
1340	-426.754	-413.642	-13.1116	724710.3	10.29307	0.998507	0.999618	1.00038	1.00149	3.517397
1350	-438.311	-423.911	-14.4	394264.3	7.549683	0.997976	0.999482	1.00052	1.00203	3.683999
1360	-434.514	-421.06	-13.4535	735563.6	9.605897	0.998518	0.999621	1.00038	1.00148	3.581556
1370	-432.688	-417.776	-14.9119	28655.95	8.21374	0.992501	0.998072	1.00191	1.00752	3.771017
1380	-433.435	-417.666	-15.7697	444012.9	6.790002	0.998093	0.999512	1.00049	1.00191	3.804835
1390	-436.5	-419.815	-16.6849	25814.14	9.639158	0.9921	0.997968	1.00201	1.00792	3.91558
1400	-429.414	-421.207	-8.20765	14576.51	8.543187	0.989491	0.997291	1.00267	1.01055	2.985037
1410	-431.059	-412.524	-18.5348	290781.2	6.654725	0.997644	0.999397	1.0006	1.00236	4.201968
1420	-433.97	-422.228	-11.7425	385314	9.890866	0.997953	0.999476	1.00052	1.00205	3.397151
1430	-436.978	-420.752	-16.2261	667235.5	6.890827	0.998444	0.999602	1.0004	1.00156	3.883063
1440	-426.429	-414.635	-11.7935	381944.5	7.892713	0.997944	0.999474	1.00052	1.00206	3.370744
1450	-439.455	-422.581	-16.8742	64116.26	6.851164	0.994985	0.998713	1.00128	1.00502	3.973493
1460	-432.793	-422.679	-10.1144	950544.4	10.5963	0.998697	0.999667	1.00033	1.0013	3.218588
1470	-439.118	-424.487	-14.631	574599.4	11.27054	0.998324	0.999571	1.00043	1.00168	3.595435
1480	-432.012	-419.716	-12.2959	155175.8	8.469815	0.996775	0.999174	1.00082	1.00323	3.461703
1490	-431.102	-421.234	-9.86814	780335.6	10.37398	0.998561	0.999632	1.00037	1.00144	3.200658
1500	-435.469	-421.569	-13.9	639661.5	10.02374	0.998411	0.999594	1.00041	1.00159	3.608641
1510	-431.969	-423.312	-8.65747	113753.6	10.1985	0.996234	0.999035	1.00096	1.00377	3.085258
1520	-431.079	-416.641	-14.4378	973327	10.85605	0.998712	0.999671	1.00033	1.00129	3.608651
1530	-428.559	-418.052	-10.5067	194780.8	8.553565	0.997121	0.999263	1.00073	1.00288	3.254644
1540	-421.788	-413.405	-8.38344	457473.7	10.41778	0.998121	0.999519	1.00048	1.00188	3.05719
1550	-433.62	-417.018	-16.6019	805610.9	6.967739	0.998584	0.999638	1.00036	1.00142	3.944494
1560	-439.787	-427.061	-12.726	462637.8	8.679479	0.998132	0.999522	1.00048	1.00187	3.515777
1570	-443.87	-424.573	-19.297	77333.02	6.104093	0.995433	0.998829	1.00116	1.00457	4.257004
1580	-434.494	-425.696	-8.79795	240109.2	8.441606	0.997407	0.999336	1.00066	1.0026	3.046531
1590	-441.385	-429.093	-12.292	125555.2	10.05313	0.996415	0.999081	1.00091	1.00359	3.447174
1600	-451.321	-433.048	-18.2731	684883.3	8.188501	0.998464	0.999607	1.00039	1.00154	4.181328
1610	-430.311	-416.407	-13.9039	614808.6	14.03945	0.998379	0.999585	1.00041	1.00162	3.311461
1620	-426.395	-412.067	-14.3281	536960.4	7.566171	0.998266	0.999556	1.00044	1.00174	3.675551
1630	-433.956	-419.15	-14.8057	301702.8	6.191151	0.997687	0.999408	1.00059	1.00232	3.544381
1640	-426.662	-410.485	-16.1768	48045.67	9.03783	0.994207	0.998513	1.00148	1.0058	3.897992
1650	-429.504	-421.541	-7.96332	551733.8	11.32046	0.998289	0.999562	1.00044	1.00171	3.002591
1660	-436.08	-422.341	-13.7389	436946.6	8.471422	0.998078	0.999508	1.00049	1.00192	3.632085
1670	-433.32	-418.685	-14.6354	2658.801	9.681895	0.975457	0.993597	1.00619	1.02476	3.700801
1680	-427.815	-412.29	-15.5253	13742.79	7.267558	0.989178	0.99721	1.00275	1.01086	3.816678
1690	-426.293	-417.504	-8.78906	72879.92	9.235543	0.995295	0.998793	1.0012	1.00471	3.087659
1700	-439.401	-429.796	-9.60483	5974.35	10.77428	0.983603	0.995752	1.00415	1.01649	3.165837
1710	-434.962	-420.846	-14.1155	320539.7	7.285841	0.997756	0.999426	1.00057	1.00225	3.624486
1720	-430.394	-419.454	-10.9401	137900.4	9.518356	0.996579	0.999124	1.00087	1.00342	3.320532
1730	-422.55	-412.252	-10.2982	776771.3	9.009003	0.998558	0.999631	1.00037	1.00144	3.246877
1740	-427.699	-412.111	-15.5881	713815.6	7.057727	0.998496	0.999615	1.00038	1.0015	3.808005
1750	-435.787	-418.867	-16.9195	206456.7	8.328961	0.997204	0.999284	1.00071	1.0028	4.012316
1760	-445.447	-428.016	-17.4304	172641.8	9.407441	0.996942	0.999217	1.00078	1.00306	4.01084
1770	-440.568	-426.473	-14.0955	135947.6	9.427228	0.996555	0.999117	1.00088	1.00345	3.6556
1780	-435.472	-421.528	-13.9447	732480.5	9.421506	0.998515	0.99962	1.00038	1.00149	3.639808
1790	-435.71	-422.96	-12.7495	884604.4	8.787831	0.998649	0.999654	1.00034	1.00135	3.519223
1800	-427.343	-415.048	-12.2947	967618.4	10.96238	0.998708	0.99967	1.00033	1.00129	3.405561
1810	-428.968	-417.797	-11.1712	46853.88	8.520499	0.994134	0.998494	1.00149	1.00588	3.331031
1820	-432.053	-417.57	-14.4829	333512.8	7.076491	0.9978	0.999437	1.00056	1.0022	3.653589
1830	-440.705	-428.279	-12.4256	990969.6	7.902256	0.998723	0.999674	1.00033	1.00128	3.451464
1840	-430.039	-419.763	-10.2759	472612.8	10.03144	0.998152	0.999527	1.00047	1.00185	3.246969
1850	-431.838	-419.12	-12.7179	109151.9	7.416609	0.996155	0.999015	1.00098	1.00385	3.447766
1860	-441.449	-419.61	-21.839	986234.2	6.953562	0.99872	0.999673	1.00033	1.00128	4.696433
1870	-443.897	-427.516	-16.3807	405587.7	8.876199	0.998005	0.99949	1.00051	1.002	3.928487
1880	-443.454	-422.559	-20.8949	941608.9	9.852257	0.99869	0.999665	1.00033	1.00131	4.32712
1890	-434.669	-420.036	-14.6329	82016.79	9.250336	0.995565	0.998863	1.00113	1.00444	3.719859
1900	-429.491	-414.905	-14.5863	301924.5	8.954353	0.997688	0.999408	1.00059	1.00231	3.724373
1910	-432.734	-419.047	-13.6866	272942.7	7.935601	0.997568	0.999378	1.00062	1.00243	3.612531
1920	-432.731	-414.531	-18.2007	472646.1	8.326475	0.998152	0.999527	1.00047	1.00185	4.166258
1930	-431.193	-414.203	-16.9901	38258.52	6.237936	0.993509	0.998333	1.00165	1.00651	3.906297
1940	-442.708	-423.507	-19.2002	907062.5	8.252626	0.998666	0.999659	1.00034	1.00133	4.290819
1950	-440.45	-428.102	-12.3475	385491.4	8.675918	0.997953	0.999476	1.00052	1.00205	3.472119
1960	-443.558	-421.12	-22.438	414917	5.651871	0.998027	0.999495	1.0005	1.00197	4.719941
1970	-442.437	-423.195	-19.2423	864696	8.31661	0.998633	0.999651	1.00035	1.00137	4.291979
1980	-440.07	-424.345	-15.7248	592639.2	7.381048	0.998349	0.999578	1.00042	1.00165	3.851232
1990	-432.516	-420.223	-12.2933	652645.1	8.425693	0.998427	0.999598	1.0004	1.00157	3.460118
2000	-433.918	-416.395	-17.5238	332404.8	9.427619	0.997796	0.999436	1.00056	1.00221	4.019232
2010	-439.412	-422.379	-17.0339	763966.6	8.737577	0.998546	0.999628	1.00037	1.00145	4.009302
2020	-431.791	-418.767	-13.0239	371979.8	8.740846	0.997917	0.999467	1.00053	1.00208	3.550373
2030	-440.829	-425.332	-15.4971	646122.9	8.312617	0.998419	0.999596	1.0004	1.00158	3.841683
2040	-442.028	-423.231	-18.7966	611716.3	5.183367	0.998375	0.999584	1.00041	1.00163	3.911201
2050	-437.237	-422.556	-14.6806	77005.12	7.798251	0.995423	0.998826	1.00117	1.00458	3.733263
2060	-434.063	-420.949	-13.1142	481273	8.856518	0.998168	0.999531	1.00047	1.00183	3.560576
2070	-438.718	-419.342	-19.3762	912776.3	10.66608	0.99867	0.99966	1.00034	1.00133	4.084872
2080	-423.271	-414.274	-8.99727	75785.98	12.10762	0.995386	0.998817	1.00118	1.00462	3.062997
2090	-433.312	-417.753	-15.5595	586633.7	8.596447	0.998341	0.999576	1.00042	1.00166	3.844379
2100	-431.458	-417.871	-13.5864	381307.3	8.010634	0.997942	0.999473	1.00053	1.00206	3.603086
2110	-425.31	-414.549	-10.7619	25236.66	9.996531	0.99201	0.997945	1.00203	1.00801	3.296118
2120	-422.457	-410.769	-11.6884	791213.1	9.413735	0.998571	0.999635	1.00036	1.00143	3.400406
2130	-429.15	-417.62	-11.53	565178.8	8.018551	0.99831	0.999568	1.00043	1.00169	3.346943
2140	-438.259	-424.054	-14.2047	883682.3	8.841003	0.998648	0.999654	1.00035	1.00135	3.68397
2150	-431.092	-414.987	-16.1051	983709.8	5.681849	0.998719	0.999672	1.00033	1.00128	3.610117
2160	-430.513	-412.756	-17.7568	169306.9	9.259859	0.996913	0.999209	1.00079	1.00309	4.056853
2170	-438.214	-421.486	-16.7282	923577.5	9.686493	0.998678	0.999662	1.00034	1.00132	3.916628
2180	-427.372	-414.47	-12.9019	381836.9	8.64572	0.997944	0.999474	1.00052	1.00206	3.535754
2190	-448.919	-428.844	-20.0747	824007.6	6.268034	0.9986	0.999642	1.00036	1.0014	4.404035
2200	-428.011	-424.542	-3.46867	581146.4	11.07232	0.998333	0.999574	1.00043	1.00167	2.602372
2210	-436.258	-423.382	-12.8759	431168.7	11.17783	0.998065	0.999505	1.00049	1.00194	3.445512
2220	-436.647	-424.161	-12.4863	185736.8	9.710132	0.997052	0.999245	1.00075	1.00295	3.478033
2230	-437.014	-421.664	-15.3501	460477.4	11.76425	0.998127	0.999521	1.00048	1.00187	3.617548
2240	-441.971	-430.269	-11.7017	907088.2	8.901678	0.998666	0.999659	1.00034	1.00133	3.401666
2250	-446.245	-431.324	-14.9217	939492.2	9.825196	0.998689	0.999665	1.00033	1.00131	3.722398
2260	-447.104	-430.841	-16.2624	612541.7	9.933828	0.998376	0.999585	1.00041	1.00162	3.850998
2270	-438.895	-420.434	-18.4615	473957.2	8.543894	0.998154	0.999528	1.00047	1.00185	4.185228
2280	-440.121	-423.897	-16.224	230907.5	6.918568	0.997356	0.999323	1.00067	1.00265	3.885548
2290	-449.071	-427.198	-21.8728	601595.4	5.830815	0.998362	0.999581	1.00042	1.00164	4.648433
2300	-441.448	-421.033	-20.4148	270082.6	7.836972	0.997555	0.999374	1.00062	1.00245	4.466366
2310	-435.924	-419.713	-16.2109	462139.9	5.836357	0.998131	0.999522	1.00048	1.00187	3.679088
2320	-431.354	-417.64	-13.7138	306220.3	6.987836	0.997704	0.999412	1.00059	1.0023	3.532875
2330	-431.245	-419.039	-12.2064	746581.8	8.519405	0.998529	0.999624	1.00038	1.00147	3.452496
2340	-440.068	-420.572	-19.4962	36273.09	7.155252	0.993334	0.998287	1.0017	1.00668	4.362862
2350	-435.278	-418.956	-16.3216	684004.6	9.387004	0.998463	0.999607	1.00039	1.00154	3.894244
2360	-451.776	-438.01	-13.7662	382627	7.83096	0.997946	0.999474	1.00052	1.00206	3.617703
2370	-448.356	-430.094	-18.2616	4695.298	7.436557	0.981511	0.995201	1.00468	1.01861	4.195365
2380	-430.927	-420.689	-10.2381	844761.8	9.199087	0.998617	0.999646	1.00035	1.00138	3.244015
2390	-431.686	-419.274	-12.412	215490.7	6.615836	0.997263	0.999299	1.0007	1.00274	3.273137
2400	-425.275	-417.831	-7.44462	781477	10.86357	0.998562	0.999632	1.00037	1.00144	2.964393
2410	-433.549	-417.364	-16.1848	715745.7	12.27744	0.998498	0.999616	1.00038	1.0015	3.640727
2420	-432.934	-419.845	-13.0889	271389.7	6.941383	0.997561	0.999376	1.00062	1.00244	3.436122
2430	-438.33	-423.785	-14.5453	641920.7	8.08367	0.998414	0.999594	1.0004	1.00159	3.724398
2440	-432.148	-422.163	-9.98451	751427	10.5455	0.998534	0.999625	1.00037	1.00147	3.207698
2450	-438.78	-422.277	-16.5034	573336.6	9.53469	0.998322	0.999571	1.00043	1.00168	3.903918
2460	-439.623	-418.809	-20.8138	70349.6	9.093651	0.995212	0.998772	1.00122	1.0048	4.405089
2470	-441.193	-423.007	-18.1857	937386.4	7.949763	0.998687	0.999664	1.00034	1.00131	4.179079
2480	-427.97	-420.731	-7.23883	385870.6	12.696	0.997954	0.999477	1.00052	1.00205	2.896613
2490	-430.908	-421.061	-9.84725	989330.5	9.171691	0.998722	0.999673	1.00033	1.00128	3.20096
2500	-433.213	-422.322	-10.8907	505255.7	8.158938	0.998212	0.999543	1.00046	1.00179	3.277746
2510	-435.777	-422.759	-13.0186	278486.2	8.679298	0.997592	0.999384	1.00061	1.00241	3.549494
2520	-441.084	-424.665	-16.4192	680833	6.488973	0.99846	0.999606	1.00039	1.00154	3.860115
2530	-432.927	-420.158	-12.7687	778275.6	11.58567	0.99856	0.999632	1.00037	1.00144	3.410007
2540	-425.217	-415.858	-9.35869	575636.2	10.22551	0.998325	0.999572	1.00043	1.00168	3.153692
2550	-429.18	-417.684	-11.4964	890292.1	9.486987	0.998653	0.999656	1.00034	1.00135	3.379331
2560	-428.338	-417.006	-11.3315	945299.8	11.33213	0.998693	0.999666	1.00033	1.00131	3.299519
2570	-432.887	-419.694	-13.1929	518459.6	10.90669	0.998235	0.999549	1.00045	1.00177	3.490914
2580	-439.288	-420.796	-18.4921	108174.7	8.705589	0.996138	0.99901	1.00098	1.00387	4.178365
