Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
492	0	-438.915	-422.763	-16.1518	625179.9	7.884976	0.998393	0.999589	1.00041	1.00161	3.922866
493	1	-439.623	-418.809	-20.8138	70349.6	9.093651	0.995212	0.998772	1.00122	1.0048	4.405089
494	0	-430.563	-414.198	-16.3647	255309	7.440879	0.997485	0.999356	1.00064	1.00252	3.94046
495	1	-441.193	-423.007	-18.1857	937386.4	7.949763	0.998687	0.999664	1.00034	1.00131	4.179079
496	0	-430.519	-415.402	-15.1167	330068.9	8.001923	0.997788	0.999434	1.00056	1.00221	3.793972
497	1	-427.97	-420.731	-7.23883	385870.6	12.696	0.997954	0.999477	1.00052	1.00205	2.896613
498	0	-428.521	-414.061	-14.4597	227939	6.481748	0.997339	0.999319	1.00068	1.00266	3.556644
499	1	-430.908	-421.061	-9.84725	989330.5	9.171691	0.998722	0.999673	1.00033	1.00128	3.20096
500	0	-439.214	-424.282	-14.9317	688321.4	9.924391	0.998468	0.999608	1.00039	1.00153	3.717605
501	1	-433.213	-422.322	-10.8907	505255.7	8.158938	0.998212	0.999543	1.00046	1.00179	3.277746
502	0	-428.062	-420.186	-7.87564	348996.1	8.313751	0.997849	0.99945	1.00055	1.00215	2.924942
503	1	-435.777	-422.759	-13.0186	278486.2	8.679298	0.997592	0.999384	1.00061	1.00241	3.549494
504	0	-424.298	-414.324	-9.97452	972173.1	10.65954	0.998711	0.99967	1.00033	1.00129	3.203603
505	1	-441.084	-424.665	-16.4192	680833	6.488973	0.99846	0.999606	1.00039	1.00154	3.860115
506	0	-430.099	-417.345	-12.7546	993562	10.92846	0.998725	0.999674	1.00033	1.00128	3.449476
507	1	-432.927	-420.158	-12.7687	778275.6	11.58567	0.99856	0.999632	1.00037	1.00144	3.410007
508	0	-435.073	-420.97	-14.103	902777.3	12.64466	0.998663	0.999658	1.00034	1.00134	3.441465
509	1	-425.217	-415.858	-9.35869	575636.2	10.22551	0.998325	0.999572	1.00043	1.00168	3.153692
510	0	-430.599	-417.902	-12.6964	622242.3	8.912703	0.998389	0.999588	1.00041	1.00161	3.513404
511	1	-429.18	-417.684	-11.4964	890292.1	9.486987	0.998653	0.999656	1.00034	1.00135	3.379331
512	0	-436.537	-423.199	-13.338	372176.9	10.00337	0.997917	0.999467	1.00053	1.00208	3.553512
513	1	-428.338	-417.006	-11.3315	945299.8	11.33213	0.998693	0.999666	1.00033	1.00131	3.299519
514	0	-428.591	-417.478	-11.1132	570256	9.167898	0.998317	0.99957	1.00043	1.00168	3.338963
515	1	-432.887	-419.694	-13.1929	518459.6	10.90669	0.998235	0.999549	1.00045	1.00177	3.490914
516	0	-429.385	-419.341	-10.0447	67588.9	8.64871	0.995115	0.998747	1.00124	1.00489	3.205428
517	1	-439.288	-420.796	-18.4921	108174.7	8.705589	0.996138	0.99901	1.00098	1.00387	4.178365
518	0	-433.338	-421.438	-11.9003	993716.8	8.746475	0.998725	0.999674	1.00033	1.00128	3.421925
519	1	-430.87	-413.995	-16.8753	386757.7	6.62746	0.997957	0.999477	1.00052	1.00204	3.949237
520	0	-439.417	-423.911	-15.5059	818584	8.747451	0.998595	0.999641	1.00036	1.00141	3.83413
521	1	-438.978	-423.099	-15.879	65145.78	6.921735	0.995024	0.998724	1.00127	1.00498	3.836026
522	0	-435.505	-422.749	-12.7561	343754.3	7.653622	0.997833	0.999445	1.00055	1.00217	3.475419
523	1	-432.245	-420.142	-12.1027	147825.9	7.367004	0.996696	0.999154	1.00084	1.00331	3.358755
524	0	-430.363	-415.176	-15.187	400519.8	6.609014	0.997992	0.999486	1.00051	1.00201	3.691446
525	1	-433.685	-417.526	-16.1589	539594.5	9.256709	0.99827	0.999557	1.00044	1.00173	3.88446
526	0	-433.116	-417.757	-15.3582	492026.9	11.03309	0.998188	0.999537	1.00046	1.00181	3.679346
527	1	-437.083	-421.193	-15.89	146420.9	8.43405	0.99668	0.99915	1.00085	1.00332	3.886825
528	0	-437.581	-423.451	-14.1302	809251.9	8.13423	0.998587	0.999639	1.00036	1.00141	3.674266
529	1	-447.392	-433.456	-13.9354	431410.8	8.733159	0.998065	0.999505	1.00049	1.00194	3.654726
530	0	-436.358	-422.508	-13.8502	60125.07	9.344631	0.994821	0.998671	1.00132	1.00519	3.632358
531	1	-440.054	-423.88	-16.1737	952724.2	7.669499	0.998698	0.999667	1.00033	1.0013	3.922344
532	0	-425.277	-416.223	-9.05406	60669.11	10.53871	0.994844	0.998677	1.00131	1.00517	3.119588
533	1	-430.682	-420.215	-10.4668	163982	9.796856	0.996863	0.999197	1.0008	1.00314	3.269293
534	0	-423.135	-416.357	-6.77883	534581.3	12.7196	0.998262	0.999555	1.00044	1.00174	2.85952
535	1	-445.053	-432.372	-12.6808	136480.9	8.284928	0.996561	0.999119	1.00088	1.00344	3.50197
536	0	-425.897	-421.934	-3.96357	528944.4	11.37222	0.998253	0.999553	1.00045	1.00175	2.64954
537	1	-429.261	-411.441	-17.8202	963609.4	10.16741	0.998705	0.999669	1.00033	1.0013	3.986582
538	0	-441.839	-422.446	-19.3929	756378.3	5.989703	0.998539	0.999626	1.00037	1.00146	4.253906
539	1	-433.17	-425.771	-7.39944	550072	10.93007	0.998287	0.999562	1.00044	1.00171	2.959433
540	0	-437.948	-425.912	-12.0353	92002.58	8.365342	0.995812	0.998927	1.00107	1.00419	3.427329
541	1	-436.8	-422.345	-14.4552	367574.3	7.03743	0.997904	0.999464	1.00053	1.0021	3.645082
542	0	-432.787	-419.783	-13.0036	721876.1	8.038574	0.998504	0.999617	1.00038	1.0015	3.53166
543	1	-446.637	-428.405	-18.2319	76793.79	7.632902	0.995417	0.998825	1.00117	1.00459	4.191069
544	0	-441.121	-427.56	-13.5612	71217.63	10.72756	0.995241	0.998779	1.00121	1.00477	3.535931
545	1	-438.229	-417.814	-20.4157	905682	5.314429	0.998665	0.999659	1.00034	1.00134	4.269544
546	0	-432.697	-422.719	-9.97751	743536	7.720122	0.998526	0.999623	1.00038	1.00147	3.120829
547	1	-429.99	-420.171	-9.81895	622722.8	8.45614	0.99839	0.999588	1.00041	1.00161	3.168405
548	0	-432.38	-416.896	-15.4834	373290.6	9.297762	0.99792	0.999468	1.00053	1.00208	3.809481
549	1	-431.129	-413.896	-17.2333	726030.5	9.174413	0.998509	0.999619	1.00038	1.00149	4.006088
550	0	-426.979	-414.491	-12.4883	260268	9.302818	0.99751	0.999363	1.00064	1.00249	3.487274
551	1	-435.24	-420.605	-14.6342	769016.1	7.179656	0.998551	0.999629	1.00037	1.00145	3.685815
552	0	-431.439	-422.853	-8.58553	344781.1	7.28729	0.997836	0.999446	1.00055	1.00217	2.865772
553	1	-430.471	-418.29	-12.1805	514070.8	8.769337	0.998228	0.999547	1.00045	1.00177	3.454262
554	0	-431.387	-420.938	-10.4489	964428.2	11.47143	0.998706	0.999669	1.00033	1.00129	3.21523
555	1	-434.093	-424.526	-9.56675	312207.8	9.86157	0.997726	0.999418	1.00058	1.00228	3.177286
556	0	-423.131	-413.69	-9.44106	899524.5	8.607496	0.99866	0.999657	1.00034	1.00134	3.133287
557	1	-442.232	-420.533	-21.6996	667599.6	4.95642	0.998445	0.999602	1.0004	1.00156	4.387082
558	0	-429.93	-417.229	-12.701	829421.3	7.863242	0.998605	0.999643	1.00036	1.0014	3.483832
559	1	-435.09	-415.629	-19.4612	919764.7	7.147415	0.998675	0.999661	1.00034	1.00133	4.35791
560	0	-437.447	-424.327	-13.1202	2243.392	9.425663	0.973292	0.993019	1.00673	1.02696	3.55219
561	1	-436.655	-423.053	-13.6018	596255.2	6.640012	0.998354	0.999579	1.00042	1.00165	3.457799
562	0	-435.494	-419.165	-16.3294	8685.406	6.29988	0.986394	0.996483	1.00345	1.01367	3.81281
563	1	-426.446	-419.745	-6.70126	928258.4	9.377934	0.998681	0.999663	1.00034	1.00132	2.868951
564	0	-442.116	-430.488	-11.6278	655302.9	8.290105	0.99843	0.999599	1.0004	1.00157	3.375121
565	1	-434.064	-418.692	-15.3723	607957.6	11.57428	0.99837	0.999583	1.00042	1.00163	3.635706
566	0	-435.892	-419.944	-15.9488	444362.6	8.285516	0.998094	0.999512	1.00049	1.00191	3.896413
567	1	-428.779	-414.743	-14.0361	23019.91	13.98567	0.991635	0.997848	1.00213	1.00839	3.325358
568	0	-433.351	-420.335	-13.0162	771921.4	9.993149	0.998554	0.99963	1.00037	1.00145	3.521772
569	1	-441.518	-421.257	-20.2614	117689.7	10.11659	0.996297	0.999051	1.00094	1.00371	4.232572
570	0	-432.782	-420.79	-11.9926	215692.8	10.75048	0.997264	0.9993	1.0007	1.00274	3.388607
571	1	-429.724	-418.675	-11.0494	740332.6	8.336848	0.998523	0.999622	1.00038	1.00148	3.307955
572	0	-426.253	-415.375	-10.8785	646529.8	9.790453	0.99842	0.999596	1.0004	1.00158	3.311409
573	1	-429.412	-419.102	-10.31	76026.88	10.95309	0.995394	0.998819	1.00117	1.00461	3.224858
574	0	-433.74	-418.244	-15.4966	89965.53	8.327473	0.995765	0.998914	1.00108	1.00424	3.84149
575	1	-430.442	-422.149	-8.29279	797911.5	11.88542	0.998577	0.999636	1.00036	1.00142	3.013298
576	0	-436.151	-418.393	-17.7584	281626.9	9.806814	0.997606	0.999387	1.00061	1.0024	4.012707
577	1	-430.001	-423.067	-6.93394	32643.39	11.03653	0.992973	0.998194	1.00179	1.00704	2.915761
578	0	-446.317	-422.478	-23.8395	628613	5.641875	0.998397	0.99959	1.00041	1.0016	4.966706
579	1	-439.041	-427.853	-11.188	707080.9	7.624882	0.998489	0.999613	1.00039	1.00151	3.267333
580	0	-439.65	-419.193	-20.4564	364740.2	5.457769	0.997896	0.999462	1.00054	1.00211	4.320533
581	1	-428.866	-418.033	-10.8325	773931.9	10.51929	0.998555	0.999631	1.00037	1.00145	3.288993
582	0	-427.828	-414.309	-13.5188	813093.3	9.173201	0.998591	0.99964	1.00036	1.00141	3.60124
583	1	-428.399	-419.549	-8.85077	198097.1	9.537751	0.997146	0.999269	1.00073	1.00286	3.101362
584	0	-431.278	-418.272	-13.0055	897093.1	7.358671	0.998658	0.999657	1.00034	1.00134	3.480398
585	1	-425.706	-415.622	-10.0839	527607.9	9.732351	0.998251	0.999552	1.00045	1.00175	3.23054
586	0	-430.959	-422.625	-8.3336	784418.7	8.221202	0.998565	0.999633	1.00037	1.00144	2.970891
587	1	-431.135	-417.765	-13.3701	844626	7.434177	0.998617	0.999646	1.00035	1.00138	3.537378
588	0	-431.481	-415.282	-16.1987	173775.7	9.828771	0.996952	0.99922	1.00078	1.00305	3.852124
589	1	-432.422	-422.587	-9.83566	518546.2	11.83966	0.998235	0.999549	1.00045	1.00177	3.145279
590	0	-430.402	-419.79	-10.6119	739927.2	10.62021	0.998523	0.999622	1.00038	1.00148	3.264736
591	1	-432.923	-421.297	-11.6256	837786.6	10.1226	0.998612	0.999645	1.00035	1.00139	3.378755
592	0	-425.31	-417.136	-8.17425	476696.5	10.25825	0.99816	0.999529	1.00047	1.00184	3.037809
593	1	-441.064	-426.765	-14.2991	884111.2	8.457719	0.998648	0.999654	1.00034	1.00135	3.698212
594	0	-428.671	-421.057	-7.61412	969918.3	12.06866	0.99871	0.99967	1.00033	1.00129	2.95011
595	1	-435.819	-423.757	-12.0615	201058.8	10.63712	0.997167	0.999275	1.00072	1.00284	3.400445
596	0	-432.02	-419.879	-12.1405	611118.6	8.258457	0.998374	0.999584	1.00041	1.00163	3.435625
597	1	-423.215	-415.775	-7.44004	478682.5	9.181649	0.998163	0.99953	1.00047	1.00184	2.938996
598	0	-440.535	-426.143	-14.3929	768565.3	8.049186	0.99855	0.999629	1.00037	1.00145	3.704745
599	1	-426.718	-416.284	-10.4346	919508.9	9.790446	0.998675	0.999661	1.00034	1.00133	3.26607
600	0	-425.851	-416.948	-8.90366	122293.9	12.58333	0.996368	0.999069	1.00093	1.00364	3.033267
601	1	-446.206	-428.605	-17.6008	351802.9	6.415469	0.997858	0.999452	1.00055	1.00214	4.032214
602	0	-429.82	-414.802	-15.0188	791177.3	10.02767	0.998571	0.999635	1.00036	1.00143	3.720008
603	1	-440.952	-424.767	-16.1843	715852.4	7.482969	0.998498	0.999616	1.00038	1.0015	3.91794
604	0	-428.979	-419.43	-9.54902	332043.8	12.5451	0.997795	0.999436	1.00056	1.00221	3.086559
605	1	-438.419	-420.304	-18.1154	394889.9	7.91856	0.997978	0.999483	1.00052	1.00202	4.171068
606	0	-422.698	-416.182	-6.51523	820584	10.88905	0.998597	0.999641	1.00036	1.0014	2.878738
607	1	-444.474	-424.027	-20.4468	372426.1	5.501302	0.997918	0.999467	1.00053	1.00208	4.330678
608	0	-430.226	-419.734	-10.4923	500051.5	8.778632	0.998203	0.99954	1.00046	1.0018	3.262068
609	1	-435.879	-421.458	-14.4212	295164.8	8.550778	0.997661	0.999401	1.0006	1.00234	3.712306
610	0	-432.643	-419.182	-13.4608	466221.3	8.671212	0.998139	0.999524	1.00047	1.00186	3.600441
611	1	-436.22	-420.218	-16.0023	473761.6	6.14939	0.998154	0.999528	1.00047	1.00185	3.728063
612	0	-438.164	-421.522	-16.6422	344317.6	6.98756	0.997835	0.999446	1.00055	1.00217	3.951933
613	1	-435.936	-425.219	-10.7168	334924.6	9.153924	0.997804	0.999438	1.00056	1.0022	3.295562
614	0	-439.484	-420.5	-18.9842	401912.4	8.30618	0.997996	0.999487	1.00051	1.00201	4.261558
615	1	-432.366	-418.849	-13.5168	240013.8	8.053572	0.997407	0.999336	1.00066	1.0026	3.596072
616	0	-441.681	-421.779	-19.9023	951341.3	10.26344	0.998697	0.999667	1.00033	1.0013	4.1805
617	1	-430.302	-414.205	-16.0965	401831.3	8.01144	0.997996	0.999487	1.00051	1.00201	3.916433
618	0	-448.711	-422.871	-25.8397	552671.9	8.967256	0.998291	0.999563	1.00044	1.00171	4.978964
619	1	-435.961	-421.887	-14.0739	654101.7	10.16891	0.998429	0.999598	1.0004	1.00157	3.618037
620	0	-450.228	-430.24	-19.9884	1975.962	8.389521	0.971551	0.992552	1.00716	1.02874	4.376207
621	1	-432.664	-416.036	-16.6287	661416	5.843978	0.998437	0.9996	1.0004	1.00156	3.752879
622	0	-448.894	-428.893	-20.0011	25216.39	6.349192	0.992007	0.997944	1.00203	1.00802	4.400459
623	1	-428.13	-413.124	-15.0058	967637.7	12.86977	0.998708	0.99967	1.00033	1.00129	3.493166
624	0	-456.066	-437.562	-18.5038	622985.5	7.194115	0.99839	0.999588	1.00041	1.00161	4.225108
625	1	-426.005	-417.679	-8.3263	525438.5	9.421614	0.998247	0.999552	1.00045	1.00175	3.043479
626	0	-434.505	-419.599	-14.9065	671000.7	9.022867	0.998449	0.999603	1.0004	1.00155	3.757935
627	1	-424.902	-415.14	-9.76225	213719	9.674741	0.997252	0.999296	1.0007	1.00275	3.197471
628	0	-431.768	-418.827	-12.9418	678857.5	7.274644	0.998458	0.999606	1.00039	1.00154	3.462046
629	1	-438.51	-425.895	-12.615	707901.2	10.45897	0.99849	0.999614	1.00039	1.00151	3.461398
630	0	-430.854	-421.051	-9.8031	346845.2	12.11157	0.997843	0.999448	1.00055	1.00216	3.129355
631	1	-434.295	-417.363	-16.9325	818689.5	6.51086	0.998596	0.999641	1.00036	1.00141	3.942363
632	0	-433.243	-427.216	-6.02637	483259	13.06467	0.998172	0.999532	1.00047	1.00183	2.788728
633	1	-436.602	-419.512	-17.0898	498980.6	7.135066	0.998201	0.99954	1.00046	1.0018	4.025436
634	0	-436.206	-419.921	-16.285	114846.2	6.069875	0.996252	0.999039	1.00096	1.00375	3.755342
635	1	-437.833	-423.96	-13.8728	754982.7	7.95269	0.998537	0.999626	1.00037	1.00146	3.636683
636	0	-442.093	-426.729	-15.3643	182441.2	9.130232	0.997026	0.999238	1.00076	1.00298	3.804288
637	1	-446.214	-428.77	-17.4437	487406.3	6.288636	0.99818	0.999534	1.00046	1.00182	3.987799
638	0	-444.932	-433.285	-11.6473	975236.3	10.30808	0.998713	0.999671	1.00033	1.00129	3.374593
639	1	-442.274	-425.906	-16.3681	176119	10.82598	0.996973	0.999225	1.00077	1.00303	3.789082
640	0	-441.698	-423.32	-18.3777	830037	7.893519	0.998605	0.999643	1.00036	1.0014	4.204924
641	1	-437.937	-422.687	-15.2496	627752.4	8.173029	0.998396	0.99959	1.00041	1.0016	3.812053
642	0	-434.151	-420.157	-13.9931	66558.42	8.316632	0.995077	0.998737	1.00125	1.00493	3.6608
643	1	-456.527	-429.46	-27.067	396014	8.014894	0.997981	0.999483	1.00052	1.00202	5.285194
644	0	-424.444	-410.442	-14.0024	529504.2	10.11572	0.998254	0.999553	1.00045	1.00175	3.61393
645	1	-425.385	-416.432	-8.95268	979454.6	10.85039	0.998716	0.999672	1.00033	1.00128	3.103532
646	0	-428.871	-415.807	-13.0646	286391.5	9.321123	0.997626	0.999392	1.00061	1.00238	3.548819
647	1	-435.572	-419.75	-15.8221	857468.2	10.94426	0.998628	0.999649	1.00035	1.00137	3.728842
648	0	-435.813	-420.15	-15.6633	982787.5	5.659357	0.998718	0.999672	1.00033	1.00128	3.52407
649	1	-436.774	-423.754	-13.0199	703388.7	11.19576	0.998485	0.999612	1.00039	1.00152	3.457264
650	0	-440.228	-425.232	-14.9959	599150.1	7.786381	0.998358	0.99958	1.00042	1.00164	3.773291
651	1	-431.498	-416.705	-14.7932	544264.8	9.698893	0.998278	0.999559	1.00044	1.00172	3.716209
652	0	-428.978	-416.286	-12.6918	781625.6	7.14236	0.998563	0.999632	1.00037	1.00144	3.410083
653	1	-432.82	-419.276	-13.5444	330223.2	8.149554	0.997789	0.999434	1.00056	1.00221	3.602724
654	0	-429.203	-413.655	-15.5473	462597.3	8.478085	0.998132	0.999522	1.00048	1.00187	3.845441
655	1	-441.991	-426.455	-15.5359	140102.7	6.493186	0.996606	0.999131	1.00087	1.0034	3.724744
656	0	-433.486	-417.3	-16.1864	584420.4	9.578327	0.998338	0.999575	1.00042	1.00166	3.867857
657	1	-430.808	-417.313	-13.4947	793357.7	10.74762	0.998573	0.999635	1.00036	1.00143	3.52851
658	0	-436.923	-419.607	-17.3163	548824	8.982643	0.998285	0.999561	1.00044	1.00172	4.027519
659	1	-437.162	-421.131	-16.0308	869687	8.108761	0.998637	0.999652	1.00035	1.00136	3.908066
660	0	-446.347	-424.206	-22.1414	482498.3	7.934009	0.998171	0.999532	1.00047	1.00183	4.678103
661	1	-425.808	-417.741	-8.06698	920454.7	10.71696	0.998675	0.999661	1.00034	1.00133	3.023917
662	0	-439.537	-422.602	-16.9344	396482.1	8.126113	0.997982	0.999484	1.00051	1.00202	4.019167
663	1	-426.679	-420.996	-5.68309	817629	10.37615	0.998595	0.999641	1.00036	1.00141	2.797278
664	0	-442.53	-428.16	-14.3696	358981.5	9.095822	0.997879	0.999457	1.00054	1.00212	3.696386
665	1	-425.761	-419.828	-5.93314	951919.8	12.91822	0.998697	0.999667	1.00033	1.0013	2.786597
666	0	-439.828	-422.537	-17.2909	87902.7	9.843802	0.995716	0.998902	1.00109	1.00429	3.962003
667	1	-429.721	-427.373	-2.34774	294046.7	11.37865	0.997657	0.9994	1.0006	1.00235	2.507564
668	0	-432.375	-417.571	-14.8048	227411.2	10.01663	0.997336	0.999318	1.00068	1.00267	3.699336
669	1	-435.713	-421.662	-14.0505	497679.6	9.956103	0.998199	0.999539	1.00046	1.0018	3.627188
670	0	-441.461	-424.34	-17.121	897214.5	9.536192	0.998658	0.999657	1.00034	1.00134	3.96858
671	1	-441.481	-429.887	-11.5943	534239.8	9.156724	0.998261	0.999555	1.00044	1.00174	3.391423
672	0	-436.941	-420.418	-16.5229	44397.05	5.822963	0.993974	0.998453	1.00153	1.00604	3.728574
673	1	-442.525	-427.654	-14.8703	592535.7	8.742105	0.998349	0.999578	1.00042	1.00165	3.761581
674	0	-424.463	-416.618	-7.84529	18374.53	10.59639	0.990638	0.997589	1.00238	1.00939	3.004443
675	1	-435.072	-419.285	-15.7871	917587.9	9.534648	0.998673	0.999661	1.00034	1.00133	3.828795
676	0	-425.808	-420.404	-5.4036	8859.42	15.00858	0.986528	0.996519	1.00342	1.01354	2.665122
677	1	-427.857	-415.081	-12.7764	42367.55	8.223997	0.993831	0.998416	1.00157	1.00618	3.511396
678	0	-432.348	-420.711	-11.6363	583339.2	6.492002	0.998336	0.999574	1.00042	1.00166	3.123852
679	1	-433.921	-418.422	-15.4983	336776.4	8.376328	0.997811	0.99944	1.00056	1.00219	3.841161
680	0	-434.022	-423.835	-10.1872	945585.5	9.575944	0.998693	0.999666	1.00033	1.00131	3.241526
681	1	-434.337	-422.5	-11.8372	198253.1	10.76873	0.997147	0.999269	1.00073	1.00286	3.373294
682	0	-423.309	-416.537	-6.77185	640345.7	11.14408	0.998412	0.999594	1.00041	1.00159	2.899863
683	1	-445.567	-429.259	-16.3079	798652.6	9.329624	0.998578	0.999636	1.00036	1.00142	3.89627
684	0	-427.085	-419.725	-7.36021	492989.1	10.71619	0.99819	0.999537	1.00046	1.00181	2.957974
685	1	-439.654	-419.225	-20.4291	175358.9	9.204806	0.996966	0.999223	1.00077	1.00304	4.351242
686	0	-435.032	-423.965	-11.0675	129631.6	8.552555	0.996472	0.999096	1.0009	1.00353	3.320166
687	1	-442.674	-424.771	-17.9035	587003.5	8.007791	0.998341	0.999576	1.00042	1.00166	4.142076
688	0	-425.358	-413.817	-11.5408	45344.27	8.49727	0.994037	0.998469	1.00152	1.00598	3.373576
689	1	-436.826	-422.898	-13.9286	249374.9	8.976282	0.997456	0.999349	1.00065	1.00255	3.650506
690	0	-437.08	-423.347	-13.7329	526553.2	6.933979	0.998249	0.999552	1.00045	1.00175	3.527797
691	1	-436.95	-422.611	-14.3383	878190.8	10.47483	0.998644	0.999653	1.00035	1.00136	3.625149
692	0	-431.016	-419.429	-11.5867	824129.5	8.269673	0.9986	0.999642	1.00036	1.0014	3.369136
693	1	-440.591	-421.169	-19.4217	119608.7	12.8765	0.996327	0.999059	1.00094	1.00368	3.835514
694	0	-440.236	-424.921	-15.3157	931809.4	7.552908	0.998684	0.999663	1.00034	1.00132	3.805451
695	1	-430.203	-417.776	-12.4263	213485.7	10.6962	0.99725	0.999296	1.0007	1.00275	3.43175
696	0	-426.695	-414.664	-12.0303	371426.4	8.826163	0.997915	0.999467	1.00053	1.00209	3.437862
697	1	-437.557	-424.545	-13.0119	188757.9	8.493318	0.997076	0.999251	1.00075	1.00293	3.546648
698	0	-427.195	-416.542	-10.6527	992494.5	9.303883	0.998724	0.999674	1.00033	1.00128	3.289972
699	1	-437.543	-424.138	-13.405	845369.7	9.064292	0.998618	0.999647	1.00035	1.00138	3.590877
700	0	-438.124	-429.647	-8.47675	361768.9	10.42646	0.997887	0.999459	1.00054	1.00211	3.066064
701	1	-442.402	-428.977	-13.4249	515047.8	10.61771	0.998229	0.999547	1.00045	1.00177	3.529759
702	0	-436.613	-421.285	-15.3274	511821.8	9.148515	0.998224	0.999546	1.00045	1.00178	3.799473
703	1	-436.115	-428.581	-7.53442	223400.6	9.108909	0.997312	0.999312	1.00069	1.00269	2.945608
704	0	-427.111	-413.808	-13.3033	451266.8	8.908046	0.998108	0.999516	1.00048	1.00189	3.58154
705	1	-437.399	-423.887	-13.5114	344759.2	9.039367	0.997836	0.999446	1.00055	1.00217	3.603049
706	0	-435.498	-419.769	-15.7288	719397	6.175763	0.998502	0.999617	1.00038	1.0015	3.689881
707	1	-426.696	-418.658	-8.03728	508973.6	10.55267	0.998219	0.999544	1.00045	1.00178	3.022983
708	0	-443.809	-425.761	-18.0485	116356.3	8.861619	0.996276	0.999046	1.00095	1.00373	4.11737
709	1	-436.266	-422.569	-13.6979	59669.97	10.56697	0.994801	0.998666	1.00132	1.00521	3.558536
710	0	-432.916	-419.838	-13.0777	686788.9	11.25163	0.998467	0.999608	1.00039	1.00153	3.458841
711	1	-439.953	-421.465	-18.4874	776886.2	7.141342	0.998558	0.999631	1.00037	1.00144	4.221494
712	0	-433.751	-428.343	-5.40816	234957.9	15.55428	0.997379	0.999329	1.00067	1.00262	2.640668
713	1	-434.533	-425.456	-9.07712	876479.1	8.911117	0.998643	0.999653	1.00035	1.00136	3.107251
714	0	-431.396	-417.605	-13.7901	862752.5	10.22706	0.998632	0.99965	1.00035	1.00137	3.586975
715	1	-429.236	-415.87	-13.3663	489317.3	8.403698	0.998183	0.999535	1.00046	1.00182	3.587111
716	0	-434.474	-421.949	-12.5252	85277.82	11.32615	0.995651	0.998885	1.00111	1.00436	3.405217
717	1	-433.203	-416.916	-16.2876	854289	9.171602	0.998625	0.999648	1.00035	1.00138	3.903161
718	0	-445.859	-425.436	-20.4232	757251.5	5.50248	0.99854	0.999627	1.00037	1.00146	4.326699
719	1	-437.479	-420.152	-17.3269	840501.2	7.789106	0.998614	0.999646	1.00035	1.00139	4.072651
720	0	-436.031	-419.274	-16.7569	294472.7	8.319369	0.997659	0.999401	1.0006	1.00234	3.993057
721	1	-445.111	-424.264	-20.8472	489129.1	6.996972	0.998183	0.999535	1.00046	1.00182	4.553657
722	0	-437.729	-423.016	-14.713	557699.9	8.186338	0.998298	0.999565	1.00043	1.0017	3.746542
723	1	-448.189	-426.937	-21.2517	350394.1	5.943433	0.997853	0.999451	1.00055	1.00215	4.558267
724	0	-440.537	-422.82	-17.717	458795.8	6.948397	0.998124	0.99952	1.00048	1.00188	4.103315
725	1	-431.977	-416.634	-15.3427	973976.7	8.247169	0.998712	0.999671	1.00033	1.00129	3.823401
726	0	-429.024	-421.19	-7.83334	527708.5	10.72487	0.998251	0.999553	1.00045	1.00175	3.002024
727	1	-442.046	-424.343	-17.7027	311944.6	6.577175	0.997725	0.999418	1.00058	1.00228	4.068545
728	0	-431.1	-421.385	-9.71497	281511.1	10.55956	0.997605	0.999387	1.00061	1.0024	3.181799
729	1	-445.187	-430.999	-14.1877	429421.1	8.026222	0.998061	0.999504	1.00049	1.00194	3.678603
730	0	-431.399	-419.517	-11.882	557619.2	8.415708	0.998298	0.999565	1.00043	1.0017	3.410933
731	1	-424.793	-412.701	-12.0915	577575.2	11.29987	0.998328	0.999572	1.00043	1.00167	3.368442
732	0	-443.669	-427.954	-15.7145	312495.4	8.101906	0.997727	0.999418	1.00058	1.00227	3.869055
733	1	-431.926	-419.931	-11.9959	482228.6	9.33723	0.99817	0.999532	1.00047	1.00183	3.433997
734	0	-426.721	-414.048	-12.6727	122037.3	11.04893	0.996364	0.999068	1.00093	1.00364	3.435009
735	1	-422.426	-410.023	-12.403	722682.4	8.3021	0.998505	0.999618	1.00038	1.0015	3.46908
736	0	-427.847	-415.134	-12.713	684040.3	8.728136	0.998464	0.999607	1.00039	1.00154	3.514707
737	1	-435.503	-420.82	-14.6833	172336.5	8.953016	0.99694	0.999216	1.00078	1.00306	3.735247
738	0	-446.035	-423.865	-22.1704	925347	7.52546	0.998679	0.999662	1.00034	1.00132	4.714953
739	1	-431.804	-413.287	-18.5169	107128.1	5.816072	0.996119	0.999005	1.00099	1.00389	4.06934
740	0	-439.964	-421.71	-18.2541	985026.5	7.515269	0.99872	0.999673	1.00033	1.00128	4.194565
741	1	-435.955	-424.984	-10.971	867797.2	10.63119	0.998636	0.999651	1.00035	1.00136	3.298145
742	0	-436.46	-416.058	-20.4013	907137.1	7.03195	0.998666	0.999659	1.00034	1.00133	4.490005
743	1	-433.472	-420.07	-13.4027	272990.4	8.062493	0.997568	0.999378	1.00062	1.00243	3.582243
744	0	-435.759	-416.632	-19.1262	439408.8	7.499369	0.998083	0.99951	1.00049	1.00192	4.310846
745	1	-435.386	-418.398	-16.9887	311476.1	5.867362	0.997723	0.999417	1.00058	1.00228	3.820955
