Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
247	1	-435.648	-419.346	-16.3014	250430.5	10.83256	0.997461	0.99935	1.00065	1.00254	3.782352
248	0	-432.253	-413.975	-18.2786	768113.7	11.74332	0.99855	0.999629	1.00037	1.00145	3.868717
249	1	-434.506	-420.505	-14.0005	152648.9	6.670531	0.996748	0.999167	1.00083	1.00326	3.523519
250	0	-432.116	-420.244	-11.8716	353194	8.383692	0.997862	0.999453	1.00055	1.00214	3.408478
251	1	-439.078	-421.722	-17.3563	226299.6	7.934475	0.997329	0.999316	1.00068	1.00267	4.074985
252	0	-434.758	-419.336	-15.4224	735047.3	9.141865	0.998518	0.999621	1.00038	1.00148	3.810143
253	1	-430.222	-420.645	-9.57773	948480.4	8.624347	0.998695	0.999666	1.00033	1.00131	3.150106
254	0	-430.332	-420.569	-9.76321	28044.65	10.19245	0.99242	0.998051	1.00193	1.0076	3.193773
255	1	-434.291	-419.705	-14.5857	194308.3	7.686793	0.997118	0.999262	1.00074	1.00289	3.716142
256	0	-428.937	-417.974	-10.9621	870297.9	9.686014	0.998638	0.999652	1.00035	1.00136	3.321363
257	1	-432.747	-419.754	-12.9937	238571.2	10.08149	0.997399	0.999334	1.00066	1.0026	3.515735
258	0	-439.839	-423.989	-15.85	924160.9	9.770241	0.998678	0.999662	1.00034	1.00132	3.820535
259	1	-442.806	-422.554	-20.2518	655989.2	5.857889	0.998431	0.999599	1.0004	1.00157	4.375397
260	0	-438.407	-421.5	-16.907	329304.4	6.28219	0.997786	0.999433	1.00056	1.00222	3.901276
261	1	-439.207	-422.687	-16.5203	220235.8	6.829162	0.997293	0.999307	1.00069	1.00271	3.919579
262	0	-432.359	-415.672	-16.6865	700076.5	9.916662	0.998481	0.999612	1.00039	1.00152	3.895025
263	1	-425.796	-410.901	-14.8951	564690.9	7.244098	0.998309	0.999567	1.00043	1.00169	3.72796
264	0	-434.919	-420.499	-14.4202	215390.8	8.715268	0.997262	0.999299	1.0007	1.00274	3.71049
265	1	-438.572	-429.353	-9.21817	187527.5	13.51181	0.997066	0.999249	1.00075	1.00294	3.008236
266	0	-431.149	-418.047	-13.1023	286212.5	7.395373	0.997625	0.999392	1.00061	1.00238	3.497414
267	1	-427.545	-419.543	-8.00252	94675.94	10.55286	0.995872	0.998942	1.00105	1.00413	3.019688
268	0	-427.859	-416.775	-11.084	345417.5	13.12279	0.997838	0.999447	1.00055	1.00216	3.172065
269	1	-426.754	-413.642	-13.1116	724710.3	10.29307	0.998507	0.999618	1.00038	1.00149	3.517397
270	0	-427.265	-416.74	-10.5251	347828.9	8.553852	0.997846	0.999449	1.00055	1.00216	3.256799
271	1	-438.311	-423.911	-14.4	394264.3	7.549683	0.997976	0.999482	1.00052	1.00203	3.683999
272	0	-430.279	-419.759	-10.5199	28053.07	10.32141	0.992421	0.998051	1.00193	1.0076	3.264884
273	1	-434.514	-421.06	-13.4535	735563.6	9.605897	0.998518	0.999621	1.00038	1.00148	3.581556
274	0	-427.439	-418.123	-9.31595	906869.7	10.96771	0.998666	0.999659	1.00034	1.00134	3.133675
275	1	-432.688	-417.776	-14.9119	28655.95	8.21374	0.992501	0.998072	1.00191	1.00752	3.771017
276	0	-433.447	-422.718	-10.7283	19509.26	8.639394	0.990914	0.997661	1.00231	1.00912	3.284111
277	1	-433.435	-417.666	-15.7697	444012.9	6.790002	0.998093	0.999512	1.00049	1.00191	3.804835
278	0	-424.478	-410.857	-13.621	862854.4	8.06721	0.998632	0.99965	1.00035	1.00137	3.60949
279	1	-436.5	-419.815	-16.6849	25814.14	9.639158	0.9921	0.997968	1.00201	1.00792	3.91558
280	0	-433.828	-425.762	-8.06605	976728.4	12.11767	0.998714	0.999671	1.00033	1.00129	2.985701
281	1	-429.414	-421.207	-8.20765	14576.51	8.543187	0.989491	0.997291	1.00267	1.01055	2.985037
282	0	-443.925	-427.525	-16.4004	487118	8.227134	0.998179	0.999534	1.00046	1.00182	3.952015
283	1	-431.059	-412.524	-18.5348	290781.2	6.654725	0.997644	0.999397	1.0006	1.00236	4.201968
284	0	-432.153	-413.56	-18.5929	899080	8.541742	0.99866	0.999657	1.00034	1.00134	4.200742
285	1	-433.97	-422.228	-11.7425	385314	9.890866	0.997953	0.999476	1.00052	1.00205	3.397151
286	0	-434.435	-418.836	-15.5991	267516.4	7.948069	0.997543	0.999371	1.00063	1.00246	3.853698
287	1	-436.978	-420.752	-16.2261	667235.5	6.890827	0.998444	0.999602	1.0004	1.00156	3.883063
288	0	-433.933	-422.356	-11.5773	494004.1	10.27976	0.998192	0.999537	1.00046	1.00181	3.368803
289	1	-426.429	-414.635	-11.7935	381944.5	7.892713	0.997944	0.999474	1.00052	1.00206	3.370744
290	0	-433.74	-421.708	-12.032	332564.8	8.797911	0.997797	0.999436	1.00056	1.00221	3.437708
291	1	-439.455	-422.581	-16.8742	64116.26	6.851164	0.994985	0.998713	1.00128	1.00502	3.973493
292	0	-435.738	-420.774	-14.9641	152827.2	9.871694	0.99675	0.999168	1.00083	1.00325	3.724006
293	1	-432.793	-422.679	-10.1144	950544.4	10.5963	0.998697	0.999667	1.00033	1.0013	3.218588
294	0	-426.524	-415.339	-11.1857	231220.1	10.3407	0.997358	0.999324	1.00067	1.00264	3.328765
295	1	-439.118	-424.487	-14.631	574599.4	11.27054	0.998324	0.999571	1.00043	1.00168	3.595435
296	0	-424.653	-414.822	-9.8318	288651	12.04176	0.997635	0.999395	1.0006	1.00237	3.135198
297	1	-432.012	-419.716	-12.2959	155175.8	8.469815	0.996775	0.999174	1.00082	1.00323	3.461703
298	0	-434.635	-420.07	-14.5652	800290.1	8.807705	0.998579	0.999637	1.00036	1.00142	3.725442
299	1	-431.102	-421.234	-9.86814	780335.6	10.37398	0.998561	0.999632	1.00037	1.00144	3.200658
300	0	-433.113	-421.666	-11.4474	340803.2	8.392276	0.997823	0.999443	1.00056	1.00218	3.358266
301	1	-435.469	-421.569	-13.9	639661.5	10.02374	0.998411	0.999594	1.00041	1.00159	3.608641
302	0	-448.744	-429.299	-19.4449	719742.5	6.795281	0.998502	0.999617	1.00038	1.0015	4.346355
303	1	-431.969	-423.312	-8.65747	113753.6	10.1985	0.996234	0.999035	1.00096	1.00377	3.085258
304	0	-438.37	-426.545	-11.8248	546375.7	8.835548	0.998281	0.99956	1.00044	1.00172	3.414705
305	1	-431.079	-416.641	-14.4378	973327	10.85605	0.998712	0.999671	1.00033	1.00129	3.608651
306	0	-434.251	-418.828	-15.4229	671242	7.107162	0.998449	0.999603	1.0004	1.00155	3.789303
307	1	-428.559	-418.052	-10.5067	194780.8	8.553565	0.997121	0.999263	1.00073	1.00288	3.254644
308	0	-435.813	-416.496	-19.3168	622895.8	9.998821	0.99839	0.999588	1.00041	1.00161	4.151665
309	1	-421.788	-413.405	-8.38344	457473.7	10.41778	0.998121	0.999519	1.00048	1.00188	3.05719
310	0	-435.475	-423.119	-12.3564	884304.3	7.232055	0.998649	0.999654	1.00034	1.00135	3.37588
311	1	-433.62	-417.018	-16.6019	805610.9	6.967739	0.998584	0.999638	1.00036	1.00142	3.944494
312	0	-433.103	-416.787	-16.316	713875.4	9.444924	0.998496	0.999615	1.00038	1.0015	3.890028
313	1	-439.787	-427.061	-12.726	462637.8	8.679479	0.998132	0.999522	1.00048	1.00187	3.515777
314	0	-431.31	-414.855	-16.4545	415707.2	8.737006	0.998029	0.999496	1.0005	1.00197	3.943014
315	1	-443.87	-424.573	-19.297	77333.02	6.104093	0.995433	0.998829	1.00116	1.00457	4.257004
316	0	-430.803	-416.182	-14.6204	230411.2	8.409708	0.997353	0.999322	1.00068	1.00265	3.736336
317	1	-434.494	-425.696	-8.79795	240109.2	8.441606	0.997407	0.999336	1.00066	1.0026	3.046531
318	0	-423.14	-411.908	-11.2321	419006.7	7.663091	0.998037	0.999498	1.0005	1.00196	3.277331
319	1	-441.385	-429.093	-12.292	125555.2	10.05313	0.996415	0.999081	1.00091	1.00359	3.447174
320	0	-433.374	-416.374	-17.0002	381265.8	9.606658	0.997942	0.999473	1.00053	1.00206	3.950723
321	1	-451.321	-433.048	-18.2731	684883.3	8.188501	0.998464	0.999607	1.00039	1.00154	4.181328
322	0	-426.579	-413.019	-13.5609	46768.14	10.54381	0.994128	0.998493	1.0015	1.00588	3.54694
323	1	-430.311	-416.407	-13.9039	614808.6	14.03945	0.998379	0.999585	1.00041	1.00162	3.311461
324	0	-430.604	-417.707	-12.8967	358643.6	10.1091	0.997878	0.999457	1.00054	1.00212	3.504913
325	1	-426.395	-412.067	-14.3281	536960.4	7.566171	0.998266	0.999556	1.00044	1.00174	3.675551
326	0	-429.781	-418.942	-10.8382	843986.6	9.843177	0.998617	0.999646	1.00035	1.00138	3.306506
327	1	-433.956	-419.15	-14.8057	301702.8	6.191151	0.997687	0.999408	1.00059	1.00232	3.544381
328	0	-438.102	-422.844	-15.2584	670143.7	8.311567	0.998448	0.999603	1.0004	1.00155	3.812971
329	1	-426.662	-410.485	-16.1768	48045.67	9.03783	0.994207	0.998513	1.00148	1.0058	3.897992
330	0	-430.226	-417.42	-12.8058	798728.1	10.35104	0.998578	0.999636	1.00036	1.00142	3.484939
331	1	-429.504	-421.541	-7.96332	551733.8	11.32046	0.998289	0.999562	1.00044	1.00171	3.002591
332	0	-439.777	-422.247	-17.5301	923104.2	11.62522	0.998677	0.999662	1.00034	1.00132	3.816975
333	1	-436.08	-422.341	-13.7389	436946.6	8.471422	0.998078	0.999508	1.00049	1.00192	3.632085
334	0	-431.606	-414.792	-16.8141	947068.4	7.915156	0.998694	0.999666	1.00033	1.00131	4.006752
335	1	-433.32	-418.685	-14.6354	2658.801	9.681895	0.975457	0.993597	1.00619	1.02476	3.700801
336	0	-420.938	-411.585	-9.3528	450792.4	9.230397	0.998107	0.999516	1.00048	1.00189	3.148573
337	1	-427.815	-412.29	-15.5253	13742.79	7.267558	0.989178	0.99721	1.00275	1.01086	3.816678
338	0	-422.1	-412.315	-9.78458	893556.3	8.627399	0.998656	0.999656	1.00034	1.00135	3.174249
339	1	-426.293	-417.504	-8.78906	72879.92	9.235543	0.995295	0.998793	1.0012	1.00471	3.087659
340	0	-436.278	-422.773	-13.5046	786634.6	9.251121	0.998567	0.999634	1.00037	1.00143	3.59786
341	1	-439.401	-429.796	-9.60483	5974.35	10.77428	0.983603	0.995752	1.00415	1.01649	3.165837
342	0	-438.32	-427.022	-11.2985	314179.1	9.326677	0.997733	0.99942	1.00058	1.00227	3.359341
343	1	-434.962	-420.846	-14.1155	320539.7	7.285841	0.997756	0.999426	1.00057	1.00225	3.624486
344	0	-431.701	-421.711	-9.98991	688496.8	8.56415	0.998469	0.999608	1.00039	1.00153	3.194792
345	1	-430.394	-419.454	-10.9401	137900.4	9.518356	0.996579	0.999124	1.00087	1.00342	3.320532
346	0	-430.763	-425.627	-5.13662	641279.1	12.81818	0.998413	0.999594	1.0004	1.00159	2.727751
347	1	-422.55	-412.252	-10.2982	776771.3	9.009003	0.998558	0.999631	1.00037	1.00144	3.246877
348	0	-436.042	-419.848	-16.1947	969188.9	6.981815	0.998709	0.99967	1.00033	1.00129	3.887354
349	1	-427.699	-412.111	-15.5881	713815.6	7.057727	0.998496	0.999615	1.00038	1.0015	3.808005
350	0	-426.528	-414.773	-11.7548	607944.3	10.15638	0.99837	0.999583	1.00042	1.00163	3.390404
351	1	-435.787	-418.867	-16.9195	206456.7	8.328961	0.997204	0.999284	1.00071	1.0028	4.012316
352	0	-428	-413.421	-14.5783	139897.8	9.356301	0.996604	0.99913	1.00087	1.0034	3.709794
353	1	-445.447	-428.016	-17.4304	172641.8	9.407441	0.996942	0.999217	1.00078	1.00306	4.01084
354	0	-427.809	-412.601	-15.2077	452616.8	11.23867	0.998111	0.999517	1.00048	1.00189	3.649197
355	1	-440.568	-426.473	-14.0955	135947.6	9.427228	0.996555	0.999117	1.00088	1.00345	3.6556
356	0	-430.201	-417.859	-12.3416	303912.2	9.845795	0.997695	0.99941	1.00059	1.00231	3.459162
357	1	-435.472	-421.528	-13.9447	732480.5	9.421506	0.998515	0.99962	1.00038	1.00149	3.639808
358	0	-429.683	-418.689	-10.9938	586647	7.673218	0.998341	0.999576	1.00042	1.00166	3.24736
359	1	-435.71	-422.96	-12.7495	884604.4	8.787831	0.998649	0.999654	1.00034	1.00135	3.519223
360	0	-443.471	-429.677	-13.7937	332055.2	9.066873	0.997795	0.999436	1.00056	1.00221	3.633705
361	1	-427.343	-415.048	-12.2947	967618.4	10.96238	0.998708	0.99967	1.00033	1.00129	3.405561
362	0	-430.752	-423.968	-6.78388	130339.4	14.42871	0.996481	0.999099	1.0009	1.00352	2.785813
363	1	-428.968	-417.797	-11.1712	46853.88	8.520499	0.994134	0.998494	1.00149	1.00588	3.331031
364	0	-428.983	-420.065	-8.91788	674087	9.640511	0.998452	0.999604	1.0004	1.00155	3.109816
365	1	-432.053	-417.57	-14.4829	333512.8	7.076491	0.9978	0.999437	1.00056	1.0022	3.653589
366	0	-434.925	-420.057	-14.8678	189899.5	8.588838	0.997085	0.999253	1.00074	1.00292	3.764024
367	1	-440.705	-428.279	-12.4256	990969.6	7.902256	0.998723	0.999674	1.00033	1.00128	3.451464
368	0	-442.703	-423.64	-19.0631	437517.1	8.652773	0.998079	0.999509	1.00049	1.00192	4.24787
369	1	-430.039	-419.763	-10.2759	472612.8	10.03144	0.998152	0.999527	1.00047	1.00185	3.246969
370	0	-432.517	-417.836	-14.6809	39861.79	9.7789	0.993641	0.998367	1.00162	1.00637	3.70041
371	1	-431.838	-419.12	-12.7179	109151.9	7.416609	0.996155	0.999015	1.00098	1.00385	3.447766
372	0	-435.06	-416.537	-18.5239	415300.2	6.440372	0.998028	0.999496	1.0005	1.00197	4.17902
373	1	-441.449	-419.61	-21.839	986234.2	6.953562	0.99872	0.999673	1.00033	1.00128	4.696433
374	0	-438.568	-418.825	-19.7428	149588.2	8.592595	0.996715	0.999159	1.00084	1.00329	4.331321
375	1	-443.897	-427.516	-16.3807	405587.7	8.876199	0.998005	0.99949	1.00051	1.002	3.928487
376	0	-434.475	-413.507	-20.9677	326091.9	8.64706	0.997775	0.999431	1.00057	1.00223	4.468552
377	1	-443.454	-422.559	-20.8949	941608.9	9.852257	0.99869	0.999665	1.00033	1.00131	4.32712
378	0	-439.283	-421.6	-17.6827	760047.8	6.21293	0.998542	0.999627	1.00037	1.00146	4.012973
379	1	-434.669	-420.036	-14.6329	82016.79	9.250336	0.995565	0.998863	1.00113	1.00444	3.719859
380	0	-439.82	-420.319	-19.5013	161018.7	5.485776	0.996834	0.999189	1.00081	1.00317	4.154135
381	1	-429.491	-414.905	-14.5863	301924.5	8.954353	0.997688	0.999408	1.00059	1.00231	3.724373
382	0	-442.62	-428.141	-14.4786	704631.3	7.786961	0.998486	0.999613	1.00039	1.00151	3.706885
383	1	-432.734	-419.047	-13.6866	272942.7	7.935601	0.997568	0.999378	1.00062	1.00243	3.612531
384	0	-437.883	-422.031	-15.8514	827906	10.40121	0.998603	0.999643	1.00036	1.0014	3.775316
385	1	-432.731	-414.531	-18.2007	472646.1	8.326475	0.998152	0.999527	1.00047	1.00185	4.166258
386	0	-439.698	-422.507	-17.1906	493934.6	9.673324	0.998192	0.999537	1.00046	1.00181	3.965389
387	1	-431.193	-414.203	-16.9901	38258.52	6.237936	0.993509	0.998333	1.00165	1.00651	3.906297
388	0	-445.579	-428.394	-17.1856	687098.6	6.705223	0.998467	0.999608	1.00039	1.00153	4.004806
389	1	-442.708	-423.507	-19.2002	907062.5	8.252626	0.998666	0.999659	1.00034	1.00133	4.290819
390	0	-443.378	-423.208	-20.1699	975077.9	7.292256	0.998713	0.999671	1.00033	1.00129	4.455359
391	1	-440.45	-428.102	-12.3475	385491.4	8.675918	0.997953	0.999476	1.00052	1.00205	3.472119
392	0	-441.804	-419.662	-22.142	363723.5	6.092339	0.997893	0.999461	1.00054	1.00211	4.722146
393	1	-443.558	-421.12	-22.438	414917	5.651871	0.998027	0.999495	1.0005	1.00197	4.719941
394	0	-446.88	-421.912	-24.9681	199037.2	5.341287	0.997152	0.999271	1.00073	1.00285	5.130509
395	1	-442.437	-423.195	-19.2423	864696	8.31661	0.998633	0.999651	1.00035	1.00137	4.291979
396	0	-440.324	-425.403	-14.9212	896863.4	7.188611	0.998658	0.999657	1.00034	1.00134	3.726618
397	1	-440.07	-424.345	-15.7248	592639.2	7.381048	0.998349	0.999578	1.00042	1.00165	3.851232
398	0	-439.373	-423.495	-15.8778	810990.2	6.58478	0.998589	0.999639	1.00036	1.00141	3.792261
399	1	-432.516	-420.223	-12.2933	652645.1	8.425693	0.998427	0.999598	1.0004	1.00157	3.460118
400	0	-442.065	-426.483	-15.5811	173343.5	8.15993	0.996949	0.999219	1.00078	1.00305	3.852635
401	1	-433.918	-416.395	-17.5238	332404.8	9.427619	0.997796	0.999436	1.00056	1.00221	4.019232
402	0	-437.216	-421.271	-15.9445	926737	6.802346	0.99868	0.999662	1.00034	1.00132	3.83208
403	1	-439.412	-422.379	-17.0339	763966.6	8.737577	0.998546	0.999628	1.00037	1.00145	4.009302
404	0	-428.426	-416.023	-12.4026	575511	9.114276	0.998325	0.999572	1.00043	1.00168	3.48002
405	1	-431.791	-418.767	-13.0239	371979.8	8.740846	0.997917	0.999467	1.00053	1.00208	3.550373
406	0	-424.706	-416.558	-8.14781	451812.4	11.08872	0.99811	0.999516	1.00048	1.00189	3.024605
407	1	-440.829	-425.332	-15.4971	646122.9	8.312617	0.998419	0.999596	1.0004	1.00158	3.841683
408	0	-429.401	-418.519	-10.882	19989.4	11.87713	0.991024	0.997689	1.00228	1.009	3.231601
409	1	-442.028	-423.231	-18.7966	611716.3	5.183367	0.998375	0.999584	1.00041	1.00163	3.911201
410	0	-429.592	-417.499	-12.093	35074.43	9.810733	0.993221	0.998258	1.00173	1.0068	3.434905
411	1	-437.237	-422.556	-14.6806	77005.12	7.798251	0.995423	0.998826	1.00117	1.00458	3.733263
412	0	-425.786	-413.603	-12.1827	656902.7	8.80641	0.998432	0.999599	1.0004	1.00157	3.454929
413	1	-434.063	-420.949	-13.1142	481273	8.856518	0.998168	0.999531	1.00047	1.00183	3.560576
414	0	-429.982	-419.467	-10.515	783517.1	14.11785	0.998564	0.999633	1.00037	1.00144	3.06493
415	1	-438.718	-419.342	-19.3762	912776.3	10.66608	0.99867	0.99966	1.00034	1.00133	4.084872
416	0	-431.968	-414.954	-17.014	770431.8	8.924774	0.998552	0.99963	1.00037	1.00145	3.997161
417	1	-423.271	-414.274	-8.99727	75785.98	12.10762	0.995386	0.998817	1.00118	1.00462	3.062997
418	0	-431.451	-419.753	-11.6981	132517.1	7.605776	0.99651	0.999106	1.00089	1.00349	3.332237
419	1	-433.312	-417.753	-15.5595	586633.7	8.596447	0.998341	0.999576	1.00042	1.00166	3.844379
420	0	-435.972	-423.942	-12.0302	762882.7	9.660345	0.998545	0.999628	1.00037	1.00146	3.432213
421	1	-431.458	-417.871	-13.5864	381307.3	8.010634	0.997942	0.999473	1.00053	1.00206	3.603086
422	0	-435.95	-423.187	-12.7629	285569.4	12.87748	0.997622	0.999391	1.00061	1.00238	3.318319
423	1	-425.31	-414.549	-10.7619	25236.66	9.996531	0.99201	0.997945	1.00203	1.00801	3.296118
424	0	-430.265	-423.555	-6.70967	952301.9	9.227938	0.998698	0.999667	1.00033	1.0013	2.862085
425	1	-422.457	-410.769	-11.6884	791213.1	9.413735	0.998571	0.999635	1.00036	1.00143	3.400406
426	0	-431.176	-417.519	-13.6562	937616.1	7.552864	0.998688	0.999664	1.00033	1.00131	3.585733
427	1	-429.15	-417.62	-11.53	565178.8	8.018551	0.99831	0.999568	1.00043	1.00169	3.346943
428	0	-447.078	-426.459	-20.6194	490052.9	5.371064	0.998185	0.999536	1.00046	1.00182	4.325455
429	1	-438.259	-424.054	-14.2047	883682.3	8.841003	0.998648	0.999654	1.00035	1.00135	3.68397
430	0	-429.004	-415.646	-13.3578	30460.78	9.615021	0.992726	0.99813	1.00185	1.00729	3.571274
431	1	-431.092	-414.987	-16.1051	983709.8	5.681849	0.998719	0.999672	1.00033	1.00128	3.610117
432	0	-432.169	-419.811	-12.3577	276159.3	9.362814	0.997582	0.999381	1.00062	1.00242	3.472354
433	1	-430.513	-412.756	-17.7568	169306.9	9.259859	0.996913	0.999209	1.00079	1.00309	4.056853
434	0	-435.18	-418.844	-16.3358	249041.6	7.550386	0.997454	0.999348	1.00065	1.00255	3.940431
435	1	-438.214	-421.486	-16.7282	923577.5	9.686493	0.998678	0.999662	1.00034	1.00132	3.916628
436	0	-432.056	-418.755	-13.3002	247625.6	9.359476	0.997447	0.999346	1.00065	1.00256	3.573114
437	1	-427.372	-414.47	-12.9019	381836.9	8.64572	0.997944	0.999474	1.00052	1.00206	3.535754
438	0	-433.383	-417.792	-15.5911	527265	10.41086	0.99825	0.999552	1.00045	1.00175	3.749571
439	1	-448.919	-428.844	-20.0747	824007.6	6.268034	0.9986	0.999642	1.00036	1.0014	4.404035
440	0	-431.348	-422.006	-9.34147	352413.6	10.81703	0.99786	0.999452	1.00055	1.00214	3.140268
441	1	-428.011	-424.542	-3.46867	581146.4	11.07232	0.998333	0.999574	1.00043	1.00167	2.602372
442	0	-428.533	-416.531	-12.0017	312482.1	6.844348	0.997727	0.999418	1.00058	1.00227	3.260948
443	1	-436.258	-423.382	-12.8759	431168.7	11.17783	0.998065	0.999505	1.00049	1.00194	3.445512
444	0	-426.179	-410.015	-16.1635	746075.9	7.549846	0.998529	0.999624	1.00038	1.00147	3.917596
445	1	-436.647	-424.161	-12.4863	185736.8	9.710132	0.997052	0.999245	1.00075	1.00295	3.478033
446	0	-426.476	-413.756	-12.7204	170797.9	10.07954	0.996926	0.999213	1.00078	1.00308	3.488705
447	1	-437.014	-421.664	-15.3501	460477.4	11.76425	0.998127	0.999521	1.00048	1.00187	3.617548
448	0	-431.428	-418.973	-12.4545	633623.1	8.100388	0.998404	0.999592	1.00041	1.0016	3.466598
449	1	-441.971	-430.269	-11.7017	907088.2	8.901678	0.998666	0.999659	1.00034	1.00133	3.401666
450	0	-425.454	-420.245	-5.20917	916549.4	9.58593	0.998673	0.999661	1.00034	1.00133	2.722225
451	1	-446.245	-431.324	-14.9217	939492.2	9.825196	0.998689	0.999665	1.00033	1.00131	3.722398
452	0	-429.542	-423.467	-6.07506	979797.9	10.25352	0.998716	0.999672	1.00033	1.00128	2.83309
453	1	-447.104	-430.841	-16.2624	612541.7	9.933828	0.998376	0.999585	1.00041	1.00162	3.850998
454	0	-436.439	-422.196	-14.2424	242703.8	6.890151	0.997421	0.99934	1.00066	1.00258	3.595093
455	1	-438.895	-420.434	-18.4615	473957.2	8.543894	0.998154	0.999528	1.00047	1.00185	4.185228
456	0	-433.519	-422.613	-10.9058	197035.2	9.764714	0.997138	0.999267	1.00073	1.00287	3.314558
457	1	-440.121	-423.897	-16.224	230907.5	6.918568	0.997356	0.999323	1.00067	1.00265	3.885548
458	0	-430.506	-418.333	-12.1731	619207.1	9.291462	0.998385	0.999587	1.00041	1.00162	3.453521
459	1	-449.071	-427.198	-21.8728	601595.4	5.830815	0.998362	0.999581	1.00042	1.00164	4.648433
460	0	-435.723	-423.322	-12.4017	87376.37	7.286424	0.995703	0.998898	1.0011	1.0043	3.389331
461	1	-441.448	-421.033	-20.4148	270082.6	7.836972	0.997555	0.999374	1.00062	1.00245	4.466366
462	0	-439.316	-418.884	-20.4322	444338.1	7.213547	0.998094	0.999512	1.00049	1.00191	4.492859
463	1	-435.924	-419.713	-16.2109	462139.9	5.836357	0.998131	0.999522	1.00048	1.00187	3.679088
464	0	-429.698	-414.244	-15.4543	5707.303	7.515748	0.983225	0.995653	1.00425	1.01688	3.822034
465	1	-431.354	-417.64	-13.7138	306220.3	6.987836	0.997704	0.999412	1.00059	1.0023	3.532875
466	0	-430.814	-419.829	-10.985	267637.1	7.614594	0.997544	0.999371	1.00063	1.00246	3.239514
467	1	-431.245	-419.039	-12.2064	746581.8	8.519405	0.998529	0.999624	1.00038	1.00147	3.452496
468	0	-442.293	-423.197	-19.0959	2786.828	7.339581	0.976025	0.993748	1.00605	1.02418	4.308093
469	1	-440.068	-420.572	-19.4962	36273.09	7.155252	0.993334	0.998287	1.0017	1.00668	4.362862
470	0	-439.071	-416.905	-22.1669	172.4718	11.07391	0.904939	0.973649	1.02304	1.09837	4.290891
471	1	-435.278	-418.956	-16.3216	684004.6	9.387004	0.998463	0.999607	1.00039	1.00154	3.894244
472	0	-430.255	-422.423	-7.83225	177157.3	9.330756	0.996982	0.999227	1.00077	1.00302	2.987841
473	1	-451.776	-438.01	-13.7662	382627	7.83096	0.997946	0.999474	1.00052	1.00206	3.617703
474	0	-429.061	-422.766	-6.29483	299056.8	9.9482	0.997677	0.999405	1.00059	1.00233	2.847993
475	1	-448.356	-430.094	-18.2616	4695.298	7.436557	0.981511	0.995201	1.00468	1.01861	4.195365
476	0	-434.96	-425.963	-8.99795	472186.4	10.58014	0.998151	0.999527	1.00047	1.00185	3.113524
477	1	-430.927	-420.689	-10.2381	844761.8	9.199087	0.998617	0.999646	1.00035	1.00138	3.244015
478	0	-430.69	-410.885	-19.8045	664814.9	10.50335	0.998441	0.999601	1.0004	1.00156	4.143732
479	1	-431.686	-419.274	-12.412	215490.7	6.615836	0.997263	0.999299	1.0007	1.00274	3.273137
480	0	-439.978	-418.083	-21.8948	920588.8	6.092815	0.998676	0.999661	1.00034	1.00133	4.681609
481	1	-425.275	-417.831	-7.44462	781477	10.86357	0.998562	0.999632	1.00037	1.00144	2.964393
482	0	-441.667	-425.032	-16.6341	1025.829	9.050494	0.960597	0.989587	1.00986	1.03996	3.947888
483	1	-433.549	-417.364	-16.1848	715745.7	12.27744	0.998498	0.999616	1.00038	1.0015	3.640727
