Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2520	-424.298	-414.324	-9.97452	972173.1	10.65954	0.998711	0.99967	1.00033	1.00129	3.203603
2530	-430.099	-417.345	-12.7546	993562	10.92846	0.998725	0.999674	1.00033	1.00128	3.449476
2540	-435.073	-420.97	-14.103	902777.3	12.64466	0.998663	0.999658	1.00034	1.00134	3.441465
2550	-430.599	-417.902	-12.6964	622242.3	8.912703	0.998389	0.999588	1.00041	1.00161	3.513404
2560	-436.537	-423.199	-13.338	372176.9	10.00337	0.997917	0.999467	1.00053	1.00208	3.553512
2570	-428.591	-417.478	-11.1132	570256	9.167898	0.998317	0.99957	1.00043	1.00168	3.338963
2580	-429.385	-419.341	-10.0447	67588.9	8.64871	0.995115	0.998747	1.00124	1.00489	3.205428
2590	-433.338	-421.438	-11.9003	993716.8	8.746475	0.998725	0.999674	1.00033	1.00128	3.421925
2600	-439.417	-423.911	-15.5059	818584	8.747451	0.998595	0.999641	1.00036	1.00141	3.83413
2610	-435.505	-422.749	-12.7561	343754.3	7.653622	0.997833	0.999445	1.00055	1.00217	3.475419
2620	-430.363	-415.176	-15.187	400519.8	6.609014	0.997992	0.999486	1.00051	1.00201	3.691446
2630	-433.116	-417.757	-15.3582	492026.9	11.03309	0.998188	0.999537	1.00046	1.00181	3.679346
2640	-437.581	-423.451	-14.1302	809251.9	8.13423	0.998587	0.999639	1.00036	1.00141	3.674266
2650	-436.358	-422.508	-13.8502	60125.07	9.344631	0.994821	0.998671	1.00132	1.00519	3.632358
2660	-425.277	-416.223	-9.05406	60669.11	10.53871	0.994844	0.998677	1.00131	1.00517	3.119588
2670	-423.135	-416.357	-6.77883	534581.3	12.7196	0.998262	0.999555	1.00044	1.00174	2.85952
2680	-425.897	-421.934	-3.96357	528944.4	11.37222	0.998253	0.999553	1.00045	1.00175	2.64954
2690	-441.839	-422.446	-19.3929	756378.3	5.989703	0.998539	0.999626	1.00037	1.00146	4.253906
2700	-437.948	-425.912	-12.0353	92002.58	8.365342	0.995812	0.998927	1.00107	1.00419	3.427329
2710	-432.787	-419.783	-13.0036	721876.1	8.038574	0.998504	0.999617	1.00038	1.0015	3.53166
2720	-441.121	-427.56	-13.5612	71217.63	10.72756	0.995241	0.998779	1.00121	1.00477	3.535931
2730	-432.697	-422.719	-9.97751	743536	7.720122	0.998526	0.999623	1.00038	1.00147	3.120829
2740	-432.38	-416.896	-15.4834	373290.6	9.297762	0.99792	0.999468	1.00053	1.00208	3.809481
2750	-426.979	-414.491	-12.4883	260268	9.302818	0.99751	0.999363	1.00064	1.00249	3.487274
2760	-431.439	-422.853	-8.58553	344781.1	7.28729	0.997836	0.999446	1.00055	1.00217	2.865772
2770	-431.387	-420.938	-10.4489	964428.2	11.47143	0.998706	0.999669	1.00033	1.00129	3.21523
2780	-423.131	-413.69	-9.44106	899524.5	8.607496	0.99866	0.999657	1.00034	1.00134	3.133287
2790	-429.93	-417.229	-12.701	829421.3	7.863242	0.998605	0.999643	1.00036	1.0014	3.483832
2800	-437.447	-424.327	-13.1202	2243.392	9.425663	0.973292	0.993019	1.00673	1.02696	3.55219
2810	-435.494	-419.165	-16.3294	8685.406	6.29988	0.986394	0.996483	1.00345	1.01367	3.81281
2820	-442.116	-430.488	-11.6278	655302.9	8.290105	0.99843	0.999599	1.0004	1.00157	3.375121
2830	-435.892	-419.944	-15.9488	444362.6	8.285516	0.998094	0.999512	1.00049	1.00191	3.896413
2840	-433.351	-420.335	-13.0162	771921.4	9.993149	0.998554	0.99963	1.00037	1.00145	3.521772
2850	-432.782	-420.79	-11.9926	215692.8	10.75048	0.997264	0.9993	1.0007	1.00274	3.388607
2860	-426.253	-415.375	-10.8785	646529.8	9.790453	0.99842	0.999596	1.0004	1.00158	3.311409
2870	-433.74	-418.244	-15.4966	89965.53	8.327473	0.995765	0.998914	1.00108	1.00424	3.84149
2880	-436.151	-418.393	-17.7584	281626.9	9.806814	0.997606	0.999387	1.00061	1.0024	4.012707
2890	-446.317	-422.478	-23.8395	628613	5.641875	0.998397	0.99959	1.00041	1.0016	4.966706
2900	-439.65	-419.193	-20.4564	364740.2	5.457769	0.997896	0.999462	1.00054	1.00211	4.320533
2910	-427.828	-414.309	-13.5188	813093.3	9.173201	0.998591	0.99964	1.00036	1.00141	3.60124
2920	-431.278	-418.272	-13.0055	897093.1	7.358671	0.998658	0.999657	1.00034	1.00134	3.480398
2930	-430.959	-422.625	-8.3336	784418.7	8.221202	0.998565	0.999633	1.00037	1.00144	2.970891
2940	-431.481	-415.282	-16.1987	173775.7	9.828771	0.996952	0.99922	1.00078	1.00305	3.852124
2950	-430.402	-419.79	-10.6119	739927.2	10.62021	0.998523	0.999622	1.00038	1.00148	3.264736
2960	-425.31	-417.136	-8.17425	476696.5	10.25825	0.99816	0.999529	1.00047	1.00184	3.037809
2970	-428.671	-421.057	-7.61412	969918.3	12.06866	0.99871	0.99967	1.00033	1.00129	2.95011
2980	-432.02	-419.879	-12.1405	611118.6	8.258457	0.998374	0.999584	1.00041	1.00163	3.435625
2990	-440.535	-426.143	-14.3929	768565.3	8.049186	0.99855	0.999629	1.00037	1.00145	3.704745
3000	-425.851	-416.948	-8.90366	122293.9	12.58333	0.996368	0.999069	1.00093	1.00364	3.033267
3010	-429.82	-414.802	-15.0188	791177.3	10.02767	0.998571	0.999635	1.00036	1.00143	3.720008
3020	-428.979	-419.43	-9.54902	332043.8	12.5451	0.997795	0.999436	1.00056	1.00221	3.086559
3030	-422.698	-416.182	-6.51523	820584	10.88905	0.998597	0.999641	1.00036	1.0014	2.878738
3040	-430.226	-419.734	-10.4923	500051.5	8.778632	0.998203	0.99954	1.00046	1.0018	3.262068
3050	-432.643	-419.182	-13.4608	466221.3	8.671212	0.998139	0.999524	1.00047	1.00186	3.600441
3060	-438.164	-421.522	-16.6422	344317.6	6.98756	0.997835	0.999446	1.00055	1.00217	3.951933
3070	-439.484	-420.5	-18.9842	401912.4	8.30618	0.997996	0.999487	1.00051	1.00201	4.261558
3080	-441.681	-421.779	-19.9023	951341.3	10.26344	0.998697	0.999667	1.00033	1.0013	4.1805
3090	-448.711	-422.871	-25.8397	552671.9	8.967256	0.998291	0.999563	1.00044	1.00171	4.978964
3100	-450.228	-430.24	-19.9884	1975.962	8.389521	0.971551	0.992552	1.00716	1.02874	4.376207
3110	-448.894	-428.893	-20.0011	25216.39	6.349192	0.992007	0.997944	1.00203	1.00802	4.400459
3120	-456.066	-437.562	-18.5038	622985.5	7.194115	0.99839	0.999588	1.00041	1.00161	4.225108
3130	-434.505	-419.599	-14.9065	671000.7	9.022867	0.998449	0.999603	1.0004	1.00155	3.757935
3140	-431.768	-418.827	-12.9418	678857.5	7.274644	0.998458	0.999606	1.00039	1.00154	3.462046
3150	-430.854	-421.051	-9.8031	346845.2	12.11157	0.997843	0.999448	1.00055	1.00216	3.129355
3160	-433.243	-427.216	-6.02637	483259	13.06467	0.998172	0.999532	1.00047	1.00183	2.788728
3170	-436.206	-419.921	-16.285	114846.2	6.069875	0.996252	0.999039	1.00096	1.00375	3.755342
3180	-442.093	-426.729	-15.3643	182441.2	9.130232	0.997026	0.999238	1.00076	1.00298	3.804288
3190	-444.932	-433.285	-11.6473	975236.3	10.30808	0.998713	0.999671	1.00033	1.00129	3.374593
3200	-441.698	-423.32	-18.3777	830037	7.893519	0.998605	0.999643	1.00036	1.0014	4.204924
3210	-434.151	-420.157	-13.9931	66558.42	8.316632	0.995077	0.998737	1.00125	1.00493	3.6608
3220	-424.444	-410.442	-14.0024	529504.2	10.11572	0.998254	0.999553	1.00045	1.00175	3.61393
3230	-428.871	-415.807	-13.0646	286391.5	9.321123	0.997626	0.999392	1.00061	1.00238	3.548819
3240	-435.813	-420.15	-15.6633	982787.5	5.659357	0.998718	0.999672	1.00033	1.00128	3.52407
3250	-440.228	-425.232	-14.9959	599150.1	7.786381	0.998358	0.99958	1.00042	1.00164	3.773291
3260	-428.978	-416.286	-12.6918	781625.6	7.14236	0.998563	0.999632	1.00037	1.00144	3.410083
3270	-429.203	-413.655	-15.5473	462597.3	8.478085	0.998132	0.999522	1.00048	1.00187	3.845441
3280	-433.486	-417.3	-16.1864	584420.4	9.578327	0.998338	0.999575	1.00042	1.00166	3.867857
3290	-436.923	-419.607	-17.3163	548824	8.982643	0.998285	0.999561	1.00044	1.00172	4.027519
3300	-446.347	-424.206	-22.1414	482498.3	7.934009	0.998171	0.999532	1.00047	1.00183	4.678103
3310	-439.537	-422.602	-16.9344	396482.1	8.126113	0.997982	0.999484	1.00051	1.00202	4.019167
3320	-442.53	-428.16	-14.3696	358981.5	9.095822	0.997879	0.999457	1.00054	1.00212	3.696386
3330	-439.828	-422.537	-17.2909	87902.7	9.843802	0.995716	0.998902	1.00109	1.00429	3.962003
3340	-432.375	-417.571	-14.8048	227411.2	10.01663	0.997336	0.999318	1.00068	1.00267	3.699336
3350	-441.461	-424.34	-17.121	897214.5	9.536192	0.998658	0.999657	1.00034	1.00134	3.96858
3360	-436.941	-420.418	-16.5229	44397.05	5.822963	0.993974	0.998453	1.00153	1.00604	3.728574
3370	-424.463	-416.618	-7.84529	18374.53	10.59639	0.990638	0.997589	1.00238	1.00939	3.004443
3380	-425.808	-420.404	-5.4036	8859.42	15.00858	0.986528	0.996519	1.00342	1.01354	2.665122
3390	-432.348	-420.711	-11.6363	583339.2	6.492002	0.998336	0.999574	1.00042	1.00166	3.123852
3400	-434.022	-423.835	-10.1872	945585.5	9.575944	0.998693	0.999666	1.00033	1.00131	3.241526
3410	-423.309	-416.537	-6.77185	640345.7	11.14408	0.998412	0.999594	1.00041	1.00159	2.899863
3420	-427.085	-419.725	-7.36021	492989.1	10.71619	0.99819	0.999537	1.00046	1.00181	2.957974
3430	-435.032	-423.965	-11.0675	129631.6	8.552555	0.996472	0.999096	1.0009	1.00353	3.320166
3440	-425.358	-413.817	-11.5408	45344.27	8.49727	0.994037	0.998469	1.00152	1.00598	3.373576
3450	-437.08	-423.347	-13.7329	526553.2	6.933979	0.998249	0.999552	1.00045	1.00175	3.527797
3460	-431.016	-419.429	-11.5867	824129.5	8.269673	0.9986	0.999642	1.00036	1.0014	3.369136
3470	-440.236	-424.921	-15.3157	931809.4	7.552908	0.998684	0.999663	1.00034	1.00132	3.805451
3480	-426.695	-414.664	-12.0303	371426.4	8.826163	0.997915	0.999467	1.00053	1.00209	3.437862
3490	-427.195	-416.542	-10.6527	992494.5	9.303883	0.998724	0.999674	1.00033	1.00128	3.289972
3500	-438.124	-429.647	-8.47675	361768.9	10.42646	0.997887	0.999459	1.00054	1.00211	3.066064
3510	-436.613	-421.285	-15.3274	511821.8	9.148515	0.998224	0.999546	1.00045	1.00178	3.799473
3520	-427.111	-413.808	-13.3033	451266.8	8.908046	0.998108	0.999516	1.00048	1.00189	3.58154
3530	-435.498	-419.769	-15.7288	719397	6.175763	0.998502	0.999617	1.00038	1.0015	3.689881
3540	-443.809	-425.761	-18.0485	116356.3	8.861619	0.996276	0.999046	1.00095	1.00373	4.11737
3550	-432.916	-419.838	-13.0777	686788.9	11.25163	0.998467	0.999608	1.00039	1.00153	3.458841
3560	-433.751	-428.343	-5.40816	234957.9	15.55428	0.997379	0.999329	1.00067	1.00262	2.640668
3570	-431.396	-417.605	-13.7901	862752.5	10.22706	0.998632	0.99965	1.00035	1.00137	3.586975
3580	-434.474	-421.949	-12.5252	85277.82	11.32615	0.995651	0.998885	1.00111	1.00436	3.405217
3590	-445.859	-425.436	-20.4232	757251.5	5.50248	0.99854	0.999627	1.00037	1.00146	4.326699
3600	-436.031	-419.274	-16.7569	294472.7	8.319369	0.997659	0.999401	1.0006	1.00234	3.993057
3610	-437.729	-423.016	-14.713	557699.9	8.186338	0.998298	0.999565	1.00043	1.0017	3.746542
3620	-440.537	-422.82	-17.717	458795.8	6.948397	0.998124	0.99952	1.00048	1.00188	4.103315
3630	-429.024	-421.19	-7.83334	527708.5	10.72487	0.998251	0.999553	1.00045	1.00175	3.002024
3640	-431.1	-421.385	-9.71497	281511.1	10.55956	0.997605	0.999387	1.00061	1.0024	3.181799
3650	-431.399	-419.517	-11.882	557619.2	8.415708	0.998298	0.999565	1.00043	1.0017	3.410933
3660	-443.669	-427.954	-15.7145	312495.4	8.101906	0.997727	0.999418	1.00058	1.00227	3.869055
3670	-426.721	-414.048	-12.6727	122037.3	11.04893	0.996364	0.999068	1.00093	1.00364	3.435009
3680	-427.847	-415.134	-12.713	684040.3	8.728136	0.998464	0.999607	1.00039	1.00154	3.514707
3690	-446.035	-423.865	-22.1704	925347	7.52546	0.998679	0.999662	1.00034	1.00132	4.714953
3700	-439.964	-421.71	-18.2541	985026.5	7.515269	0.99872	0.999673	1.00033	1.00128	4.194565
3710	-436.46	-416.058	-20.4013	907137.1	7.03195	0.998666	0.999659	1.00034	1.00133	4.490005
3720	-435.759	-416.632	-19.1262	439408.8	7.499369	0.998083	0.99951	1.00049	1.00192	4.310846
3730	-432.464	-414.94	-17.5234	600105.9	9.180322	0.99836	0.99958	1.00042	1.00164	4.037293
3740	-425.577	-415.123	-10.4535	681824.3	8.735667	0.998461	0.999606	1.00039	1.00154	3.256109
3750	-427.679	-415.935	-11.7436	967519.2	10.03635	0.998708	0.99967	1.00033	1.00129	3.39313
3760	-431.218	-418.891	-12.3268	185365.7	10.08441	0.997049	0.999244	1.00075	1.00295	3.449477
3770	-430.94	-418.183	-12.7569	97326.71	9.045075	0.995929	0.998956	1.00104	1.00408	3.51954
3780	-443.432	-423.276	-20.1555	403414.2	7.445057	0.997999	0.999488	1.00051	1.002	4.449794
3790	-434.564	-424.433	-10.131	473459	9.35378	0.998153	0.999528	1.00047	1.00185	3.234449
3800	-435.035	-419.422	-15.6131	250052.5	7.999661	0.997459	0.99935	1.00065	1.00254	3.855997
3810	-437.575	-421.605	-15.97	533534.7	7.957926	0.99826	0.999555	1.00044	1.00174	3.900419
3820	-439.525	-426.891	-12.6348	492867.5	8.888987	0.99819	0.999537	1.00046	1.00181	3.506488
3830	-436.145	-421.977	-14.1682	263318.6	7.685233	0.997524	0.999366	1.00063	1.00248	3.661752
3840	-428.967	-416.443	-12.5232	137663.8	10.42675	0.996576	0.999123	1.00087	1.00343	3.454145
3850	-436.158	-418.009	-18.1496	104279.3	5.871266	0.996066	0.998992	1.001	1.00394	4.019735
3860	-433.305	-418.356	-14.949	624689.8	7.936205	0.998392	0.999589	1.00041	1.00161	3.771622
3870	-429.594	-414.388	-15.2065	654934.4	7.363071	0.99843	0.999598	1.0004	1.00157	3.779793
3880	-438.664	-419.337	-19.3267	412074.9	9.466886	0.998021	0.999494	1.00051	1.00198	4.206662
3890	-438.643	-424.524	-14.1191	517573.3	11.29758	0.998234	0.999548	1.00045	1.00177	3.548046
3900	-433.049	-419.425	-13.6233	407913.1	6.84744	0.99801	0.999491	1.00051	1.00199	3.498377
3910	-435.094	-417.739	-17.3548	626355.2	10.38633	0.998394	0.999589	1.00041	1.00161	3.921214
3920	-424.233	-414.116	-10.1176	403905.6	10.61773	0.998001	0.999488	1.00051	1.002	3.218269
3930	-433.049	-423.31	-9.73886	182761.5	10.2377	0.997028	0.999239	1.00076	1.00297	3.190673
3940	-442.131	-425.741	-16.3899	948465.7	8.421201	0.998695	0.999666	1.00033	1.00131	3.946438
3950	-431.432	-412.151	-19.2807	878247.4	6.288096	0.998644	0.999653	1.00035	1.00136	4.279849
3960	-431.567	-420.152	-11.4158	691263.4	9.54944	0.998472	0.999609	1.00039	1.00153	3.370154
3970	-423.41	-413.919	-9.49082	96709.46	9.686738	0.995916	0.998953	1.00104	1.00409	3.169464
3980	-429.585	-417.656	-11.9295	44179.54	8.519792	0.993959	0.998449	1.00154	1.00605	3.420006
3990	-428.531	-419.302	-9.22879	81832.2	10.47281	0.99556	0.998862	1.00113	1.00445	3.137395
4000	-425.608	-415.225	-10.3838	978213.1	8.909507	0.998715	0.999671	1.00033	1.00129	3.25384
4010	-436.06	-421.07	-14.9896	782673.3	7.753375	0.998564	0.999633	1.00037	1.00144	3.771315
4020	-420.932	-412.561	-8.37108	973887.6	11.75654	0.998712	0.999671	1.00033	1.00129	3.024579
4030	-425.282	-415.6	-9.68258	216412.2	8.817235	0.997269	0.999301	1.0007	1.00273	3.171493
4040	-440.632	-426.516	-14.1159	289349.7	10.5773	0.997638	0.999395	1.0006	1.00236	3.597432
4050	-439.455	-425.145	-14.3098	663360.3	8.357699	0.99844	0.999601	1.0004	1.00156	3.699171
4060	-435.58	-427.861	-7.719	131591.7	10.98215	0.996498	0.999103	1.00089	1.00351	2.987831
4070	-421.629	-409.398	-12.2306	598707.1	8.262893	0.998358	0.99958	1.00042	1.00164	3.446717
4080	-424.354	-412.638	-11.7158	535850.2	9.244081	0.998264	0.999556	1.00044	1.00174	3.404532
4090	-430.232	-417.844	-12.3876	941702.8	9.730934	0.99869	0.999665	1.00033	1.00131	3.46729
4100	-430.22	-416.765	-13.4548	372674.2	8.582672	0.997919	0.999467	1.00053	1.00208	3.599485
4110	-445.689	-429.84	-15.8484	443535.1	7.022169	0.998092	0.999512	1.00049	1.00191	3.841642
4120	-444.422	-422.53	-21.8919	510087.3	7.486661	0.998221	0.999545	1.00045	1.00178	4.680448
4130	-436.14	-421.097	-15.0434	796114.6	8.974302	0.998576	0.999636	1.00036	1.00142	3.774767
4140	-442.813	-424.691	-18.1217	587565.3	9.976036	0.998342	0.999576	1.00042	1.00166	4.034261
4150	-436.493	-422.995	-13.498	842275.4	7.8517	0.998615	0.999646	1.00035	1.00139	3.584582
4160	-429.118	-417.184	-11.9338	941987	7.346387	0.998691	0.999665	1.00033	1.00131	3.333159
4170	-430.353	-421.587	-8.76546	497830.7	11.94618	0.998199	0.999539	1.00046	1.0018	3.050607
4180	-435.87	-420.141	-15.7292	209646.3	9.170395	0.997225	0.99929	1.00071	1.00278	3.842344
4190	-427.788	-415.227	-12.5613	356984.6	10.35836	0.997873	0.999456	1.00054	1.00213	3.460987
4200	-419.135	-411.824	-7.31151	536758.1	10.11886	0.998266	0.999556	1.00044	1.00174	2.952533
4210	-430.639	-416.962	-13.6768	740352.6	6.405904	0.998523	0.999622	1.00038	1.00148	3.418285
4220	-433.129	-420.466	-12.6622	475214.1	8.343445	0.998157	0.999528	1.00047	1.00184	3.50161
4230	-447.117	-430.097	-17.02	481749.6	6.22319	0.998169	0.999532	1.00047	1.00183	3.908286
4240	-445.47	-431.558	-13.9114	298091.2	8.679525	0.997673	0.999404	1.00059	1.00233	3.652359
4250	-428.834	-420.628	-8.20629	526767.5	8.106446	0.998249	0.999552	1.00045	1.00175	2.942851
4260	-433.306	-420.861	-12.4454	865070.3	9.415187	0.998634	0.999651	1.00035	1.00137	3.4808
4270	-421.64	-411.769	-9.87108	104900.6	10.03262	0.996078	0.998995	1.001	1.00393	3.206603
4280	-421.839	-413.301	-8.53742	286859.2	11.04084	0.997628	0.999393	1.00061	1.00237	3.060943
4290	-425.601	-417.349	-8.25209	287758.9	9.509011	0.997631	0.999394	1.0006	1.00237	3.037908
4300	-433.925	-423.457	-10.4687	824466.6	10.52256	0.9986	0.999642	1.00036	1.0014	3.254312
4310	-445.031	-427.638	-17.393	984796.6	6.316206	0.998719	0.999673	1.00033	1.00128	3.984345
4320	-435.142	-422.276	-12.8655	178061.6	8.193484	0.996989	0.999229	1.00077	1.00301	3.521124
4330	-441.261	-422.928	-18.3329	372533.6	6.279546	0.997918	0.999467	1.00053	1.00208	4.127868
4340	-425.472	-418.098	-7.374	120020	11.60787	0.996333	0.99906	1.00093	1.00367	2.943802
4350	-429.982	-419.021	-10.9607	107365.8	10.81827	0.996123	0.999007	1.00099	1.00388	3.289914
4360	-437.182	-420.844	-16.3385	237631.4	6.9122	0.997394	0.999333	1.00066	1.00261	3.901485
4370	-440.525	-419.353	-21.1716	883281.8	8.365643	0.998648	0.999654	1.00035	1.00135	4.519459
4380	-430.826	-416.288	-14.5382	674514.6	9.457273	0.998453	0.999604	1.00039	1.00155	3.701274
4390	-437.51	-424.758	-12.7521	544283.2	7.265037	0.998278	0.999559	1.00044	1.00172	3.434783
4400	-428.739	-416.817	-11.9224	117781.3	8.52496	0.996299	0.999052	1.00094	1.00371	3.419334
4410	-426.854	-414.316	-12.5378	496534.9	6.471728	0.998197	0.999539	1.00046	1.0018	3.257604
4420	-424.835	-412.569	-12.2654	311000.4	11.37565	0.997722	0.999417	1.00058	1.00228	3.379342
4430	-426.191	-414.946	-11.2441	793421.8	8.542359	0.998573	0.999635	1.00036	1.00143	3.340426
4440	-443.174	-421.822	-21.3521	86459.58	9.321741	0.99568	0.998893	1.0011	1.00433	4.437855
4450	-440.746	-420.866	-19.8794	390315	6.91662	0.997966	0.99948	1.00052	1.00204	4.41386
4460	-448.599	-429.046	-19.553	287358.5	6.206172	0.99763	0.999393	1.0006	1.00237	4.313131
4470	-427.523	-415.739	-11.7847	357483.9	8.862907	0.997875	0.999456	1.00054	1.00213	3.410539
4480	-443.325	-429.206	-14.119	830717.7	6.792312	0.998606	0.999643	1.00036	1.00139	3.562105
4490	-431.722	-414.526	-17.1955	394968.9	6.155351	0.997978	0.999483	1.00052	1.00202	3.923311
4500	-441.57	-423.672	-17.898	109996.3	11.8169	0.99617	0.999018	1.00098	1.00384	3.828622
4510	-441.531	-427.644	-13.8868	190552.2	8.625741	0.99709	0.999255	1.00074	1.00291	3.649743
4520	-437.325	-418.435	-18.8895	15319.01	9.751086	0.989749	0.997358	1.0026	1.01029	4.133496
4530	-431.945	-420.54	-11.4049	844122.3	7.551205	0.998617	0.999646	1.00035	1.00138	3.287464
4540	-440.242	-424.469	-15.773	389605.3	8.652609	0.997964	0.999479	1.00052	1.00204	3.867637
4550	-430.771	-417.466	-13.3046	147131.5	8.479168	0.996688	0.999152	1.00084	1.00332	3.580926
4560	-447.132	-423.474	-23.6583	400940.6	5.416262	0.997993	0.999487	1.00051	1.00201	4.899828
4570	-435.414	-414.703	-20.7112	302819	6.538363	0.997691	0.999409	1.00059	1.00231	4.524146
4580	-443.75	-421.845	-21.9051	216357.8	6.922329	0.997269	0.999301	1.0007	1.00273	4.706619
4590	-432.798	-421.658	-11.1399	322026.3	9.745577	0.997761	0.999427	1.00057	1.00224	3.338836
4600	-431.615	-418.643	-12.9717	631535.7	10.98414	0.998401	0.999591	1.00041	1.0016	3.466004
4610	-430.352	-420.978	-9.37406	85552.91	9.829351	0.995658	0.998887	1.00111	1.00435	3.157766
4620	-434.677	-420.22	-14.4573	530972.4	10.05134	0.998256	0.999554	1.00045	1.00174	3.662656
4630	-436.768	-423.293	-13.475	133564.3	7.311293	0.996524	0.99911	1.00089	1.00348	3.539312
4640	-445.534	-429.905	-15.6286	35155.45	8.975721	0.993229	0.99826	1.00172	1.00679	3.839917
4650	-448.602	-434.123	-14.479	213483.3	9.896155	0.99725	0.999296	1.0007	1.00275	3.673537
4660	-453.569	-432.452	-21.1172	111639.3	9.491484	0.996198	0.999026	1.00097	1.00381	4.39291
4670	-422.328	-415.821	-6.50749	150410.6	11.41391	0.996724	0.999161	1.00084	1.00328	2.87259
4680	-436.184	-424.691	-11.4933	23980.77	7.648504	0.991804	0.997892	1.00208	1.00822	3.309889
4690	-438.955	-425.911	-13.0444	436541.9	8.187521	0.998077	0.999508	1.00049	1.00192	3.542758
4700	-433.839	-417.865	-15.9741	142138	8.092619	0.99663	0.999137	1.00086	1.00337	3.901124
4710	-434.206	-419.988	-14.2173	45277.4	9.351238	0.994033	0.998468	1.00152	1.00598	3.6714
4720	-441.855	-424.815	-17.04	14833.98	7.732887	0.989583	0.997315	1.00265	1.01046	4.035697
4730	-435.708	-421.593	-14.115	329995.5	10.0567	0.997788	0.999434	1.00056	1.00221	3.628311
4740	-427.392	-419.924	-7.46711	416057	10.91218	0.99803	0.999496	1.0005	1.00197	2.96586
4750	-435.646	-419.525	-16.1216	556525.7	7.551865	0.998297	0.999564	1.00043	1.0017	3.912108
4760	-423.003	-411.204	-11.7991	292130.1	7.383159	0.997649	0.999398	1.0006	1.00235	3.319643
4770	-438.054	-424.224	-13.8301	50311.12	8.250484	0.994339	0.998547	1.00144	1.00567	3.640061
4780	-432.869	-418.597	-14.2724	438280.6	7.33914	0.998081	0.999509	1.00049	1.00192	3.65086
4790	-437.335	-424.935	-12.4003	132174.7	9.756797	0.996506	0.999105	1.00089	1.0035	3.467846
4800	-431.307	-417.043	-14.2636	168556.3	7.305115	0.996906	0.999208	1.00079	1.0031	3.646606
4810	-430.729	-420.347	-10.3818	310074.5	10.54763	0.997718	0.999416	1.00058	1.00228	3.245311
4820	-424.099	-414.227	-9.87197	639781.2	8.557162	0.998411	0.999594	1.00041	1.00159	3.180633
4830	-439.573	-423.879	-15.6942	211662.1	7.068155	0.997238	0.999293	1.0007	1.00276	3.824007
4840	-432.26	-414.059	-18.201	341037	9.380202	0.997824	0.999443	1.00056	1.00218	4.095018
4850	-430.319	-416.592	-13.7266	192323.7	14.72354	0.997103	0.999258	1.00074	1.0029	3.242901
4860	-423.625	-413.082	-10.5438	145970.9	9.586587	0.996675	0.999148	1.00085	1.00333	3.278732
4870	-427.045	-416.371	-10.6743	382709.5	8.746757	0.997946	0.999474	1.00052	1.00206	3.281758
4880	-438.243	-420.4	-17.8433	263962.8	12.21584	0.997527	0.999367	1.00063	1.00248	3.782269
4890	-425.32	-414.827	-10.4922	958138.4	12.59395	0.998702	0.999668	1.00033	1.0013	3.158885
4900	-426.78	-414.235	-12.5452	521566.9	9.496553	0.99824	0.99955	1.00045	1.00176	3.489666
4910	-450.085	-425.6	-24.4853	294111.7	5.789203	0.997657	0.9994	1.0006	1.00234	5.093712
4920	-435.443	-422.445	-12.9984	647211.5	7.671301	0.99842	0.999596	1.0004	1.00158	3.508459
4930	-436.73	-419.962	-16.7676	417203.8	6.991917	0.998033	0.999497	1.0005	1.00197	3.970213
4940	-433.757	-416.946	-16.8113	2455.303	6.645802	0.974465	0.993332	1.00644	1.02577	3.941877
4950	-439.959	-425.44	-14.5193	167800.9	8.180585	0.996899	0.999206	1.00079	1.0031	3.722802
4960	-432.728	-423.191	-9.53741	802415.3	11.13513	0.998581	0.999637	1.00036	1.00142	3.148337
4970	-438.699	-421.581	-17.1177	109241.1	10.22607	0.996157	0.999015	1.00098	1.00385	3.91243
4980	-426.1	-413.024	-13.0754	718818.2	10.08057	0.998501	0.999617	1.00038	1.0015	3.523874
4990	-431.098	-420.972	-10.126	816612.7	10.74013	0.998594	0.99964	1.00036	1.00141	3.215311
5000	-436.788	-424.506	-12.283	553340	11.51966	0.998292	0.999563	1.00044	1.00171	3.37216
5010	-430.935	-417.014	-13.9209	524728.3	7.445654	0.998246	0.999551	1.00045	1.00176	3.612426
5020	-426.922	-414.247	-12.6748	726487.1	9.234716	0.998509	0.999619	1.00038	1.00149	3.508409
5030	-429.368	-417.155	-12.2126	930421.4	11.25896	0.998683	0.999663	1.00034	1.00132	3.381529
5040	-426.891	-414.38	-12.5108	112436.6	7.165667	0.996212	0.999029	1.00097	1.00379	3.388093
5050	-433.919	-421.03	-12.8888	265871.2	9.678122	0.997536	0.999369	1.00063	1.00247	3.520529
5060	-434.181	-426.725	-7.45625	142124	10.05858	0.99663	0.999137	1.00086	1.00337	2.966212
5070	-445.229	-427.383	-17.8464	771247.8	9.460953	0.998553	0.99963	1.00037	1.00145	4.050773
5080	-436.617	-424.369	-12.2477	581928.6	9.301316	0.998334	0.999574	1.00043	1.00167	3.461433
5090	-436.149	-422.487	-13.6618	172149	11.7427	0.996938	0.999216	1.00078	1.00307	3.475627
5100	-436.912	-421.283	-15.6288	215266.9	8.74098	0.997262	0.999299	1.0007	1.00274	3.848382
