Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
5110	-452.032	-426.63	-25.4019	57483.66	4.349911	0.994703	0.998641	1.00135	1.00531	4.88753
5120	-430.443	-417.051	-13.3923	181386.1	9.698338	0.997017	0.999236	1.00076	1.00299	3.571789
5130	-429.835	-417.874	-11.9613	678295.5	8.656799	0.998457	0.999605	1.00039	1.00154	3.427202
5140	-429.983	-422.234	-7.74915	773947.2	13.24183	0.998556	0.999631	1.00037	1.00145	2.91241
5150	-446.269	-432.319	-13.9502	345043.8	8.186614	0.997837	0.999446	1.00055	1.00216	3.65336
5160	-438.464	-424.806	-13.6587	38292.15	7.407012	0.993512	0.998333	1.00165	1.0065	3.573732
5170	-432.427	-422.24	-10.1871	309603.6	11.19464	0.997716	0.999416	1.00058	1.00229	3.204285
5180	-442.581	-422.742	-19.8382	197445.3	9.212851	0.997141	0.999268	1.00073	1.00286	4.286265
5190	-433.977	-419.402	-14.5753	165775.7	10.15875	0.99688	0.999201	1.0008	1.00312	3.667962
5200	-426.771	-417.053	-9.71821	910475.1	10.1497	0.998668	0.999659	1.00034	1.00133	3.189968
5210	-440.194	-425.12	-15.0733	689204.7	6.772216	0.998469	0.999609	1.00039	1.00153	3.699749
5220	-429.272	-416.52	-12.7524	494610	7.436339	0.998193	0.999538	1.00046	1.00181	3.454513
5230	-427.261	-416.806	-10.4544	795993.3	8.405248	0.998576	0.999636	1.00036	1.00143	3.240699
5240	-437.913	-418.885	-19.0277	743828.8	7.636487	0.998527	0.999623	1.00038	1.00147	4.295248
5250	-432.421	-417.759	-14.6619	599008.3	7.560447	0.998358	0.99958	1.00042	1.00164	3.719334
5260	-430.761	-416.222	-14.5395	859461.4	10.0425	0.998629	0.999649	1.00035	1.00137	3.671351
5270	-442.195	-424.309	-17.8857	351825.8	12.26127	0.997858	0.999452	1.00055	1.00214	3.780963
5280	-431.816	-420.907	-10.9096	318221.3	11.23432	0.997748	0.999424	1.00057	1.00225	3.266967
5290	-428.901	-414.384	-14.5171	136951.6	6.887374	0.996567	0.999121	1.00088	1.00344	3.634575
5300	-430.183	-416.195	-13.9872	97905.91	10.10361	0.995941	0.998959	1.00103	1.00407	3.613088
5310	-424.148	-413.011	-11.137	541861	9.421543	0.998274	0.999558	1.00044	1.00173	3.3418
5320	-435.029	-420.693	-14.3359	907790.7	12.89355	0.998666	0.999659	1.00034	1.00133	3.439118
5330	-431.621	-415.899	-15.7213	785403.3	6.616279	0.998566	0.999633	1.00037	1.00143	3.773405
5340	-436.281	-422.609	-13.6719	582514.1	8.542401	0.998335	0.999574	1.00042	1.00167	3.624637
5350	-444.996	-427.894	-17.1014	182659.4	9.747071	0.997027	0.999239	1.00076	1.00298	3.950437
5360	-447.709	-427.877	-19.8323	349183.3	6.704905	0.99785	0.99945	1.00055	1.00215	4.399507
5370	-435.359	-416.592	-18.7673	183236	8.045554	0.997032	0.99924	1.00076	1.00297	4.248365
5380	-440.583	-424.506	-16.0764	499637.7	7.889517	0.998202	0.99954	1.00046	1.0018	3.913353
5390	-432.64	-416.927	-15.713	422042.4	12.76531	0.998044	0.9995	1.0005	1.00196	3.557714
5400	-439.03	-421.578	-17.4524	528500.4	6.975522	0.998252	0.999553	1.00045	1.00175	4.067085
5410	-434.985	-419.967	-15.0181	415835.1	7.541981	0.99803	0.999496	1.0005	1.00197	3.765459
5420	-427.208	-416.163	-11.0453	306179.8	10.27769	0.997704	0.999412	1.00059	1.0023	3.317111
5430	-422.434	-411.542	-10.8919	600425.6	7.94513	0.99836	0.999581	1.00042	1.00164	3.261191
5440	-420.832	-409.174	-11.6582	829338.7	7.861019	0.998605	0.999643	1.00036	1.0014	3.351032
5450	-424.091	-410.974	-13.1168	243092.2	6.802474	0.997423	0.99934	1.00066	1.00258	3.416411
5460	-429.054	-417.144	-11.9094	109587.6	9.119836	0.996163	0.999017	1.00098	1.00384	3.425904
5470	-430.242	-422.259	-7.98325	304886.9	11.45018	0.997699	0.999411	1.00059	1.0023	3.000886
5480	-433.851	-422.929	-10.9218	257999.8	11.6178	0.997499	0.99936	1.00064	1.0025	3.248919
5490	-431.187	-417.282	-13.9046	853705.6	9.108412	0.998625	0.999648	1.00035	1.00138	3.644956
5500	-439.536	-422.363	-17.1729	715356.9	6.59877	0.998498	0.999616	1.00038	1.0015	3.990687
5510	-434.377	-417.47	-16.9068	253488.1	5.613279	0.997476	0.999354	1.00064	1.00253	3.72811
5520	-426.841	-414.744	-12.0972	686444.6	8.272917	0.998466	0.999608	1.00039	1.00153	3.431014
5530	-428.73	-416.755	-11.9751	742078.1	10.29396	0.998525	0.999623	1.00038	1.00148	3.406951
5540	-432.807	-419.197	-13.6099	145700.2	7.351959	0.996672	0.999147	1.00085	1.00333	3.561864
5550	-436.138	-415.371	-20.7674	76805.54	7.272145	0.995417	0.998825	1.00117	1.00459	4.537857
5560	-435.889	-419.852	-16.0373	673852	6.385061	0.998452	0.999604	1.0004	1.00155	3.782935
5570	-442.009	-423.547	-18.4621	719096.8	6.592818	0.998501	0.999617	1.00038	1.0015	4.185489
5580	-436.91	-420.778	-16.1325	974327.9	8.790017	0.998713	0.999671	1.00033	1.00129	3.904099
5590	-427.131	-417.62	-9.51064	715968.5	12.38939	0.998498	0.999616	1.00038	1.0015	3.091499
5600	-427.033	-416.193	-10.84	58378.22	12.45064	0.994744	0.998651	1.00134	1.00527	3.195152
5610	-437.946	-424.227	-13.7197	558669.5	9.941801	0.9983	0.999565	1.00043	1.0017	3.594649
5620	-440.264	-425.089	-15.175	224099.4	7.894734	0.997316	0.999313	1.00068	1.00269	3.799218
5630	-436.067	-421.502	-14.5649	101110.6	6.644456	0.996005	0.998976	1.00102	1.004	3.603633
5640	-427.416	-417.292	-10.1245	178394.7	9.117536	0.996992	0.99923	1.00077	1.00301	3.230135
5650	-431.857	-418.943	-12.9138	261014.7	9.733089	0.997513	0.999363	1.00063	1.00249	3.521291
5660	-431.434	-421.686	-9.74761	251003.3	9.044565	0.997464	0.999351	1.00065	1.00254	3.186821
5670	-427.8	-417.414	-10.3859	616559.9	9.772536	0.998382	0.999586	1.00041	1.00162	3.261252
5680	-432.496	-415.758	-16.7381	377304.4	7.544661	0.997931	0.999471	1.00053	1.00207	3.993574
5690	-436.652	-418.478	-18.1746	317897.8	8.050056	0.997746	0.999423	1.00057	1.00226	4.174545
5700	-431.227	-418.154	-13.073	134747.5	8.354071	0.996539	0.999113	1.00088	1.00346	3.551111
5710	-432.396	-415.651	-16.7455	667556.1	10.1939	0.998445	0.999602	1.0004	1.00156	3.878698
5720	-429.7	-415.886	-13.8139	677535.4	9.902355	0.998456	0.999605	1.00039	1.00154	3.606034
5730	-422.372	-413.048	-9.32402	341282.8	10.2597	0.997825	0.999443	1.00055	1.00218	3.149873
5740	-429.395	-415.404	-13.9915	971253.7	10.47396	0.998711	0.99967	1.00033	1.00129	3.59209
5750	-423.731	-412.482	-11.2487	770153.2	7.962918	0.998552	0.99963	1.00037	1.00145	3.307545
5760	-429.768	-414.023	-15.7444	614368.4	6.784353	0.998379	0.999585	1.00041	1.00162	3.800396
5770	-438.844	-430.151	-8.69225	72904.31	10.57873	0.995296	0.998794	1.0012	1.00471	3.084651
5780	-429.244	-412.151	-17.0934	187873.8	11.9669	0.997069	0.999249	1.00075	1.00293	3.745672
5790	-441.821	-426.351	-15.4705	391757.5	6.491949	0.99797	0.999481	1.00052	1.00203	3.714438
5800	-431.235	-418.785	-12.4502	766671.4	10.55257	0.998549	0.999629	1.00037	1.00145	3.441166
5810	-437.942	-423.285	-14.6576	251299	11.16879	0.997466	0.999351	1.00065	1.00254	3.6056
5820	-439.269	-417.855	-21.414	584339.1	4.959027	0.998338	0.999575	1.00042	1.00166	4.330565
5830	-426.252	-420.024	-6.22803	608633.9	10.01235	0.998371	0.999583	1.00042	1.00163	2.842978
5840	-428.063	-418.355	-9.70836	144579.3	9.98871	0.996659	0.999144	1.00085	1.00334	3.190797
5850	-432.812	-416.039	-16.7726	213015.1	5.847488	0.997247	0.999295	1.0007	1.00276	3.778513
5860	-432.806	-422.32	-10.4863	231801.6	11.43061	0.997361	0.999324	1.00067	1.00264	3.220406
5870	-425.468	-415.081	-10.3872	224177.3	9.45795	0.997317	0.999313	1.00068	1.00269	3.262355
5880	-439.568	-420.161	-19.4063	515966.5	5.694904	0.998231	0.999547	1.00045	1.00177	4.194368
5890	-425.453	-414.506	-10.9473	560685.8	9.596683	0.998303	0.999566	1.00043	1.0017	3.320734
5900	-443.663	-428.308	-15.3547	307477.6	9.374288	0.997709	0.999414	1.00058	1.00229	3.791881
5910	-432.694	-426.829	-5.86466	169862.1	9.285909	0.996918	0.999211	1.00079	1.00309	2.774226
5920	-432.913	-415.624	-17.2888	148911.1	11.12334	0.996708	0.999157	1.00084	1.0033	3.845602
5930	-431.397	-419.076	-12.3211	572914.6	11.20417	0.998321	0.999571	1.00043	1.00168	3.394364
5940	-438.594	-429.598	-8.9962	144202.6	10.45315	0.996655	0.999143	1.00085	1.00335	3.115489
5950	-429.491	-419.138	-10.3524	900032.3	11.62183	0.99866	0.999657	1.00034	1.00134	3.199714
5960	-446.407	-427.274	-19.1328	745085.9	9.974378	0.998528	0.999623	1.00038	1.00147	4.135784
5970	-439.543	-423.42	-16.1233	385633.8	6.448403	0.997954	0.999476	1.00052	1.00205	3.807667
5980	-432.97	-416.401	-16.5696	951360.4	9.26126	0.998697	0.999667	1.00033	1.0013	3.928557
5990	-421.841	-409.295	-12.5454	394082.1	13.55019	0.997976	0.999482	1.00052	1.00203	3.251606
6000	-432.095	-415.327	-16.7673	556836.3	6.308407	0.998297	0.999564	1.00043	1.0017	3.883881
6010	-441.675	-422.476	-19.1988	369340.4	9.423144	0.997909	0.999465	1.00053	1.00209	4.197334
6020	-427.76	-415.173	-12.5876	740755.7	9.06718	0.998524	0.999622	1.00038	1.00148	3.50068
6030	-436.827	-420.438	-16.3889	229050.7	7.316468	0.997345	0.99932	1.00068	1.00266	3.938124
6040	-436.716	-422.348	-14.3679	148725.7	7.638592	0.996706	0.999156	1.00084	1.0033	3.685173
6050	-434.313	-421.178	-13.1356	259451.7	8.813023	0.997506	0.999362	1.00064	1.0025	3.563124
6060	-430.544	-417.789	-12.7554	34687.41	10.49746	0.993183	0.998249	1.00173	1.00683	3.472899
6070	-446.303	-432.013	-14.2901	727140.2	7.738654	0.99851	0.999619	1.00038	1.00149	3.680377
6080	-447.346	-428.722	-18.6235	702256.7	4.856228	0.998484	0.999612	1.00039	1.00152	3.709513
6090	-436.006	-418.84	-17.166	816327.2	14.92035	0.998593	0.99964	1.00036	1.00141	3.457368
6100	-423.969	-414.405	-9.56427	272358.4	8.87868	0.997565	0.999377	1.00062	1.00244	3.160647
6110	-430.008	-418.478	-11.5298	11258.35	7.812258	0.988046	0.996915	1.00303	1.012	3.330477
6120	-432.173	-419.64	-12.5328	125918.3	11.65695	0.99642	0.999083	1.00091	1.00358	3.385057
6130	-426.433	-413.263	-13.1703	667137.1	8.004162	0.998444	0.999602	1.0004	1.00156	3.550843
6140	-431.917	-419.585	-12.332	93620.63	9.772852	0.995849	0.998936	1.00106	1.00416	3.460377
6150	-434.74	-423.952	-10.7885	52476.28	11.4814	0.994457	0.998577	1.00141	1.00555	3.24434
6160	-439.7	-424.62	-15.0807	202052.7	11.57801	0.997174	0.999276	1.00072	1.00283	3.610201
6170	-433.725	-419.819	-13.9061	5956.593	8.744425	0.983579	0.995746	1.00416	1.01652	3.651266
6180	-432.735	-421.121	-11.6142	404806.4	10.07573	0.998003	0.999489	1.00051	1.002	3.379073
6190	-434.997	-419.479	-15.5182	554074.1	7.178942	0.998293	0.999563	1.00044	1.00171	3.808886
6200	-431.839	-417.022	-14.8161	756765	8.397227	0.998539	0.999626	1.00037	1.00146	3.759662
6210	-430.106	-417.493	-12.6125	847038.5	9.296942	0.998619	0.999647	1.00035	1.00138	3.50072
6220	-439.815	-427.92	-11.8954	912388.7	8.368684	0.99867	0.99966	1.00034	1.00133	3.410738
6230	-443.495	-424.596	-18.899	516008.1	11.52684	0.998231	0.999547	1.00045	1.00177	3.945689
6240	-435.517	-418.307	-17.2103	704095.8	8.172231	0.998486	0.999613	1.00039	1.00152	4.051971
6250	-439.733	-427.8	-11.9337	261423.8	10.53723	0.997515	0.999364	1.00063	1.00249	3.392892
6260	-422.333	-411.106	-11.2278	665362	12.62527	0.998442	0.999602	1.0004	1.00156	3.215307
6270	-434.434	-416.89	-17.5445	330116.5	5.835294	0.997789	0.999434	1.00056	1.00221	3.907303
6280	-429.783	-420.091	-9.69204	454129.5	10.75465	0.998114	0.999518	1.00048	1.00189	3.174493
6290	-443.093	-425.881	-17.2121	851574.9	8.140081	0.998623	0.999648	1.00035	1.00138	4.05301
6300	-427.144	-413.851	-13.2929	457644.3	9.253148	0.998122	0.999519	1.00048	1.00188	3.574935
6310	-432.541	-415.075	-17.4659	57997.22	9.468051	0.994727	0.998647	1.00134	1.00528	4.010015
6320	-444.871	-421.755	-23.1163	610283.1	6.87226	0.998373	0.999584	1.00042	1.00163	4.883751
6330	-436.653	-420.604	-16.0497	691030.7	7.889686	0.998471	0.999609	1.00039	1.00153	3.909974
6340	-434.215	-413.798	-20.4171	457063.9	8.131875	0.99812	0.999519	1.00048	1.00188	4.447327
6350	-430.36	-418.715	-11.6446	271794.1	8.552195	0.997563	0.999376	1.00062	1.00244	3.387623
6360	-432.796	-421.887	-10.9085	825146.3	12.46053	0.998601	0.999642	1.00036	1.0014	3.200056
6370	-436.974	-419.215	-17.7596	649584.5	9.004424	0.998423	0.999597	1.0004	1.00158	4.075406
6380	-429.868	-417.726	-12.1423	843017.7	10.11427	0.998616	0.999646	1.00035	1.00138	3.430104
6390	-429.52	-414.528	-14.9921	46017.31	8.334593	0.994081	0.99848	1.00151	1.00593	3.780887
6400	-433.848	-420.313	-13.535	996154.2	9.56073	0.998727	0.999674	1.00032	1.00127	3.591679
6410	-429.409	-416.678	-12.7315	687496.7	9.187351	0.998467	0.999608	1.00039	1.00153	3.515234
6420	-432.875	-421.513	-11.3626	609523.7	10.35143	0.998372	0.999584	1.00042	1.00163	3.345506
6430	-442.444	-421.7	-20.7439	920723.7	8.071121	0.998676	0.999661	1.00034	1.00133	4.492139
6440	-440.333	-431.381	-8.9521	55179.43	9.553115	0.994594	0.998613	1.00138	1.00542	3.11222
6450	-422.491	-415.663	-6.82756	470101.4	9.555146	0.998147	0.999526	1.00047	1.00185	2.889905
6460	-436.133	-424.858	-11.2751	624535.3	6.847305	0.998392	0.999589	1.00041	1.00161	3.155419
6470	-447.084	-426.725	-20.3591	355824.4	6.730547	0.99787	0.999455	1.00054	1.00213	4.478967
6480	-439.952	-429.345	-10.6072	827067.5	10.41093	0.998603	0.999643	1.00036	1.0014	3.270843
6490	-433.652	-418.592	-15.0596	904881	7.658015	0.998664	0.999658	1.00034	1.00134	3.776584
6500	-430.425	-417.248	-13.1764	669815.1	7.343589	0.998447	0.999603	1.0004	1.00155	3.502
6510	-429.243	-415.014	-14.2293	931425.2	7.311619	0.998683	0.999663	1.00034	1.00132	3.64251
6520	-426.426	-415.74	-10.6859	340038.9	12.00271	0.997821	0.999442	1.00056	1.00218	3.208277
6530	-435.548	-421.925	-13.623	32984.04	7.400061	0.99301	0.998204	1.00178	1.00701	3.56827
6540	-423.439	-415.73	-7.70854	181295.7	11.68124	0.997016	0.999236	1.00076	1.00299	2.970494
6550	-435.543	-419.747	-15.7962	816832.6	12.55498	0.998594	0.99964	1.00036	1.00141	3.583629
6560	-419.849	-408.702	-11.1477	225508	9.38449	0.997325	0.999315	1.00068	1.00268	3.343072
6570	-422.551	-411.504	-11.0466	727527.5	8.516096	0.99851	0.999619	1.00038	1.00149	3.316222
6580	-440.408	-426.793	-13.6152	194842.1	11.77124	0.997122	0.999263	1.00073	1.00288	3.469556
6590	-444.961	-424.735	-20.2257	196480.8	8.165258	0.997134	0.999266	1.00073	1.00287	4.421448
6600	-438.473	-421.113	-17.3604	824580.3	8.569232	0.998601	0.999642	1.00036	1.0014	4.055172
6610	-432.224	-420.044	-12.1801	617670.8	7.015824	0.998383	0.999586	1.00041	1.00162	3.318182
6620	-427.914	-414.531	-13.3828	154517.6	7.92784	0.996768	0.999172	1.00082	1.00324	3.573871
6630	-429.395	-417.047	-12.3475	730484.3	11.10255	0.998513	0.99962	1.00038	1.00149	3.402561
6640	-435.462	-423.268	-12.1943	493761.2	10.08521	0.998192	0.999537	1.00046	1.00181	3.436306
6650	-428.42	-419.727	-8.69279	288872.5	12.15936	0.997636	0.999395	1.0006	1.00237	3.035644
6660	-425.532	-416.969	-8.56272	198594.3	12.98182	0.997149	0.99927	1.00073	1.00285	2.987007
6670	-429.84	-419.627	-10.2129	853607	9.030613	0.998625	0.999648	1.00035	1.00138	3.237935
6680	-453.091	-430.667	-22.4242	862737.8	5.498925	0.998632	0.99965	1.00035	1.00137	4.689641
6690	-443.169	-425.593	-17.5764	682866	8.483872	0.998462	0.999607	1.00039	1.00154	4.084505
6700	-433.803	-418.678	-15.1258	974290.6	7.872342	0.998713	0.999671	1.00033	1.00129	3.792439
6710	-428.278	-418.158	-10.1196	741932.9	9.694766	0.998525	0.999623	1.00038	1.00148	3.234348
6720	-421.548	-413.915	-7.63345	373047.1	9.009878	0.99792	0.999468	1.00053	1.00208	2.951137
6730	-429.751	-419.179	-10.5726	218295.5	10.00234	0.997281	0.999304	1.00069	1.00272	3.277082
6740	-430.686	-415.892	-14.7937	544334.4	9.838935	0.998278	0.999559	1.00044	1.00172	3.708596
6750	-431.057	-418.883	-12.1732	346797	10.1049	0.997842	0.999448	1.00055	1.00216	3.433504
6760	-427.577	-413.992	-13.5851	672852.8	8.20788	0.998451	0.999604	1.0004	1.00155	3.609327
6770	-435.905	-426.022	-9.88273	107696.9	8.077085	0.996129	0.999008	1.00099	1.00388	3.147006
6780	-427.406	-416.817	-10.5886	612618.8	12.47745	0.998376	0.999585	1.00041	1.00162	3.173394
6790	-425.625	-418.416	-7.20944	146605.9	10.50415	0.996682	0.99915	1.00085	1.00332	2.944582
6800	-429.262	-416.141	-13.122	858248.5	10.15726	0.998628	0.999649	1.00035	1.00137	3.524971
6810	-426.876	-414.086	-12.7898	161407.6	9.578802	0.996838	0.99919	1.00081	1.00317	3.513231
6820	-435.68	-422.351	-13.3289	517043	9.494934	0.998233	0.999548	1.00045	1.00177	3.572249
6830	-429.655	-418.458	-11.1971	802889.6	11.10368	0.998582	0.999637	1.00036	1.00142	3.298883
6840	-445.955	-432.783	-13.1719	796338.4	7.163271	0.998576	0.999636	1.00036	1.00142	3.480038
6850	-428.937	-418.033	-10.9034	260555	12.68346	0.997511	0.999363	1.00063	1.00249	3.186032
6860	-425.144	-412.235	-12.9091	465212.4	8.723208	0.998137	0.999523	1.00048	1.00186	3.537158
6870	-433.155	-420.555	-12.5997	274601.1	9.740912	0.997575	0.999379	1.00062	1.00243	3.488776
6880	-428.053	-421.88	-6.17301	995997.6	9.915265	0.998727	0.999674	1.00033	1.00127	2.834794
6890	-434.822	-423.013	-11.8092	414165	12.65936	0.998026	0.999495	1.0005	1.00198	3.259071
6900	-435.457	-418.697	-16.7604	782449.6	8.301157	0.998563	0.999633	1.00037	1.00144	3.993957
6910	-427.44	-415.754	-11.6866	674518.2	8.385266	0.998453	0.999604	1.00039	1.00155	3.386477
6920	-430	-419.692	-10.3072	349069	9.500205	0.997849	0.99945	1.00055	1.00215	3.254017
6930	-429.771	-421.615	-8.15606	848332.7	10.90361	0.99862	0.999647	1.00035	1.00138	3.029156
6940	-429.876	-420.188	-9.68749	978826	9.261311	0.998716	0.999672	1.00033	1.00129	3.185449
6950	-435.861	-419.381	-16.4802	882149.8	7.611262	0.998647	0.999654	1.00035	1.00135	3.961106
6960	-434.023	-420.163	-13.86	770179.1	7.129397	0.998552	0.99963	1.00037	1.00145	3.572098
6970	-441.326	-428.642	-12.6836	667821.9	7.853263	0.998445	0.999602	1.0004	1.00156	3.480963
6980	-438.302	-428.297	-10.0044	632748.3	10.37205	0.998402	0.999591	1.00041	1.0016	3.213838
6990	-450.997	-436.803	-14.1938	874303.9	8.624252	0.998641	0.999652	1.00035	1.00136	3.685339
7000	-447.042	-427.234	-19.8083	746048.9	11.18317	0.998529	0.999624	1.00038	1.00147	4.065079
7010	-440.236	-421.721	-18.5149	628968.9	6.435672	0.998398	0.99959	1.00041	1.0016	4.177082
7020	-433.383	-422.577	-10.8053	536672.5	8.548417	0.998265	0.999556	1.00044	1.00174	3.289325
7030	-438.233	-427.362	-10.871	717063.5	8.258356	0.998499	0.999616	1.00038	1.0015	3.281894
7040	-431.019	-423.672	-7.34735	882970.1	10.49293	0.998648	0.999654	1.00035	1.00135	2.957727
7050	-443.894	-427.283	-16.6108	580959.9	8.523241	0.998333	0.999574	1.00043	1.00167	3.969351
7060	-443.576	-425.499	-18.077	914736.4	6.091523	0.998671	0.99966	1.00034	1.00133	4.054762
7070	-434.207	-420.559	-13.6474	215262.8	7.551704	0.997262	0.999299	1.0007	1.00274	3.584475
7080	-437.667	-419.252	-18.4148	964291.1	8.707986	0.998706	0.999669	1.00033	1.00129	4.169321
7090	-431.573	-419.069	-12.5038	250096.2	6.929291	0.997459	0.99935	1.00065	1.00254	3.34972
7100	-441.457	-423.419	-18.0375	473378.2	8.123483	0.998153	0.999528	1.00047	1.00185	4.155011
7110	-428.235	-415.882	-12.3527	325183.6	7.951719	0.997772	0.99943	1.00057	1.00223	3.445472
7120	-439.519	-419.472	-20.0464	535777.7	8.608397	0.998264	0.999556	1.00044	1.00174	4.365319
7130	-429.575	-420.327	-9.24809	975331.8	11.46397	0.998713	0.999671	1.00033	1.00129	3.110833
7140	-438.198	-423.298	-14.9005	314628.5	8.488151	0.997735	0.99942	1.00058	1.00227	3.769052
7150	-428.478	-415.949	-12.529	975114.7	8.516194	0.998713	0.999671	1.00033	1.00129	3.490301
7160	-425.968	-414.302	-11.6662	332986.7	7.416655	0.997798	0.999437	1.00056	1.0022	3.305966
7170	-423.016	-412.562	-10.4531	769880.2	9.420655	0.998552	0.99963	1.00037	1.00145	3.269212
7180	-430.932	-419.721	-11.2114	982521	8.302522	0.998718	0.999672	1.00033	1.00128	3.325568
7190	-437.792	-419.665	-18.1273	452133.5	10.13717	0.99811	0.999517	1.00048	1.00189	4.019666
7200	-429.243	-420.555	-8.68761	628176.1	8.902784	0.998397	0.99959	1.00041	1.0016	3.063127
7210	-436.097	-419.841	-16.2563	91990.3	8.071208	0.995812	0.998926	1.00107	1.00419	3.936133
7220	-437.057	-418.341	-18.7166	451216.1	4.794793	0.998108	0.999516	1.00048	1.00189	3.691395
7230	-431.751	-421.294	-10.4571	216613.2	12.19329	0.99727	0.999301	1.0007	1.00273	3.178874
7240	-434.898	-417.968	-16.9305	930267.3	9.115238	0.998682	0.999663	1.00034	1.00132	3.976747
7250	-448.533	-429.122	-19.4107	639389.6	6.923658	0.998411	0.999594	1.00041	1.00159	4.346321
7260	-440.089	-422.318	-17.7702	123525.7	5.681378	0.996386	0.999074	1.00092	1.00362	3.903039
7270	-435.262	-419.73	-15.5311	1237.899	9.350916	0.964107	0.990543	1.009	1.03635	3.811906
7280	-435.405	-419.649	-15.7568	158605.4	8.597352	0.99681	0.999183	1.00081	1.00319	3.867313
7290	-430.747	-419.138	-11.6087	76222.78	10.21766	0.9954	0.99882	1.00117	1.00461	3.373995
7300	-433.999	-420.655	-13.3442	445445.3	10.32109	0.998096	0.999513	1.00049	1.00191	3.538537
7310	-434.352	-418.402	-15.9498	256399.6	6.412739	0.997491	0.999358	1.00064	1.00251	3.774358
7320	-430.861	-416.6	-14.2611	171707.5	10.92159	0.996934	0.999215	1.00078	1.00307	3.587809
7330	-425.087	-417.225	-7.86189	499863.2	12.79787	0.998203	0.99954	1.00046	1.0018	2.941256
7340	-437.739	-424.34	-13.3991	695100.6	7.427609	0.998476	0.99961	1.00039	1.00153	3.54065
7350	-431.936	-418.133	-13.8028	823918.4	9.593768	0.9986	0.999642	1.00036	1.0014	3.6184
7360	-434.88	-418.516	-16.3641	299177.8	9.686681	0.997677	0.999405	1.00059	1.00232	3.879028
7370	-432.567	-419.888	-12.6792	595358.7	10.34094	0.998353	0.999579	1.00042	1.00165	3.473179
7380	-425.118	-417.452	-7.66608	442814.3	9.837366	0.99809	0.999511	1.00049	1.00191	2.984143
7390	-428.707	-422.494	-6.21337	352602.9	12.04376	0.99786	0.999452	1.00055	1.00214	2.834659
7400	-433.193	-417.843	-15.3502	384193.9	10.27412	0.99795	0.999475	1.00052	1.00205	3.736226
7410	-433.685	-418.991	-14.6944	346269.3	7.678401	0.997841	0.999447	1.00055	1.00216	3.729886
7420	-437.843	-423.851	-13.9921	693693.7	9.209951	0.998474	0.99961	1.00039	1.00153	3.651791
7430	-439.063	-425.451	-13.6121	947326.2	8.121053	0.998694	0.999666	1.00033	1.00131	3.61017
7440	-428.335	-418.859	-9.47584	216930.5	8.807445	0.997272	0.999302	1.0007	1.00273	3.147605
7450	-429.363	-416.571	-12.7919	589001.1	12.05264	0.998344	0.999576	1.00042	1.00166	3.38026
7460	-426.133	-417.286	-8.84747	674000.8	9.70726	0.998452	0.999604	1.0004	1.00155	3.103261
7470	-429.445	-418.072	-11.3731	813549	7.421904	0.998591	0.99964	1.00036	1.00141	3.267143
7480	-424.228	-413.749	-10.4791	426489.8	9.083043	0.998054	0.999502	1.0005	1.00195	3.268433
7490	-439.853	-423.773	-16.08	49471.59	6.15563	0.994291	0.998535	1.00145	1.00572	3.742154
7500	-426.515	-419.231	-7.28458	557717	11.45628	0.998298	0.999565	1.00043	1.0017	2.93973
7510	-430.26	-418.259	-12.0006	128162.6	9.815385	0.996452	0.999091	1.0009	1.00355	3.425352
7520	-433.152	-421.687	-11.4651	409440.4	11.40715	0.998014	0.999492	1.00051	1.00199	3.307299
7530	-428.604	-413.948	-14.6562	352554.4	10.95805	0.99786	0.999452	1.00055	1.00214	3.621296
7540	-431.339	-418.558	-12.7804	644450.1	9.17126	0.998417	0.999595	1.0004	1.00158	3.520769
7550	-425.63	-414.845	-10.7846	219627	10.2882	0.997289	0.999306	1.00069	1.00271	3.291454
7560	-442.835	-423.469	-19.3662	420624.3	8.814415	0.998041	0.999499	1.0005	1.00196	4.269985
7570	-439.638	-426.662	-12.976	304335.6	10.90641	0.997697	0.999411	1.00059	1.00231	3.471036
7580	-446.533	-423.689	-22.8442	199603.7	8.283452	0.997156	0.999272	1.00073	1.00285	4.728869
7590	-439.827	-424.062	-15.7653	874455.6	8.784757	0.998641	0.999652	1.00035	1.00136	3.86251
7600	-435.015	-420.164	-14.8514	772455	7.653275	0.998554	0.99963	1.00037	1.00145	3.749172
7610	-443.794	-423.16	-20.6338	818407.2	5.761025	0.998595	0.999641	1.00036	1.00141	4.423115
7620	-438.272	-422.107	-16.1647	130632.7	9.275409	0.996485	0.9991	1.0009	1.00352	3.884035
7630	-439.115	-420.554	-18.5605	412438.3	6.450272	0.998021	0.999494	1.0005	1.00198	4.18584
7640	-431.593	-419.229	-12.3649	101676.5	10.08369	0.996017	0.998979	1.00102	1.00399	3.453281
7650	-440.504	-424.515	-15.9889	328966	12.32823	0.997785	0.999433	1.00057	1.00222	3.620062
7660	-429.75	-415.752	-13.9977	555708.8	8.889303	0.998295	0.999564	1.00044	1.00171	3.65981
7670	-447.469	-425.247	-22.2226	872851.3	8.031265	0.99864	0.999652	1.00035	1.00136	4.679206
7680	-451.371	-431.731	-19.6402	32226.46	9.791086	0.992928	0.998183	1.0018	1.00709	4.206263
7690	-454.163	-432.85	-21.3126	337912.1	6.673049	0.997814	0.999441	1.00056	1.00219	4.619752
